gene_name	chr	in_mecp2_no_mch	k119ub_peak_gain
H13	chr2	FALSE	TRUE
Nradd	chr9	FALSE	FALSE
Spats2l	chr1	FALSE	FALSE
Edf1	chr2	FALSE	FALSE
Galr3	chr15	FALSE	FALSE
Col18a1	chr10	FALSE	FALSE
Slc25a30	chr14	FALSE	FALSE
Maf	chr8	FALSE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Il22ra1	chr4	FALSE	FALSE
Nipal2	chr15	FALSE	TRUE
Eno1b	chr18	TRUE	TRUE
Mmp28	chr11	FALSE	TRUE
F2rl2	chr13	FALSE	FALSE
Slc17a7	chr7	FALSE	FALSE
Nrsn2	chr2	FALSE	FALSE
Bok	chr1	FALSE	FALSE
Uncx	chr5	FALSE	FALSE
Lhb	chr7	FALSE	FALSE
Aifm3	chr16	FALSE	TRUE
Mesp1	chr7	FALSE	FALSE
Ywhah	chr5	TRUE	TRUE
Scel	chr14	FALSE	FALSE
Map3k1	chr13	FALSE	TRUE
Slc6a1	chr6	FALSE	FALSE
4930578I06Rik	chr14	FALSE	FALSE
Fgf10	chr13	FALSE	FALSE
Car7	chr8	FALSE	TRUE
Phospho1	chr11	FALSE	FALSE
1700034E13Rik	chr18	FALSE	TRUE
Znrf4	chr17	FALSE	FALSE
Emx2	chr19	FALSE	FALSE
Adcyap1	chr17	FALSE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Ache	chr5	FALSE	TRUE
Rbpms	chr8	FALSE	FALSE
Adamtsl2	chr2	FALSE	FALSE
Aacs	chr5	FALSE	TRUE
Crisp4	chr1	TRUE	TRUE
Pou4f1	chr14	FALSE	FALSE
Orm2	chr4	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
P2ry1	chr3	FALSE	FALSE
Zdhhc7	chr8	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Fbxo15	chr18	FALSE	TRUE
Ncam2	chr16	FALSE	FALSE
Magee2	chrX	FALSE	TRUE
Fndc3c1	chrX	FALSE	FALSE
Sap130	chr18	FALSE	FALSE
Tmem64	chr4	FALSE	TRUE
Pcbd1	chr10	FALSE	TRUE
Slc27a2	chr2	FALSE	FALSE
Chchd10	chr10	FALSE	FALSE
Krba1	chr6	FALSE	TRUE
Cggbp1	chr16	FALSE	TRUE
Grp	chr18	FALSE	FALSE
Itpripl2	chr7	FALSE	FALSE
Ddx25	chr9	FALSE	TRUE
Pdha1	chrX	FALSE	FALSE
Zbp1	chr2	FALSE	FALSE
Slc22a15	chr3	FALSE	FALSE
Orm3	chr4	FALSE	FALSE
Asb17	chr3	FALSE	FALSE
Samd7	chr3	FALSE	FALSE
Agl	chr3	FALSE	TRUE
Fhod1	chr8	FALSE	TRUE
1700031L13Rik	chr5	FALSE	TRUE
Smox	chr2	FALSE	FALSE
Ccdc116	chr16	FALSE	FALSE
Ripply1	chrX	FALSE	FALSE
Grk2	chr19	FALSE	FALSE
Ttpa	chr4	FALSE	TRUE
Rep15	chr6	FALSE	TRUE
Hoxd8	chr2	FALSE	FALSE
Pmvk	chr3	FALSE	FALSE
Sftpb	chr6	FALSE	FALSE
Layn	chr9	FALSE	FALSE
Ppp1r9b	chr11	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
Tmc1	chr19	FALSE	FALSE
Slc7a3	chrX	FALSE	FALSE
Taar7f	chr10	FALSE	FALSE
Gucy2g	chr19	FALSE	FALSE
Bambi	chr18	FALSE	TRUE
Dstn	chr2	FALSE	TRUE
Tob2	chr15	FALSE	FALSE
Stxbp6	chr12	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Htr5a	chr5	FALSE	TRUE
Qpct	chr17	FALSE	FALSE
Idi1	chr13	FALSE	TRUE
Fgf17	chr14	FALSE	TRUE
Nkx2-1	chr12	FALSE	FALSE
Homez	chr14	FALSE	FALSE
2310057J18Rik	chr10	FALSE	TRUE
Fdft1	chr14	FALSE	FALSE
Osgin2	chr4	FALSE	TRUE
Reg3b	chr6	FALSE	TRUE
Sh3bp1	chr15	FALSE	FALSE
Tmem74b	chr2	FALSE	FALSE
Dmrt3	chr19	FALSE	FALSE
Meltf	chr16	FALSE	TRUE
Ddhd2	chr8	FALSE	FALSE
Tob1	chr11	FALSE	TRUE
Gcsh	chr8	FALSE	FALSE
Tm4sf20	chr1	FALSE	TRUE
Fgf3	chr7	FALSE	FALSE
Pnpla5	chr15	FALSE	FALSE
Ghsr	chr3	FALSE	FALSE
Bcl6b	chr11	FALSE	TRUE
Cntnap1	chr11	FALSE	FALSE
4930544D05Rik	chr11	FALSE	FALSE
Gdf11	chr10	FALSE	FALSE
Sh2d7	chr9	FALSE	FALSE
Sstr4	chr2	FALSE	FALSE
Ppm1l	chr3	FALSE	TRUE
Ddo	chr10	FALSE	TRUE
Tmem33	chr5	FALSE	TRUE
Tex36	chr7	FALSE	TRUE
Psmb8	chr17	FALSE	FALSE
Fap	chr2	FALSE	TRUE
Agxt	chr1	FALSE	FALSE
Gpt	chr15	FALSE	FALSE
Car14	chr3	FALSE	FALSE
Thnsl2	chr6	FALSE	TRUE
Aph1c	chr9	FALSE	FALSE
Wdr26	chr1	FALSE	FALSE
Nelfa	chr5	FALSE	TRUE
Pnck	chrX	FALSE	FALSE
Zc2hc1c	chr12	FALSE	FALSE
Stat2	chr10	FALSE	TRUE
Cntrob	chr11	FALSE	TRUE
Itga8	chr2	FALSE	FALSE
Cfap206	chr4	FALSE	FALSE
Gadd45g	chr13	FALSE	FALSE
Ptprd	chr4	FALSE	FALSE
Pcgf1	chr6	FALSE	TRUE
Numb	chr12	FALSE	TRUE
Abhd4	chr14	FALSE	TRUE
Fes	chr7	FALSE	FALSE
Enkd1	chr8	FALSE	TRUE
Micu1	chr10	FALSE	FALSE
Morn4	chr19	FALSE	TRUE
Ccn1	chr3	FALSE	TRUE
Mutyh	chr4	FALSE	TRUE
Serpina11	chr12	FALSE	FALSE
Acaa1a	chr9	FALSE	TRUE
Aprt	chr8	FALSE	FALSE
Mfsd1	chr3	FALSE	TRUE
Fam243	chr16	FALSE	TRUE
Sh3glb1	chr3	FALSE	TRUE
Rwdd2a	chr9	FALSE	FALSE
Elmod3	chr6	FALSE	TRUE
Slc52a3	chr2	FALSE	FALSE
Spry4	chr18	FALSE	TRUE
Znrf3	chr11	FALSE	FALSE
Terf2ip	chr8	FALSE	FALSE
Eno1	chr4	FALSE	FALSE
Mgmt	chr7	FALSE	FALSE
Ccdc182	chr11	FALSE	FALSE
Fam110a	chr2	FALSE	TRUE
Tmem184c	chr8	FALSE	TRUE
Adh5	chr3	FALSE	TRUE
Klf4	chr4	FALSE	FALSE
St8sia2	chr7	FALSE	FALSE
Insm2	chr12	FALSE	FALSE
Dusp14	chr11	FALSE	TRUE
Abca3	chr17	FALSE	FALSE
Rln1	chr19	FALSE	TRUE
Vsig8	chr1	FALSE	FALSE
Uchl1	chr5	FALSE	TRUE
Cldn4	chr5	FALSE	FALSE
Riox1	chr12	FALSE	FALSE
Hebp2	chr10	FALSE	TRUE
Etl4	chr2	FALSE	TRUE
Car9	chr4	FALSE	TRUE
Dipk1b	chr2	FALSE	FALSE
Dgkq	chr5	FALSE	FALSE
Tlx2	chr6	FALSE	FALSE
Opalin	chr19	FALSE	FALSE
Mnt	chr11	FALSE	FALSE
Ppp1r1a	chr15	FALSE	FALSE
Jph4	chr14	FALSE	FALSE
Gde1	chr7	FALSE	FALSE
Taar6	chr10	FALSE	FALSE
Ddit4	chr10	FALSE	FALSE
Mlf1	chr3	FALSE	FALSE
Trp53i11	chr2	FALSE	FALSE
Scgb3a1	chr11	FALSE	FALSE
Capg	chr6	FALSE	TRUE
Urad	chr5	FALSE	FALSE
Lsm11	chr11	FALSE	TRUE
Akr1b8	chr6	FALSE	FALSE
Lilrb4a	chr10	FALSE	FALSE
Plod2	chr9	FALSE	FALSE
Ninj1	chr13	FALSE	TRUE
Itga3	chr11	FALSE	TRUE
Commd8	chr5	FALSE	FALSE
Tmem240	chr4	FALSE	FALSE
Vax1	chr19	FALSE	FALSE
Amer3	chr1	FALSE	TRUE
Pdha2	chr3	FALSE	TRUE
Cebpa	chr7	FALSE	FALSE
Six2	chr17	FALSE	FALSE
Atad1	chr19	FALSE	TRUE
Sf3b5	chr10	FALSE	TRUE
Rai2	chrX	FALSE	FALSE
Ppp1r37	chr7	FALSE	FALSE
Nono	chrX	FALSE	FALSE
Lcn8	chr2	FALSE	FALSE
Xdh	chr17	FALSE	TRUE
Sytl2	chr7	FALSE	FALSE
Muc1	chr3	FALSE	FALSE
Wnt8b	chr19	FALSE	FALSE
Rhpn1	chr15	FALSE	FALSE
Ahnak	chr19	FALSE	FALSE
Meox2	chr12	FALSE	TRUE
Pigc	chr1	FALSE	TRUE
Cntn3	chr6	FALSE	FALSE
Cped1	chr6	FALSE	FALSE
Adamts5	chr16	FALSE	FALSE
Lsm8	chr6	FALSE	FALSE
Trim62	chr4	FALSE	FALSE
Tulp1	chr17	FALSE	FALSE
Kcng3	chr17	FALSE	FALSE
Extl2	chr3	FALSE	TRUE
Edn1	chr13	FALSE	FALSE
Siae	chr9	FALSE	TRUE
Trib1	chr15	FALSE	TRUE
Twist1	chr12	FALSE	FALSE
Acot2	chr12	FALSE	TRUE
Ebf1	chr11	FALSE	FALSE
Csrp2	chr10	FALSE	TRUE
Eid1	chr2	FALSE	TRUE
Lrrc10b	chr19	FALSE	FALSE
Etfdh	chr3	FALSE	FALSE
Ndufs2	chr1	FALSE	TRUE
Spr	chr6	FALSE	TRUE
Sptbn2	chr19	FALSE	FALSE
Gdf2	chr14	FALSE	FALSE
Tmem229a	chr6	FALSE	TRUE
Nagpa	chr16	FALSE	FALSE
Fyb2	chr4	FALSE	FALSE
Syf2	chr4	FALSE	TRUE
Cited4	chr4	FALSE	FALSE
Pip5k1c	chr10	FALSE	FALSE
Thpo	chr16	FALSE	FALSE
Lrrc7	chr3	FALSE	TRUE
H2-DMa	chr17	FALSE	FALSE
Mmd	chr11	FALSE	FALSE
Gstm6	chr3	FALSE	FALSE
Arhgef2	chr3	FALSE	FALSE
Ppip5k1	chr2	FALSE	TRUE
Pdcl3	chr1	FALSE	FALSE
Aanat	chr11	FALSE	FALSE
Tchh	chr3	FALSE	FALSE
Gba2	chr4	FALSE	TRUE
Ctsg	chr14	FALSE	TRUE
Foxa2	chr2	FALSE	FALSE
Cdc25b	chr2	FALSE	TRUE
Gm1979	chr5	FALSE	FALSE
Crhbp	chr13	FALSE	FALSE
Xpa	chr4	FALSE	FALSE
Bend5	chr4	FALSE	FALSE
Pnrc1	chr4	FALSE	TRUE
Cplx2	chr13	FALSE	FALSE
Bcl6	chr16	FALSE	FALSE
Junb	chr8	FALSE	TRUE
Map3k8	chr18	FALSE	TRUE
Fastk	chr5	FALSE	TRUE
1110032F04Rik	chr3	FALSE	FALSE
Zdhhc22	chr12	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
G6pc2	chr2	FALSE	TRUE
Barx1	chr13	FALSE	FALSE
B3gat2	chr1	FALSE	TRUE
Tnks	chr8	FALSE	TRUE
Tuba4a	chr1	FALSE	TRUE
Gchfr	chr2	FALSE	FALSE
Ufm1	chr3	FALSE	TRUE
Mt3	chr8	FALSE	FALSE
Snapc2	chr8	FALSE	TRUE
Arl6ip5	chr6	FALSE	TRUE
1500009L16Rik	chr10	FALSE	FALSE
Mrgprf	chr7	FALSE	TRUE
Shmt2	chr10	FALSE	FALSE
Ccna2	chr3	FALSE	TRUE
Ces1f	chr8	FALSE	TRUE
Ssu2	chr6	FALSE	FALSE
Aldoc	chr11	FALSE	FALSE
Ccdc71l	chr12	FALSE	TRUE
Fbxo5	chr10	FALSE	FALSE
Hspa4l	chr3	FALSE	TRUE
Calml3	chr13	FALSE	TRUE
Rbm43	chr2	FALSE	FALSE
Slpi	chr2	FALSE	FALSE
Vmn1r40	chr6	FALSE	FALSE
Mc3r	chr2	FALSE	FALSE
Prmt2	chr10	FALSE	TRUE
Fzd5	chr1	FALSE	FALSE
Cdkn2b	chr4	FALSE	FALSE
Slc6a19	chr13	FALSE	TRUE
Foxe1	chr4	FALSE	FALSE
Lrfn4	chr19	FALSE	FALSE
Bcl2l1	chr2	FALSE	TRUE
Erg	chr16	FALSE	FALSE
Golga7b	chr19	FALSE	TRUE
Vwce	chr19	FALSE	TRUE
Ckb	chr12	FALSE	FALSE
Zc2hc1a	chr3	FALSE	TRUE
Krtap7-1	chr16	FALSE	FALSE
Clk3	chr9	FALSE	TRUE
Hmgn5	chrX	FALSE	TRUE
Ildr2	chr1	FALSE	FALSE
Gpx8	chr13	FALSE	TRUE
Pnma2	chr14	FALSE	FALSE
Btbd10	chr7	FALSE	FALSE
Mtrf1l	chr10	FALSE	FALSE
Cyp2j9	chr4	FALSE	TRUE
Urb2	chr8	FALSE	TRUE
Cckbr	chr7	FALSE	FALSE
Per1	chr11	FALSE	TRUE
Tcf19	chr17	FALSE	FALSE
Arl14	chr3	FALSE	TRUE
Prkra	chr2	FALSE	TRUE
Pitx2	chr3	FALSE	FALSE
Fancb	chrX	FALSE	TRUE
Mex3b	chr7	FALSE	FALSE
Mei4	chr9	FALSE	TRUE
Nt5c	chr11	FALSE	FALSE
Mc5r	chr18	FALSE	TRUE
Josd2	chr7	FALSE	FALSE
Arhgap28	chr17	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Nkx2-3	chr19	FALSE	FALSE
Foxd3	chr4	FALSE	FALSE
Prr30	chr14	FALSE	TRUE
Gas7	chr11	FALSE	FALSE
Ldhal6b	chr17	FALSE	FALSE
Atp6ap2	chrX	FALSE	FALSE
Uprt	chrX	FALSE	FALSE
Ccdc90b	chr7	FALSE	TRUE
Gm9376	chr14	FALSE	FALSE
Irf1	chr11	FALSE	FALSE
Mafa	chr15	FALSE	FALSE
Samd5	chr10	FALSE	FALSE
Hdac2	chr10	FALSE	TRUE
Phlda3	chr1	FALSE	FALSE
Immp1l	chr2	FALSE	TRUE
Habp2	chr19	FALSE	FALSE
Zfp41	chr15	FALSE	FALSE
Casq1	chr1	FALSE	TRUE
Susd2	chr10	FALSE	TRUE
Rnf146	chr10	FALSE	TRUE
Kif26a	chr12	FALSE	FALSE
Hcls1	chr16	FALSE	FALSE
Tubb2a	chr13	FALSE	TRUE
Zmynd12	chr4	FALSE	FALSE
Kcnab3	chr11	FALSE	FALSE
Aldh18a1	chr19	FALSE	FALSE
Mybl2	chr2	FALSE	FALSE
Ccnj	chr19	FALSE	TRUE
Cotl1	chr8	FALSE	TRUE
Inhbe	chr10	FALSE	TRUE
Jak2	chr19	FALSE	TRUE
Rrp9	chr9	FALSE	TRUE
Akr7a5	chr4	FALSE	FALSE
Cbfb	chr8	FALSE	FALSE
Gadd45a	chr6	FALSE	TRUE
Uap1l1	chr2	FALSE	FALSE
Dbx1	chr7	FALSE	FALSE
Vwa7	chr17	FALSE	FALSE
Rgs4	chr1	FALSE	TRUE
Syt8	chr7	FALSE	FALSE
Tcf4	chr18	FALSE	TRUE
Usb1	chr8	FALSE	FALSE
Slc13a5	chr11	FALSE	FALSE
Smad7	chr18	FALSE	FALSE
Fastkd3	chr13	FALSE	TRUE
Ttc22	chr4	FALSE	FALSE
Vgll2	chr10	FALSE	FALSE
Glra4	chrX	FALSE	FALSE
Chgb	chr2	FALSE	TRUE
Nhsl1	chr10	FALSE	TRUE
Purg	chr8	FALSE	TRUE
Neurog3	chr10	FALSE	FALSE
Pdlim2	chr14	FALSE	FALSE
Fgf8	chr19	FALSE	FALSE
Fibin	chr2	FALSE	FALSE
Orai2	chr5	FALSE	FALSE
Tcl1	chr12	FALSE	FALSE
Anapc13	chr9	FALSE	FALSE
Cldn12	chr5	FALSE	TRUE
Hal	chr10	FALSE	FALSE
Saraf	chr8	FALSE	TRUE
Atp8b2	chr3	FALSE	TRUE
Asns	chr6	FALSE	TRUE
1700012A03Rik	chr6	FALSE	TRUE
Gclm	chr3	FALSE	TRUE
Ctsc	chr7	FALSE	TRUE
Rrp15	chr1	FALSE	FALSE
Zfp42	chr8	FALSE	FALSE
Rnf126	chr10	FALSE	FALSE
Kcnv1	chr15	FALSE	FALSE
Rraga	chr4	FALSE	TRUE
Pax6	chr2	FALSE	TRUE
4933436I01Rik	chrX	FALSE	TRUE
Myod1	chr7	FALSE	FALSE
Stk35	chr2	FALSE	TRUE
Zfp692	chr11	FALSE	TRUE
Slc10a2	chr8	FALSE	TRUE
Kcnj9	chr1	FALSE	TRUE
Tnfaip3	chr10	FALSE	TRUE
Phyhip	chr14	FALSE	FALSE
Eri1	chr8	FALSE	TRUE
6430571L13Rik	chr9	FALSE	TRUE
Slc35d3	chr10	FALSE	FALSE
En2	chr5	FALSE	TRUE
Dpp10	chr1	FALSE	TRUE
Galnt4	chr10	FALSE	TRUE
Nrgn	chr9	FALSE	FALSE
Nkx2-4	chr2	FALSE	FALSE
Iqgap3	chr3	FALSE	FALSE
Rnf138rt1	chrX	FALSE	TRUE
Nebl	chr2	FALSE	FALSE
Hif3a	chr7	FALSE	TRUE
Trim59	chr3	FALSE	TRUE
Hoxb3	chr11	FALSE	FALSE
Tesc	chr5	FALSE	FALSE
Gzmf	chr14	FALSE	TRUE
Insyn2b	chr11	FALSE	FALSE
Lrp10	chr14	FALSE	FALSE
Dsel	chr1	FALSE	TRUE
Aoah	chr13	FALSE	TRUE
Tgfbr1	chr4	FALSE	FALSE
Pop7	chr5	FALSE	FALSE
Cd81	chr7	FALSE	FALSE
Eef1a2	chr2	FALSE	TRUE
Fezf1	chr6	FALSE	FALSE
Fam181a	chr12	FALSE	FALSE
Tiam2	chr17	FALSE	TRUE
Gk2	chr5	FALSE	FALSE
Ccnd1	chr7	FALSE	FALSE
Dscaml1	chr9	FALSE	FALSE
Il12a	chr3	FALSE	FALSE
Fam241b	chr10	FALSE	FALSE
Pdcd4	chr19	FALSE	TRUE
Aloxe3	chr11	FALSE	FALSE
Ttc32	chr12	FALSE	FALSE
Pelo	chr13	FALSE	TRUE
Zfp24	chr18	FALSE	TRUE
Tmco5	chr2	FALSE	FALSE
Cdkn2aip	chr8	FALSE	TRUE
Rassf1	chr9	FALSE	FALSE
Ap3d1	chr10	FALSE	FALSE
Mcm4	chr16	FALSE	TRUE
Marveld1	chr19	FALSE	TRUE
Man2b2	chr5	FALSE	TRUE
Cdk14	chr5	FALSE	TRUE
Hoxd13	chr2	FALSE	FALSE
Slc6a3	chr13	FALSE	FALSE
Rarb	chr14	FALSE	FALSE
Clcf1	chr19	FALSE	FALSE
Tle5	chr10	FALSE	FALSE
Nat1	chr8	FALSE	TRUE
Eogt	chr6	FALSE	TRUE
Zfp280b	chr10	FALSE	FALSE
Smim7	chr8	FALSE	TRUE
Gstm7	chr3	FALSE	FALSE
Serbp1	chr6	FALSE	TRUE
Robo4	chr9	FALSE	FALSE
Lbx1	chr19	FALSE	FALSE
Ly6d	chr15	FALSE	FALSE
Agtr1a	chr13	FALSE	FALSE
Klhdc7b	chr15	FALSE	FALSE
Lrriq4	chr3	FALSE	FALSE
Smc4	chr3	FALSE	TRUE
Tfap4	chr16	FALSE	TRUE
Pde6h	chr6	FALSE	TRUE
Nap1l1	chr10	FALSE	TRUE
Ctso	chr3	FALSE	TRUE
Spdya	chr17	FALSE	TRUE
Gng13	chr17	FALSE	FALSE
Myoc	chr1	FALSE	FALSE
Mroh5	chr15	FALSE	FALSE
Kcnb2	chr1	FALSE	TRUE
Golga5	chr12	FALSE	FALSE
Mrgprg	chr7	FALSE	FALSE
Tmem247	chr17	FALSE	FALSE
Csdc2	chr15	FALSE	FALSE
Cd38	chr5	FALSE	TRUE
Mfsd2b	chr12	FALSE	FALSE
Plxnb1	chr9	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Enho	chr4	FALSE	TRUE
Cdkn1b	chr6	FALSE	TRUE
Dusp4	chr8	FALSE	FALSE
Fau	chr19	FALSE	TRUE
AI854703	chr6	FALSE	TRUE
Tbx15	chr3	FALSE	FALSE
Ajm1	chr2	FALSE	FALSE
Bod1	chr11	FALSE	TRUE
Msl3	chrX	FALSE	TRUE
Wnt9b	chr11	FALSE	FALSE
Hopx	chr5	FALSE	FALSE
Nfe2l1	chr11	FALSE	FALSE
Ptgfr	chr3	FALSE	FALSE
Agbl5	chr5	FALSE	TRUE
Msh4	chr3	FALSE	TRUE
AU022252	chr4	FALSE	TRUE
Abhd10	chr16	FALSE	TRUE
Sharpin	chr15	FALSE	FALSE
Ppm1k	chr6	FALSE	TRUE
1700020L24Rik	chr11	FALSE	FALSE
Agpat2	chr2	FALSE	FALSE
Scd4	chr19	FALSE	FALSE
Nfatc2ip	chr7	FALSE	FALSE
Midn	chr10	FALSE	FALSE
Mak16	chr8	FALSE	TRUE
Paqr6	chr3	FALSE	FALSE
Fbxl16	chr17	FALSE	FALSE
Nr2f2	chr7	FALSE	FALSE
Rbm12b2	chr4	FALSE	TRUE
Tsku	chr7	FALSE	FALSE
Trim46	chr3	FALSE	FALSE
Mafb	chr2	FALSE	FALSE
Avpr1a	chr10	FALSE	FALSE
Vash1	chr12	FALSE	FALSE
Reps2	chrX	FALSE	TRUE
Snx21	chr2	FALSE	FALSE
Gm13889	chr2	FALSE	FALSE
Rpa1	chr11	FALSE	TRUE
Ldlr	chr9	FALSE	FALSE
Slc40a1	chr1	FALSE	TRUE
Tmie	chr9	FALSE	FALSE
C1qtnf6	chr15	FALSE	TRUE
Gm815	chr19	FALSE	TRUE
Cryab	chr9	FALSE	TRUE
Pold4	chr19	FALSE	TRUE
Tmem200c	chr17	FALSE	FALSE
Lratd1	chr12	FALSE	FALSE
Hpcal1	chr12	FALSE	FALSE
Il2rb	chr15	FALSE	TRUE
Psmb3	chr11	FALSE	TRUE
Smad2	chr18	FALSE	TRUE
Inafm1	chr7	FALSE	FALSE
Xcl1	chr1	FALSE	TRUE
C9orf72	chr4	FALSE	FALSE
Spryd3	chr15	FALSE	TRUE
Adal	chr2	FALSE	FALSE
Pif1	chr9	FALSE	FALSE
Fblim1	chr4	FALSE	FALSE
Ugt1a2	chr1	FALSE	TRUE
Ptma	chr1	FALSE	FALSE
Oxgr1	chr14	FALSE	FALSE
Cyb5r3	chr15	FALSE	FALSE
Ovol1	chr19	FALSE	FALSE
Sod3	chr5	FALSE	TRUE
Bdkrb1	chr12	FALSE	FALSE
Arrdc2	chr8	FALSE	FALSE
Syde1	chr10	FALSE	TRUE
Ccdc74a	chr16	FALSE	FALSE
4933402D24Rik	chr1	FALSE	TRUE
Foxd2	chr4	FALSE	FALSE
Slc2a12	chr10	FALSE	TRUE
Dact1	chr12	FALSE	TRUE
Mfng	chr15	FALSE	FALSE
Ap3m2	chr8	FALSE	TRUE
Efcc1	chr6	FALSE	FALSE
Phospho2	chr2	FALSE	TRUE
Fam110c	chr12	FALSE	FALSE
Sh2d5	chr4	FALSE	FALSE
Ifi27l2b	chr12	FALSE	FALSE
Slbp	chr5	FALSE	FALSE
Slc6a11	chr6	FALSE	FALSE
Oxct2b	chr4	FALSE	FALSE
1700009N14Rik	chr4	FALSE	TRUE
Fbxl13	chr5	FALSE	TRUE
Rhoc	chr3	FALSE	FALSE
Dab2ip	chr2	FALSE	FALSE
Tmem170	chr8	FALSE	FALSE
Slc38a10	chr11	FALSE	TRUE
Fcrl6	chr1	FALSE	TRUE
Cfap97d2	chr8	FALSE	FALSE
Tanc2	chr11	FALSE	FALSE
Fasn	chr11	FALSE	FALSE
Slc2a4	chr11	FALSE	FALSE
Tmed3	chr9	FALSE	FALSE
Chrdl1	chrX	FALSE	FALSE
Abt1	chr13	FALSE	TRUE
Lrrc17	chr5	FALSE	TRUE
Cep97	chr16	TRUE	TRUE
Magee1	chrX	FALSE	FALSE
Asah1	chr8	FALSE	TRUE
Cnih1	chr14	FALSE	TRUE
Hyal1	chr9	FALSE	FALSE
Map10	chr8	FALSE	FALSE
Pcdh8	chr14	FALSE	FALSE
Dmxl1	chr18	FALSE	TRUE
Slc16a6	chr11	FALSE	TRUE
Zmat5	chr11	FALSE	FALSE
Wdcp	chr12	FALSE	TRUE
Rnf112	chr11	FALSE	FALSE
Gxylt2	chr6	FALSE	TRUE
Borcs6	chr11	FALSE	TRUE
Dync2li1	chr17	FALSE	TRUE
Ccdc110	chr8	FALSE	FALSE
Ccdc184	chr15	FALSE	TRUE
Pimreg	chr11	FALSE	FALSE
Utf1	chr7	FALSE	FALSE
Stk25	chr1	FALSE	FALSE
Rtkn	chr6	FALSE	FALSE
Taf7l2	chr10	FALSE	FALSE
Urb1	chr16	FALSE	TRUE
Ttc39c	chr18	FALSE	FALSE
Lingo4	chr3	FALSE	FALSE
Islr	chr9	FALSE	FALSE
Cox7a2l	chr17	FALSE	TRUE
Svil	chr18	FALSE	TRUE
Mfap4	chr11	FALSE	FALSE
Pcif1	chr2	FALSE	FALSE
Fcer2a	chr8	FALSE	FALSE
Sla	chr15	FALSE	TRUE
Pkn3	chr2	FALSE	FALSE
Brms1l	chr12	FALSE	FALSE
Grik3	chr4	FALSE	FALSE
Olfm4	chr14	FALSE	TRUE
Kcnf1	chr12	FALSE	FALSE
Ndnf	chr6	FALSE	FALSE
Crlf2	chr5	FALSE	FALSE
Mn1	chr5	FALSE	FALSE
Fam241a	chr3	FALSE	TRUE
Itpr2	chr6	FALSE	FALSE
Pnpla6	chr8	FALSE	TRUE
Mcoln2	chr3	FALSE	FALSE
Fbxo7	chr10	FALSE	TRUE
Ndufb4	chr16	FALSE	TRUE
Cldn3	chr5	FALSE	FALSE
Serinc5	chr13	FALSE	FALSE
Lsp1	chr7	FALSE	FALSE
Slc39a2	chr14	FALSE	FALSE
Cpa1	chr6	FALSE	FALSE
Sstr5	chr17	FALSE	FALSE
Rcbtb1	chr14	FALSE	TRUE
Kif12	chr4	FALSE	FALSE
Cdkn1a	chr17	FALSE	FALSE
Mnx1	chr5	FALSE	FALSE
Mpv17l2	chr8	FALSE	FALSE
Rpp25	chr9	FALSE	FALSE
Hes1	chr16	FALSE	FALSE
Snx22	chr9	FALSE	FALSE
Pdia4	chr6	FALSE	TRUE
Ier5	chr1	FALSE	TRUE
Gm13539	chr2	FALSE	FALSE
Akirin2	chr4	FALSE	TRUE
Cma2	chr14	FALSE	FALSE
Neto1	chr18	FALSE	TRUE
Foxi2	chr7	FALSE	FALSE
Gtpbp10	chr5	FALSE	TRUE
Scn10a	chr9	FALSE	FALSE
Bola3	chr6	FALSE	FALSE
Minar2	chr18	FALSE	FALSE
Adam30	chr3	FALSE	TRUE
Stard4	chr18	FALSE	TRUE
BB014433	chr8	FALSE	TRUE
Emilin2	chr17	FALSE	FALSE
Pcp4	chr16	FALSE	FALSE
BC016579	chr16	FALSE	TRUE
B3gnt8	chr7	FALSE	FALSE
Sh2b3	chr5	FALSE	FALSE
Atp12a	chr14	FALSE	FALSE
Gnat1	chr9	FALSE	FALSE
Slc32a1	chr2	FALSE	FALSE
Igfbp4	chr11	FALSE	FALSE
Nid2	chr14	FALSE	FALSE
Rassf8	chr6	FALSE	FALSE
Nat8l	chr5	FALSE	FALSE
Mettl1	chr10	FALSE	TRUE
Rplp1	chr9	FALSE	FALSE
Ralgapa2	chr2	FALSE	TRUE
Herpud1	chr8	FALSE	FALSE
Dok1	chr6	FALSE	FALSE
Avp	chr2	FALSE	FALSE
Rgs6	chr12	FALSE	FALSE
Mos	chr4	FALSE	TRUE
Arl11	chr14	FALSE	TRUE
Pip4p2	chr4	FALSE	TRUE
Chchd5	chr2	FALSE	TRUE
Arl4c	chr1	FALSE	FALSE
Zfp703	chr8	FALSE	FALSE
Vwa1	chr4	FALSE	FALSE
Gabrd	chr4	FALSE	FALSE
1700003F12Rik	chr2	FALSE	FALSE
Slitrk3	chr3	FALSE	TRUE
Cd164	chr10	FALSE	TRUE
