gene_name	chr	K119ub_up	mch_hyper
Cc2d1b	chr4	FALSE	FALSE
Smarcad1	chr6	FALSE	TRUE
Rcan3	chr4	TRUE	TRUE
Ankrd27	chr7	FALSE	FALSE
Sorbs3	chr14	TRUE	FALSE
Kitl	chr10	FALSE	TRUE
Tpd52l1	chr10	FALSE	TRUE
Pde8b	chr13	FALSE	TRUE
Crym	chr7	TRUE	TRUE
Postn	chr3	FALSE	FALSE
Prdm10	chr9	TRUE	TRUE
Itih5	chr2	FALSE	TRUE
Rhobtb3	chr13	TRUE	TRUE
Igll1	chr16	FALSE	FALSE
Uvssa	chr5	FALSE	TRUE
Ivns1abp	chr1	TRUE	FALSE
Stpg4	chr17	FALSE	FALSE
Dnah5	chr15	TRUE	TRUE
Ugcg	chr4	TRUE	FALSE
Plcg2	chr8	FALSE	TRUE
Lgsn	chr1	TRUE	TRUE
Armc6	chr8	FALSE	FALSE
Add1	chr5	FALSE	FALSE
Phkb	chr8	TRUE	TRUE
Akip1	chr7	TRUE	TRUE
Terb2	chr2	TRUE	TRUE
Gprc5a	chr6	FALSE	FALSE
Kcnh4	chr11	FALSE	FALSE
Snx18	chr13	TRUE	TRUE
Plscr5	chr9	TRUE	TRUE
Ccnt1	chr15	FALSE	FALSE
Trp53inp2	chr2	FALSE	FALSE
Kif19a	chr11	FALSE	FALSE
Plekhb2	chr1	FALSE	FALSE
Kctd21	chr7	TRUE	TRUE
Mansc4	chr6	TRUE	FALSE
6430550D23Rik	chr2	TRUE	FALSE
Klhl18	chr9	FALSE	FALSE
Htr4	chr18	FALSE	TRUE
Fam186b	chr15	FALSE	FALSE
Cebpg	chr7	TRUE	FALSE
Ctsz	chr2	TRUE	FALSE
Sptssb	chr3	TRUE	TRUE
Ncoa3	chr2	FALSE	FALSE
Rreb1	chr13	TRUE	TRUE
Sh3bp2	chr5	TRUE	FALSE
Adam7	chr14	FALSE	FALSE
Galntl6	chr8	TRUE	TRUE
Iqck	chr7	TRUE	TRUE
Herc6	chr6	TRUE	TRUE
Selenbp1	chr3	TRUE	FALSE
Gdpd1	chr11	FALSE	FALSE
Cacng8	chr7	TRUE	FALSE
Zc3h4	chr7	FALSE	FALSE
Abcc6	chr7	FALSE	FALSE
Adnp	chr2	FALSE	FALSE
Pptc7	chr5	FALSE	FALSE
Ccnd3	chr17	TRUE	FALSE
Traip	chr9	FALSE	FALSE
Tubal3	chr13	TRUE	FALSE
Serinc2	chr4	FALSE	FALSE
Igsf9b	chr9	FALSE	FALSE
4932414N04Rik	chr2	FALSE	FALSE
Rab18	chr18	TRUE	FALSE
Rab3ip	chr10	FALSE	TRUE
Zfp865	chr7	FALSE	FALSE
Hmmr	chr11	TRUE	FALSE
Tmem182	chr1	FALSE	FALSE
Cep295nl	chr11	FALSE	FALSE
Ptpn23	chr9	FALSE	FALSE
Cul1	chr6	TRUE	TRUE
Gm10220	chr5	FALSE	FALSE
Ttn	chr2	TRUE	TRUE
Zfp174	chr16	TRUE	FALSE
Mospd1	chrX	TRUE	FALSE
Mogat2	chr7	FALSE	FALSE
Cop1	chr1	FALSE	TRUE
Snx25	chr8	FALSE	TRUE
Mettl6	chr14	TRUE	TRUE
4930447C04Rik	chr12	FALSE	FALSE
Sacm1l	chr9	FALSE	TRUE
Sirt1	chr10	TRUE	TRUE
Zbtb44	chr9	FALSE	FALSE
Sez6l2	chr7	FALSE	FALSE
Cpe	chr8	TRUE	TRUE
Fbxo34	chr14	FALSE	FALSE
Plxnd1	chr6	TRUE	TRUE
Snx27	chr3	FALSE	TRUE
Grap2	chr15	TRUE	FALSE
Map4k5	chr12	FALSE	TRUE
Ap3b2	chr7	FALSE	FALSE
Slco4a1	chr2	FALSE	FALSE
Catsper1	chr19	TRUE	FALSE
Slc36a2	chr11	FALSE	FALSE
Samd3	chr10	FALSE	FALSE
Lrrc72	chr12	TRUE	TRUE
Myo5c	chr9	TRUE	TRUE
Gm5108	chr5	FALSE	FALSE
Hp1bp3	chr4	FALSE	FALSE
Senp6	chr9	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Aamdc	chr7	TRUE	FALSE
Gask1b	chr3	FALSE	FALSE
Lrrc52	chr1	FALSE	FALSE
Kras	chr6	TRUE	TRUE
Furin	chr7	TRUE	FALSE
Pi4k2a	chr19	FALSE	FALSE
Boll	chr1	FALSE	TRUE
Wdr74	chr19	TRUE	FALSE
Morc2a	chr11	FALSE	FALSE
Rsph9	chr17	FALSE	FALSE
Cfap65	chr1	FALSE	TRUE
Rhoa	chr9	FALSE	FALSE
Thoc2l	chr5	FALSE	TRUE
Gm13283	chr4	TRUE	FALSE
Lsm10	chr4	TRUE	TRUE
Ctxn2	chr2	TRUE	TRUE
Dennd6a	chr14	TRUE	TRUE
BC048562	chr9	TRUE	TRUE
Pbx4	chr8	FALSE	FALSE
Bmp10	chr6	FALSE	FALSE
H3c15	chr3	TRUE	TRUE
Cela2a	chr4	FALSE	FALSE
Atp13a3	chr16	FALSE	TRUE
Clec3a	chr8	FALSE	FALSE
Bcor	chrX	TRUE	FALSE
Atp8b3	chr10	FALSE	FALSE
Impdh1	chr6	TRUE	FALSE
Zer1	chr2	FALSE	FALSE
Epn3	chr11	TRUE	FALSE
Galnt14	chr17	FALSE	TRUE
Pgap1	chr1	TRUE	TRUE
4930470P17Rik	chr2	FALSE	FALSE
Urm1	chr2	FALSE	FALSE
Emc3	chr6	FALSE	FALSE
Kctd4	chr14	FALSE	FALSE
Dffa	chr4	FALSE	FALSE
Oacyl	chr18	TRUE	TRUE
Itpa	chr2	FALSE	FALSE
Acvr1	chr2	TRUE	TRUE
Tnfaip8l2	chr3	FALSE	FALSE
Plekhg5	chr4	FALSE	FALSE
Ak9	chr10	FALSE	TRUE
Pak1ip1	chr13	TRUE	TRUE
Apip	chr2	TRUE	FALSE
E130114P18Rik	chr4	TRUE	TRUE
Cdk17	chr10	TRUE	TRUE
D6Wsu163e	chr6	FALSE	FALSE
Phf20l1	chr15	FALSE	TRUE
Abcb9	chr5	FALSE	FALSE
Sis	chr3	FALSE	TRUE
1700006A11Rik	chr3	FALSE	FALSE
Nppa	chr4	FALSE	FALSE
Drc7	chr8	TRUE	TRUE
Zdhhc3	chr9	FALSE	FALSE
Chst10	chr1	FALSE	FALSE
Ubn2	chr6	FALSE	TRUE
Rab7	chr6	FALSE	FALSE
Cpsf6	chr10	TRUE	FALSE
Mrs2	chr13	TRUE	FALSE
Gpd1l	chr9	TRUE	FALSE
Slc51b	chr9	FALSE	FALSE
Acsl3	chr1	TRUE	FALSE
Usp33	chr3	FALSE	TRUE
Crip1	chr12	TRUE	FALSE
Tent4a	chr13	TRUE	FALSE
Med14	chrX	FALSE	TRUE
Ttbk1	chr17	FALSE	FALSE
Kif27	chr13	TRUE	FALSE
Abcb5	chr12	FALSE	TRUE
Bend6	chr1	FALSE	FALSE
Wfdc5	chr2	FALSE	FALSE
Ephx1	chr1	FALSE	FALSE
D930020B18Rik	chr10	TRUE	TRUE
Tnfsfm13	chr11	TRUE	TRUE
Far1	chr7	FALSE	FALSE
Mpi	chr9	FALSE	FALSE
Gpat3	chr5	FALSE	FALSE
Cab39	chr1	FALSE	TRUE
Zfp275	chrX	TRUE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Il17rb	chr14	FALSE	FALSE
Prrt4	chr6	TRUE	FALSE
Tep1	chr14	TRUE	FALSE
Polk	chr13	TRUE	TRUE
Yipf1	chr4	FALSE	FALSE
Pla2g3	chr11	TRUE	FALSE
Ankdd1b	chr13	TRUE	FALSE
Mstn	chr1	TRUE	TRUE
9430038I01Rik	chr7	FALSE	FALSE
Tmod2	chr9	FALSE	FALSE
Prex2	chr1	TRUE	TRUE
Btg1c	chrX	FALSE	FALSE
Gm5901	chr7	FALSE	FALSE
Serpine2	chr1	FALSE	TRUE
Prkaca	chr8	FALSE	FALSE
Tjp2	chr19	TRUE	FALSE
Clcnkb	chr4	FALSE	FALSE
Gbp7	chr3	TRUE	FALSE
Plxnc1	chr10	TRUE	TRUE
Commd3	chr2	TRUE	TRUE
Ncoa7	chr10	TRUE	TRUE
Cplane1	chr15	FALSE	TRUE
Bcar1	chr8	TRUE	FALSE
Tbx22	chrX	FALSE	FALSE
Gclc	chr9	FALSE	FALSE
Tmem9b	chr7	FALSE	FALSE
Acad9	chr3	FALSE	FALSE
Svopl	chr6	FALSE	FALSE
Cdk5rap1	chr2	FALSE	FALSE
A830018L16Rik	chr1	FALSE	TRUE
F13b	chr1	FALSE	FALSE
Itgae	chr11	FALSE	FALSE
Ihh	chr1	FALSE	FALSE
Slc20a2	chr8	TRUE	TRUE
Myh7b	chr2	FALSE	FALSE
Ntsr1	chr2	FALSE	FALSE
Syt15	chr14	TRUE	FALSE
Ccdc77	chr6	TRUE	TRUE
Fcrl1	chr3	FALSE	FALSE
Sox8	chr17	FALSE	FALSE
Resp18	chr1	FALSE	FALSE
Zmym6	chr4	FALSE	FALSE
Apoh	chr11	FALSE	TRUE
Fbxl5	chr5	TRUE	TRUE
Trpm6	chr19	FALSE	TRUE
Gdnf	chr15	TRUE	TRUE
Gbp2	chr3	FALSE	FALSE
Tgfbr2	chr9	FALSE	FALSE
Tirap	chr9	TRUE	FALSE
Ctss	chr3	FALSE	FALSE
Adgrf4	chr17	FALSE	FALSE
Slc22a16	chr10	FALSE	FALSE
Ntng2	chr2	TRUE	FALSE
L1cam	chrX	TRUE	FALSE
Ghrhr	chr6	FALSE	FALSE
Sdc2	chr15	TRUE	TRUE
Zdhhc2	chr8	TRUE	TRUE
Htr6	chr4	FALSE	FALSE
Rac1	chr5	FALSE	FALSE
Coq10b	chr1	TRUE	FALSE
Nup205	chr6	FALSE	TRUE
Trpm2	chr10	FALSE	FALSE
Tmem14a	chr1	TRUE	FALSE
Syk	chr13	FALSE	FALSE
Tns2	chr15	TRUE	FALSE
Fignl2	chr15	FALSE	FALSE
Shroom2	chrX	FALSE	TRUE
Ctnnal1	chr4	FALSE	FALSE
St8sia4	chr1	TRUE	TRUE
Ptpro	chr6	TRUE	TRUE
Kynu	chr2	FALSE	TRUE
Cyp2j13	chr4	TRUE	FALSE
Ldlrad2	chr4	FALSE	FALSE
Gdf9	chr11	TRUE	FALSE
Sfxn4	chr19	TRUE	FALSE
D17H6S53E	chr17	FALSE	TRUE
Hspb7	chr4	FALSE	FALSE
Ints13	chr6	TRUE	FALSE
Senp5	chr16	FALSE	TRUE
Dnajb14	chr3	FALSE	FALSE
Golph3	chr15	FALSE	FALSE
Comt	chr16	FALSE	FALSE
Lrp2	chr2	FALSE	TRUE
Plekhm2	chr4	FALSE	FALSE
Iqub	chr6	TRUE	FALSE
Sil1	chr18	TRUE	TRUE
Mtcl1	chr17	FALSE	TRUE
E030030I06Rik	chr10	FALSE	FALSE
Gpr107	chr2	FALSE	FALSE
Ciao2b	chr8	TRUE	FALSE
Mcur1	chr13	TRUE	TRUE
Crocc	chr4	FALSE	FALSE
A930009A15Rik	chr10	TRUE	TRUE
Efnb2	chr8	TRUE	FALSE
Cd48	chr1	FALSE	FALSE
Tmem116	chr5	FALSE	TRUE
Grn	chr11	FALSE	FALSE
Lrp8	chr4	TRUE	FALSE
1700010I14Rik	chr17	FALSE	FALSE
Pde1c	chr6	TRUE	TRUE
Fam187b	chr7	FALSE	FALSE
Cct8	chr16	TRUE	FALSE
Itgad	chr7	FALSE	FALSE
Cd86	chr16	FALSE	TRUE
Fbp1	chr13	FALSE	FALSE
Gsc2	chr16	TRUE	FALSE
Arhgef7	chr8	TRUE	TRUE
Pirt	chr11	FALSE	FALSE
Ccdc50	chr16	TRUE	TRUE
Lama3	chr18	TRUE	TRUE
Ppp4r2	chr6	FALSE	FALSE
Cnot1	chr8	FALSE	TRUE
Atg2b	chr12	FALSE	TRUE
Scyl3	chr1	FALSE	TRUE
Ppp2r2c	chr5	FALSE	FALSE
Fcmr	chr1	TRUE	FALSE
Zfp322a	chr13	TRUE	FALSE
Kcng4	chr8	FALSE	FALSE
Gpbp1	chr13	TRUE	TRUE
Opa1	chr16	FALSE	FALSE
Uqcc2	chr17	FALSE	FALSE
Wnt7a	chr6	FALSE	FALSE
Tada2a	chr11	FALSE	TRUE
Trpm5	chr7	FALSE	FALSE
Ankrd13a	chr5	FALSE	FALSE
Nkrf	chrX	TRUE	FALSE
Htatip2	chr7	TRUE	TRUE
Mark3	chr12	FALSE	TRUE
Rab2b	chr14	TRUE	FALSE
Lrch2	chrX	TRUE	TRUE
4931429L15Rik	chr9	TRUE	FALSE
Slc10a1	chr12	FALSE	FALSE
Nek9	chr12	FALSE	FALSE
Prtg	chr9	FALSE	TRUE
Lhx2	chr2	FALSE	FALSE
Ddb2	chr2	FALSE	FALSE
Gm5622	chr14	FALSE	TRUE
Fgfr2	chr7	TRUE	TRUE
Cmtm4	chr8	TRUE	FALSE
Gabpb2	chr3	FALSE	FALSE
Dbh	chr2	FALSE	FALSE
Tbx21	chr11	FALSE	FALSE
Ifitm10	chr7	FALSE	FALSE
Frem1	chr4	TRUE	TRUE
Gas2l1	chr11	TRUE	FALSE
Topaz1	chr9	FALSE	TRUE
Cd36	chr5	FALSE	TRUE
Prr36	chr8	TRUE	FALSE
Hadha	chr5	FALSE	FALSE
St6galnac2	chr11	FALSE	FALSE
Aen	chr7	TRUE	FALSE
Plin2	chr4	TRUE	TRUE
Faap20	chr4	FALSE	FALSE
Anxa6	chr11	FALSE	FALSE
Vsx2	chr12	FALSE	FALSE
Mab21l2	chr3	TRUE	FALSE
Cdsn	chr17	FALSE	FALSE
Atg9b	chr5	TRUE	FALSE
Sec24b	chr3	FALSE	TRUE
Rabggta	chr14	TRUE	FALSE
1700020N01Rik	chr10	TRUE	FALSE
Ttf1	chr2	FALSE	FALSE
Sowahc	chr10	TRUE	TRUE
Asphd2	chr5	FALSE	FALSE
Nxpe3	chr16	TRUE	FALSE
Gls	chr1	TRUE	FALSE
Tspan15	chr10	TRUE	FALSE
Prdm8	chr5	TRUE	FALSE
Slc26a3	chr12	FALSE	TRUE
Gcc2	chr10	FALSE	FALSE
4933427D14Rik	chr11	FALSE	TRUE
Slc17a8	chr10	FALSE	TRUE
Irf7	chr7	TRUE	FALSE
Fanci	chr7	FALSE	TRUE
Tfr2	chr5	TRUE	FALSE
Rhd	chr4	FALSE	FALSE
Xrra1	chr7	FALSE	FALSE
Panx1	chr9	TRUE	FALSE
Irs1	chr1	TRUE	FALSE
Eif4enif1	chr11	FALSE	TRUE
Snx13	chr12	TRUE	TRUE
Mtus1	chr8	TRUE	TRUE
Sv2b	chr7	TRUE	TRUE
Ski	chr4	FALSE	TRUE
Oxa1l	chr14	FALSE	FALSE
Abi3bp	chr16	FALSE	TRUE
Clcn5	chrX	FALSE	TRUE
Dennd6b	chr15	FALSE	FALSE
Edc3	chr9	FALSE	TRUE
Il19	chr1	TRUE	FALSE
Zar1l	chr5	FALSE	FALSE
Cela3b	chr4	FALSE	FALSE
Bcl9	chr3	TRUE	FALSE
Camkk2	chr5	FALSE	TRUE
Rbms2	chr10	TRUE	FALSE
Tmem63c	chr12	TRUE	TRUE
Trip10	chr17	TRUE	FALSE
Taf1c	chr8	TRUE	FALSE
Grid2	chr6	TRUE	TRUE
Edaradd	chr13	FALSE	FALSE
Stk39	chr2	TRUE	TRUE
Mrps6	chr16	TRUE	FALSE
Cd200r4	chr16	FALSE	TRUE
Pcid2	chr8	FALSE	FALSE
Abca9	chr11	TRUE	FALSE
Orc1	chr4	FALSE	TRUE
Gem	chr4	TRUE	FALSE
Defa29	chr8	FALSE	FALSE
Majin	chr19	FALSE	TRUE
Tarbp1	chr8	FALSE	TRUE
Fam216b	chr14	TRUE	FALSE
Hacd4	chr4	TRUE	FALSE
Cabp4	chr19	TRUE	FALSE
Mrpl13	chr15	FALSE	FALSE
Aldh3b3	chr19	FALSE	FALSE
Itgax	chr7	FALSE	FALSE
Ccdc141	chr2	TRUE	FALSE
Tec	chr5	TRUE	FALSE
Cdhr2	chr13	FALSE	FALSE
Ppara	chr15	FALSE	TRUE
Cep250	chr2	TRUE	TRUE
Grtp1	chr8	FALSE	FALSE
Tdh	chr14	FALSE	FALSE
Pggt1b	chr18	FALSE	TRUE
Serpinb6a	chr13	TRUE	TRUE
Neto2	chr8	TRUE	TRUE
Mroh1	chr15	FALSE	TRUE
Ifngr1	chr10	TRUE	FALSE
Arid1a	chr4	FALSE	TRUE
Rasgef1a	chr6	TRUE	TRUE
Lrrc32	chr7	TRUE	FALSE
Cish	chr9	TRUE	FALSE
Fancm	chr12	TRUE	TRUE
Ostn	chr16	FALSE	FALSE
Zswim9	chr7	FALSE	FALSE
Rpp40	chr13	TRUE	FALSE
Trarg1	chr11	FALSE	FALSE
Lamtor3	chr3	TRUE	FALSE
Alms1	chr6	FALSE	TRUE
Tgm7	chr2	FALSE	FALSE
Cst7	chr2	FALSE	FALSE
Zfp324	chr7	TRUE	TRUE
Aar2	chr2	FALSE	FALSE
Naa15	chr3	FALSE	FALSE
Cutal	chr2	TRUE	FALSE
Tmem190	chr7	TRUE	TRUE
2010109A12Rik	chr5	TRUE	TRUE
Npc1l1	chr11	FALSE	FALSE
Klf15	chr6	FALSE	FALSE
Cep162	chr9	TRUE	FALSE
Pbld2	chr10	TRUE	FALSE
Mroh4	chr15	FALSE	FALSE
Pak6	chr2	TRUE	FALSE
Tmem185a	chrX	TRUE	FALSE
Copz1	chr15	TRUE	FALSE
Igfbp2	chr1	FALSE	FALSE
Sntg2	chr12	TRUE	TRUE
Cep104	chr4	FALSE	FALSE
Capn11	chr17	TRUE	FALSE
Cutc	chr19	TRUE	FALSE
Fhdc1	chr3	FALSE	TRUE
Pard6g	chr18	TRUE	FALSE
Igfbpl1	chr4	FALSE	FALSE
Slco4c1	chr1	FALSE	FALSE
Tpcn2	chr7	TRUE	FALSE
Gcfc2	chr6	FALSE	TRUE
Wdr6	chr9	TRUE	FALSE
Chmp7	chr14	FALSE	FALSE
Ildr1	chr16	FALSE	FALSE
Dcaf12	chr4	TRUE	FALSE
Chp1	chr2	FALSE	FALSE
Txk	chr5	FALSE	FALSE
Rslcan18	chr13	TRUE	FALSE
Myo1c	chr11	TRUE	FALSE
Sin3b	chr8	FALSE	FALSE
Ctf1	chr7	TRUE	TRUE
Sntb2	chr8	TRUE	FALSE
Slc36a4	chr9	FALSE	FALSE
Fezf2	chr14	TRUE	FALSE
Vmn1r68	chr7	TRUE	FALSE
Inava	chr1	TRUE	FALSE
Sgo1	chr17	TRUE	TRUE
Hmgb2	chr8	TRUE	TRUE
Ddit3	chr10	TRUE	FALSE
Eme2	chr17	FALSE	FALSE
Rasgrp1	chr2	TRUE	TRUE
Ltv1	chr10	TRUE	FALSE
Tasor2	chr13	FALSE	TRUE
Clip2	chr5	FALSE	FALSE
Cnksr1	chr4	TRUE	FALSE
Noct	chr3	TRUE	FALSE
Klhl14	chr18	FALSE	TRUE
Nmbr	chr10	FALSE	TRUE
Pappa	chr4	TRUE	TRUE
Spaca3	chr11	FALSE	FALSE
Galc	chr12	FALSE	FALSE
Fam221a	chr6	TRUE	FALSE
Ppic	chr18	FALSE	FALSE
Creb1	chr1	FALSE	FALSE
Rassf4	chr6	TRUE	FALSE
Gstm4	chr3	TRUE	FALSE
Gfral	chr9	FALSE	FALSE
Wdhd1	chr14	TRUE	TRUE
Ss18	chr18	TRUE	TRUE
Plek	chr11	TRUE	FALSE
Slc1a5	chr7	FALSE	FALSE
Cngb3	chr4	FALSE	TRUE
Actr2	chr11	TRUE	TRUE
Htr1d	chr4	FALSE	FALSE
Pcare	chr17	TRUE	FALSE
Usp31	chr7	FALSE	FALSE
Rskr	chr11	FALSE	FALSE
Adamts3	chr5	FALSE	TRUE
Fbxo42	chr4	FALSE	FALSE
Vwde	chr6	FALSE	TRUE
Zyg11b	chr4	FALSE	TRUE
Cfap46	chr7	FALSE	FALSE
Cntn5	chr9	TRUE	TRUE
H2-Q10	chr17	FALSE	FALSE
Usp22	chr11	FALSE	FALSE
Asah2	chr19	TRUE	TRUE
Fbxo24	chr5	TRUE	FALSE
Snx6	chr12	FALSE	FALSE
Ggnbp1	chr17	TRUE	FALSE
Apobec3	chr15	FALSE	FALSE
Gk	chrX	FALSE	TRUE
Lmbr1l	chr15	FALSE	FALSE
Anapc15	chr7	TRUE	FALSE
Tmed10	chr12	TRUE	FALSE
Cyp3a13	chr5	FALSE	FALSE
Plppr4	chr3	TRUE	TRUE
Tmem120b	chr5	FALSE	FALSE
Ccdc28a	chr10	TRUE	TRUE
Pclaf	chr9	TRUE	FALSE
Zfp35	chr18	TRUE	TRUE
Sppl3	chr5	FALSE	TRUE
Ednra	chr8	FALSE	TRUE
4930563M21Rik	chr9	FALSE	TRUE
Plekha5	chr6	TRUE	TRUE
Vwa2	chr19	TRUE	FALSE
Prr27	chr5	FALSE	TRUE
Car3	chr3	TRUE	TRUE
Prdm15	chr16	FALSE	FALSE
Agbl2	chr2	TRUE	TRUE
Rilpl1	chr5	FALSE	FALSE
Zfp941	chr7	FALSE	FALSE
Agt	chr8	TRUE	FALSE
Ndufaf2	chr13	TRUE	FALSE
Mmp15	chr8	TRUE	FALSE
Tmem165	chr5	TRUE	FALSE
Mapk13	chr17	FALSE	FALSE
Prkch	chr12	TRUE	TRUE
Crnkl1	chr2	TRUE	FALSE
Trim45	chr3	TRUE	FALSE
Zfp647	chr15	TRUE	FALSE
Ces1e	chr8	FALSE	FALSE
Ppip5k2	chr1	TRUE	TRUE
Pom121l2	chr13	FALSE	FALSE
Lrrn4	chr2	TRUE	FALSE
Rpe65	chr3	FALSE	FALSE
Phox2a	chr7	FALSE	FALSE
Exoc3l4	chr12	FALSE	FALSE
Exd2	chr12	FALSE	TRUE
Rnf125	chr18	TRUE	FALSE
Fam167a	chr14	TRUE	FALSE
Uchl3	chr14	TRUE	TRUE
Rpl17	chr18	TRUE	FALSE
Slc25a24	chr3	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Far2	chr6	FALSE	TRUE
Nxf2	chrX	TRUE	FALSE
Tsc22d2	chr3	TRUE	TRUE
Abcg8	chr17	FALSE	FALSE
Tshr	chr12	FALSE	TRUE
Tnfrsf11a	chr1	TRUE	TRUE
Sfi1	chr11	FALSE	TRUE
Cops6	chr5	TRUE	FALSE
Gpx2	chr12	TRUE	FALSE
Adamts9	chr6	FALSE	TRUE
Zc2hc1b	chr10	FALSE	FALSE
Tmem243	chr5	TRUE	FALSE
Dpy19l1	chr9	TRUE	TRUE
Mgst2	chr3	TRUE	FALSE
Isoc2b	chr7	TRUE	FALSE
Pcp4l1	chr1	TRUE	FALSE
Anxa8	chr14	TRUE	FALSE
Bbs4	chr9	FALSE	TRUE
Lrrc15	chr16	FALSE	FALSE
Srsf9	chr5	FALSE	FALSE
Mtdh	chr15	TRUE	FALSE
Dnajc1	chr2	TRUE	TRUE
Zfp3	chr11	TRUE	FALSE
Plppr1	chr4	TRUE	TRUE
Chka	chr19	FALSE	FALSE
Gabpb1	chr2	FALSE	FALSE
Smpdl3a	chr10	TRUE	FALSE
Rflna	chr5	FALSE	FALSE
Micall2	chr5	FALSE	FALSE
Mtarc1	chr1	FALSE	FALSE
Impa1	chr3	TRUE	FALSE
Arpc4	chr6	FALSE	FALSE
Bmp5	chr9	TRUE	TRUE
Ncapd2	chr6	FALSE	FALSE
Cdk6	chr5	TRUE	TRUE
Pcdhga12	chr18	TRUE	FALSE
Csgalnact1	chr8	FALSE	TRUE
Wdr47	chr3	TRUE	TRUE
Pou5f1	chr17	FALSE	FALSE
Pde6a	chr18	TRUE	FALSE
Mthfs	chr9	TRUE	TRUE
Zfp410	chr12	FALSE	FALSE
Chaf1b	chr16	FALSE	FALSE
Trpa1	chr1	FALSE	TRUE
Pcdh19	chrX	FALSE	TRUE
Naip1	chr13	FALSE	FALSE
Ces2e	chr8	FALSE	FALSE
Kcnt1	chr2	FALSE	FALSE
Sox13	chr1	FALSE	FALSE
Fbxo45	chr16	TRUE	FALSE
Whrn	chr4	TRUE	FALSE
Myo19	chr11	FALSE	FALSE
Myl4	chr11	TRUE	FALSE
Hsf1	chr15	FALSE	FALSE
Frem3	chr8	FALSE	TRUE
Eomes	chr9	TRUE	TRUE
Champ1	chr8	TRUE	FALSE
1810024B03Rik	chr2	TRUE	FALSE
Pabpc4	chr4	FALSE	FALSE
Emp1	chr6	FALSE	FALSE
Tmem242	chr17	FALSE	FALSE
Sypl2	chr3	TRUE	FALSE
Msh5	chr17	FALSE	FALSE
AI661453	chr17	FALSE	FALSE
Os9	chr10	FALSE	FALSE
Smg1	chr7	FALSE	TRUE
Tvp23b	chr11	FALSE	TRUE
Plce1	chr19	FALSE	TRUE
Abhd6	chr14	TRUE	FALSE
Rmnd5a	chr6	TRUE	FALSE
Fbxo6	chr4	FALSE	FALSE
Zfyve21	chr12	FALSE	FALSE
Prkg2	chr5	FALSE	TRUE
Ranbp10	chr8	FALSE	FALSE
Slc1a2	chr2	TRUE	TRUE
Fbxo2	chr4	TRUE	FALSE
Slc8a1	chr17	TRUE	TRUE
Tgm2	chr2	TRUE	FALSE
Irak1	chrX	FALSE	FALSE
Gpr153	chr4	TRUE	FALSE
Dnajc27	chr12	FALSE	FALSE
Gdap2	chr3	FALSE	FALSE
Rap1b	chr10	FALSE	FALSE
Kcnj4	chr15	FALSE	FALSE
Mknk1	chr4	FALSE	FALSE
Zwilch	chr9	TRUE	FALSE
Pdcd2l	chr7	FALSE	FALSE
Sp4	chr12	TRUE	TRUE
Ncaph	chr2	FALSE	FALSE
Atf1	chr15	FALSE	FALSE
Tet1	chr10	TRUE	FALSE
Fkbp9	chr6	FALSE	TRUE
Arid3a	chr10	FALSE	FALSE
Lvrn	chr18	FALSE	TRUE
Syt9	chr7	TRUE	TRUE
Reep4	chr14	TRUE	TRUE
Abcb11	chr2	TRUE	TRUE
Slc14a1	chr18	TRUE	FALSE
Plekhg2	chr7	FALSE	FALSE
Ccr7	chr11	FALSE	FALSE
Alox12	chr11	FALSE	FALSE
Chrna7	chr7	TRUE	FALSE
Gm4792	chr10	TRUE	TRUE
Mepe	chr5	FALSE	FALSE
Macroh2a2	chr10	FALSE	FALSE
Eif4g2	chr7	FALSE	TRUE
Msmp	chr4	TRUE	FALSE
BC051019	chr7	FALSE	FALSE
Cngb1	chr8	FALSE	FALSE
Gapvd1	chr2	FALSE	FALSE
Gkn1	chr6	FALSE	FALSE
H3f3a	chr1	TRUE	FALSE
Hexa	chr9	FALSE	FALSE
Frrs1l	chr4	FALSE	FALSE
Efcab14	chr4	FALSE	TRUE
Atxn3	chr12	FALSE	FALSE
Fam234b	chr6	FALSE	TRUE
Crat	chr2	FALSE	FALSE
Asb18	chr1	FALSE	TRUE
Armc7	chr11	TRUE	TRUE
Rsbn1l	chr5	TRUE	FALSE
Colec12	chr18	FALSE	TRUE
Srarp	chr4	FALSE	FALSE
Mtmr12	chr15	TRUE	TRUE
Cdkl2	chr5	TRUE	FALSE
Ahdc1	chr4	FALSE	FALSE
Nudt18	chr14	TRUE	FALSE
Trappc12	chr12	FALSE	FALSE
Tagln3	chr16	TRUE	FALSE
Synj1	chr16	FALSE	TRUE
Fndc1	chr17	FALSE	TRUE
Gprasp1	chrX	FALSE	FALSE
Plxnb3	chrX	TRUE	FALSE
Il1rap	chr16	TRUE	TRUE
Pcnp	chr16	FALSE	TRUE
Glrx3	chr7	FALSE	FALSE
Cd40	chr2	TRUE	TRUE
Mtmr4	chr11	FALSE	FALSE
Ddx17	chr15	FALSE	FALSE
Klb	chr5	FALSE	FALSE
Slc25a20	chr9	FALSE	FALSE
Cipc	chr12	TRUE	TRUE
Cyp4f39	chr17	FALSE	FALSE
Ddost	chr4	FALSE	FALSE
Lsmem1	chr12	FALSE	FALSE
