gene_name	chr	K119ub_up	MeCP2_up
Phgdh	chr3	FALSE	FALSE
Grem1	chr2	FALSE	TRUE
Yif1b	chr7	FALSE	FALSE
Nus1	chr10	TRUE	FALSE
Gpr27	chr6	TRUE	FALSE
Lrrc41	chr4	FALSE	FALSE
Hpf1	chr8	TRUE	TRUE
Ppp1r3f	chrX	FALSE	FALSE
Ccdc126	chr6	TRUE	FALSE
Hspa12b	chr2	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Ccdc28b	chr4	TRUE	TRUE
Gar1	chr3	TRUE	TRUE
Ro60	chr1	TRUE	FALSE
Fbn2	chr18	FALSE	FALSE
Mecr	chr4	FALSE	FALSE
Nhlh2	chr3	TRUE	TRUE
Ctnnb1	chr9	FALSE	TRUE
Ankrd7	chr6	TRUE	TRUE
Gpsm1	chr2	FALSE	FALSE
Ghdc	chr11	TRUE	FALSE
Traf3ip2	chr10	TRUE	TRUE
Pdik1l	chr4	FALSE	FALSE
Xrcc2	chr5	TRUE	FALSE
Inpp5j	chr11	TRUE	FALSE
Prlhr	chr19	TRUE	FALSE
Aga	chr8	TRUE	TRUE
Naa35	chr13	FALSE	TRUE
Lancl1	chr1	FALSE	FALSE
Smad9	chr3	TRUE	FALSE
Elp5	chr11	FALSE	FALSE
Pla2g4d	chr2	TRUE	TRUE
Spdef	chr17	TRUE	TRUE
Cdkn2d	chr9	TRUE	FALSE
Nrip2	chr6	FALSE	FALSE
Dcaf11	chr14	TRUE	FALSE
Iffo1	chr6	FALSE	FALSE
Tcf15	chr2	FALSE	FALSE
Wdr1	chr5	TRUE	FALSE
Map3k10	chr7	FALSE	TRUE
Klhl24	chr16	FALSE	FALSE
Cyp51	chr5	TRUE	FALSE
Slc7a4	chr16	TRUE	FALSE
Gpr137	chr19	TRUE	FALSE
Nr2f6	chr8	TRUE	FALSE
Tnfsf13b	chr8	TRUE	TRUE
Prrg4	chr2	TRUE	FALSE
Paqr3	chr5	FALSE	FALSE
Tnfrsf1a	chr6	FALSE	TRUE
Des	chr1	TRUE	TRUE
Rflnb	chr11	TRUE	FALSE
Myl12b	chr17	TRUE	FALSE
Tsga10	chr1	TRUE	FALSE
Ptpa	chr2	FALSE	FALSE
Dcaf10	chr4	FALSE	FALSE
Pdp1	chr4	TRUE	TRUE
Gc	chr5	FALSE	TRUE
Inhbb	chr1	FALSE	FALSE
Fads2	chr19	FALSE	FALSE
Wnt8a	chr18	TRUE	TRUE
Doc2a	chr7	FALSE	FALSE
Hsp90ab1	chr17	FALSE	FALSE
Cyp46a1	chr12	TRUE	FALSE
Map9	chr3	TRUE	FALSE
Cpne4	chr9	FALSE	TRUE
Selenoi	chr5	TRUE	FALSE
Strip1	chr3	FALSE	FALSE
Rundc1	chr11	TRUE	FALSE
Ttc24	chr3	TRUE	FALSE
Sema3d	chr5	TRUE	TRUE
Rin1	chr19	TRUE	FALSE
Wap	chr11	FALSE	FALSE
Sh3glb2	chr2	FALSE	FALSE
Cyp8b1	chr9	FALSE	FALSE
Aqp2	chr15	TRUE	FALSE
Ccne2	chr4	TRUE	FALSE
Rb1cc1	chr1	FALSE	FALSE
Imp4	chr1	TRUE	FALSE
Zfp708	chr13	TRUE	FALSE
Large2	chr2	TRUE	TRUE
Slc26a11	chr11	FALSE	FALSE
Sp1	chr15	FALSE	FALSE
Bpifb4	chr2	TRUE	FALSE
Baz2a	chr10	FALSE	FALSE
Orai3	chr7	TRUE	FALSE
Rhobtb2	chr14	TRUE	FALSE
Mtpn	chr6	TRUE	TRUE
Trpc6	chr9	TRUE	TRUE
Rasd2	chr8	TRUE	FALSE
Cct5	chr15	TRUE	FALSE
Ciapin1	chr8	FALSE	FALSE
Rgs19	chr2	TRUE	FALSE
Uck2	chr1	TRUE	FALSE
Tbx18	chr9	FALSE	FALSE
Arl8a	chr1	TRUE	FALSE
Pcdh1	chr18	FALSE	FALSE
Wnt5b	chr6	TRUE	TRUE
Gna12	chr5	TRUE	FALSE
Drd1	chr13	TRUE	TRUE
Dnd1	chr18	TRUE	FALSE
Ccdc12	chr9	FALSE	FALSE
Entpd6	chr2	TRUE	FALSE
Kdm4a	chr4	TRUE	FALSE
T	chr17	FALSE	FALSE
Endou	chr15	FALSE	FALSE
Irak4	chr15	TRUE	FALSE
Rab35	chr5	FALSE	FALSE
Fbxo28	chr1	FALSE	TRUE
Klhdc8a	chr1	TRUE	TRUE
Abca2	chr2	FALSE	FALSE
Cog1	chr11	TRUE	FALSE
Esrrg	chr1	TRUE	TRUE
Tubb6	chr18	FALSE	FALSE
Hspa5	chr2	FALSE	FALSE
Gpat4	chr8	TRUE	FALSE
Ptprr	chr10	TRUE	FALSE
Cspg4	chr9	TRUE	TRUE
Cep44	chr8	TRUE	FALSE
Il27	chr7	FALSE	TRUE
Atp2c1	chr9	TRUE	FALSE
Polr2b	chr5	FALSE	FALSE
Ngb	chr12	FALSE	FALSE
Luc7l2	chr6	FALSE	FALSE
5530400C23Rik	chr6	TRUE	TRUE
Caprin1	chr2	FALSE	FALSE
Slc6a4	chr11	FALSE	FALSE
Zmat3	chr3	TRUE	TRUE
Kifc1	chr17	TRUE	FALSE
Fzd8	chr18	TRUE	TRUE
Cep85	chr4	FALSE	FALSE
Hadhb	chr5	FALSE	FALSE
Rxrg	chr1	FALSE	FALSE
Rab5a	chr17	FALSE	FALSE
Usp53	chr3	TRUE	FALSE
Ugp2	chr11	TRUE	FALSE
Lrrc18	chr14	TRUE	TRUE
Lacc1	chr14	TRUE	TRUE
Siah1b	chrX	TRUE	FALSE
Entpd1	chr19	TRUE	FALSE
Slc35e4	chr11	TRUE	FALSE
Maml2	chr9	TRUE	FALSE
Ak6	chr13	TRUE	FALSE
U2surp	chr9	FALSE	TRUE
Fhod3	chr18	TRUE	FALSE
Lypd11	chr7	FALSE	FALSE
Tmem47	chrX	TRUE	TRUE
Ptdss2	chr7	TRUE	FALSE
Dcaf15	chr8	FALSE	FALSE
Flvcr2	chr12	FALSE	FALSE
Tmprss11c	chr5	FALSE	TRUE
Gng8	chr7	TRUE	FALSE
Zbtb3	chr19	TRUE	FALSE
Fat1	chr8	TRUE	FALSE
Ube2d1	chr10	TRUE	TRUE
Tmem126b	chr7	TRUE	FALSE
Cpne7	chr8	FALSE	FALSE
Dock1	chr7	TRUE	TRUE
Crybb2	chr5	TRUE	FALSE
Ficd	chr5	FALSE	FALSE
Speer3	chr5	TRUE	TRUE
Cyp4f16	chr17	FALSE	FALSE
Ptdss1	chr13	FALSE	FALSE
Tram1l1	chr3	TRUE	TRUE
Zranb3	chr1	TRUE	TRUE
Pstpip2	chr18	TRUE	FALSE
Eif4ebp1	chr8	FALSE	TRUE
Alox8	chr11	FALSE	FALSE
Klhl35	chr7	TRUE	TRUE
P2rx5	chr11	FALSE	FALSE
Hnrnpul1	chr7	FALSE	TRUE
Fbxl19	chr7	FALSE	FALSE
Prss40	chr1	TRUE	FALSE
Fam131c	chr4	FALSE	TRUE
Add3	chr19	TRUE	FALSE
Serpinf1	chr11	FALSE	FALSE
Pianp	chr6	FALSE	FALSE
Cmtr2	chr8	TRUE	FALSE
Prss52	chr14	TRUE	FALSE
Ocrl	chrX	FALSE	TRUE
Kif3c	chr12	TRUE	TRUE
Dok2	chr14	FALSE	TRUE
Adnp2	chr18	TRUE	FALSE
Nampt	chr12	TRUE	FALSE
Rfx5	chr3	FALSE	FALSE
Krt87	chr15	TRUE	FALSE
Mael	chr1	FALSE	FALSE
Lrrc74a	chr12	TRUE	FALSE
Tril	chr6	FALSE	FALSE
Tmem40	chr6	FALSE	TRUE
Egr1	chr18	TRUE	FALSE
Gpr161	chr1	FALSE	FALSE
Col1a2	chr6	FALSE	FALSE
P2rx7	chr5	TRUE	TRUE
Adprhl1	chr8	FALSE	FALSE
Gtf2e2	chr8	TRUE	FALSE
Klhl42	chr6	FALSE	FALSE
Ppp2r3d	chr9	TRUE	FALSE
Tnfrsf10b	chr14	TRUE	FALSE
Actrt2	chr4	FALSE	FALSE
Sec22c	chr9	TRUE	FALSE
1700017B05Rik	chr9	TRUE	TRUE
Siglecg	chr7	FALSE	FALSE
Gjb1	chrX	TRUE	FALSE
Immt	chr6	FALSE	FALSE
Map3k14	chr11	TRUE	FALSE
Natd1	chr11	FALSE	TRUE
Diablo	chr5	FALSE	FALSE
Cers5	chr15	TRUE	FALSE
Gask1a	chr9	TRUE	FALSE
Samd13	chr3	TRUE	FALSE
Bard1	chr1	FALSE	FALSE
Slc19a2	chr1	TRUE	FALSE
Clcn2	chr16	FALSE	FALSE
BC005624	chr2	TRUE	FALSE
Lipt2	chr7	TRUE	FALSE
Tfap2e	chr4	FALSE	FALSE
Ankrd54	chr15	TRUE	FALSE
Fam174a	chr1	TRUE	TRUE
Cox8c	chr12	TRUE	FALSE
Tcta	chr9	TRUE	FALSE
Adad2	chr8	FALSE	TRUE
Bdh2	chr3	FALSE	FALSE
Tnfsf15	chr4	TRUE	FALSE
Qrfp	chr2	FALSE	FALSE
Mocos	chr18	TRUE	FALSE
Pcnx3	chr19	FALSE	FALSE
Lrsam1	chr2	FALSE	FALSE
Ipo9	chr1	FALSE	FALSE
Rnasel	chr1	TRUE	FALSE
Gzmk	chr13	FALSE	FALSE
Zfp157	chr5	FALSE	FALSE
Pomgnt2	chr9	TRUE	TRUE
Cdh18	chr15	TRUE	TRUE
Galnt6	chr15	FALSE	FALSE
Rhobtb1	chr10	TRUE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Cnot11	chr1	TRUE	FALSE
Acot11	chr4	TRUE	TRUE
Phkg2	chr7	FALSE	FALSE
Mobp	chr9	TRUE	FALSE
Man1b1	chr2	FALSE	FALSE
Kcna1	chr6	FALSE	FALSE
Rbbp6	chr7	FALSE	FALSE
Mief1	chr15	TRUE	FALSE
Kdm8	chr7	TRUE	FALSE
Slc25a35	chr11	TRUE	FALSE
Arhgef25	chr10	FALSE	FALSE
Fth1	chr19	TRUE	FALSE
Cdx2	chr5	FALSE	FALSE
Bclaf1	chr10	FALSE	FALSE
Srsf3	chr17	FALSE	FALSE
Ezh2	chr6	TRUE	FALSE
Gm14137	chr2	FALSE	FALSE
Myh8	chr11	FALSE	FALSE
Trmt10a	chr3	TRUE	FALSE
Tradd	chr8	TRUE	FALSE
Pitx3	chr19	FALSE	FALSE
C2cd4c	chr10	TRUE	FALSE
Nt5dc1	chr10	TRUE	TRUE
Fat4	chr3	TRUE	FALSE
Agfg2	chr5	FALSE	FALSE
Ripor3	chr2	FALSE	FALSE
Hspa8	chr9	FALSE	FALSE
Dll4	chr2	TRUE	FALSE
Sp9	chr2	FALSE	FALSE
Tor4a	chr2	TRUE	FALSE
Kcnc1	chr7	FALSE	FALSE
Fgd2	chr17	TRUE	FALSE
Pcsk4	chr10	TRUE	FALSE
Upb1	chr10	TRUE	FALSE
Igsf9	chr1	TRUE	FALSE
Abhd11	chr5	TRUE	FALSE
Fgf23	chr6	TRUE	FALSE
Ppp1r26	chr2	FALSE	TRUE
Lamc3	chr2	FALSE	FALSE
Nudt1	chr5	TRUE	TRUE
P2rx2	chr5	FALSE	FALSE
Slc35e1	chr8	TRUE	FALSE
Rrad	chr8	TRUE	FALSE
Mfsd12	chr10	TRUE	TRUE
Klf1	chr8	TRUE	FALSE
Bloc1s4	chr5	TRUE	FALSE
Tlr4	chr4	TRUE	TRUE
C5ar2	chr7	TRUE	FALSE
Rtn4ip1	chr10	TRUE	FALSE
Kpnb1	chr11	FALSE	FALSE
Rgmb	chr17	TRUE	TRUE
Thop1	chr10	TRUE	FALSE
Sox2	chr3	TRUE	TRUE
Egln3	chr12	TRUE	FALSE
Mrpl4	chr9	FALSE	TRUE
Usp28	chr9	FALSE	FALSE
Pcmt1	chr10	TRUE	FALSE
Thrb	chr14	TRUE	TRUE
Igsf8	chr1	TRUE	TRUE
Pabpc4l	chr3	FALSE	FALSE
1110004F10Rik	chr7	TRUE	FALSE
Crybb3	chr5	TRUE	TRUE
Hnrnpll	chr17	TRUE	FALSE
Epn1	chr7	FALSE	TRUE
Nphp3	chr9	FALSE	TRUE
Ascl1	chr10	TRUE	FALSE
Lgmn	chr12	FALSE	TRUE
Atpsckmt	chr15	TRUE	FALSE
Ubald1	chr16	TRUE	FALSE
Apol6	chr15	FALSE	FALSE
Dhx38	chr8	FALSE	FALSE
Ung	chr5	TRUE	FALSE
Egfl7	chr2	FALSE	FALSE
Col2a1	chr15	FALSE	FALSE
Ostc	chr3	TRUE	FALSE
Psen2	chr1	TRUE	FALSE
Klk1b8	chr7	FALSE	TRUE
Smim38	chr7	TRUE	FALSE
Snx16	chr3	TRUE	FALSE
Mest	chr6	TRUE	FALSE
Duox1	chr2	FALSE	FALSE
Slc25a13	chr6	TRUE	FALSE
Wrap53	chr11	FALSE	FALSE
Acta1	chr8	TRUE	FALSE
Rbm38	chr2	TRUE	FALSE
Sec16a	chr2	FALSE	TRUE
Wtap	chr17	TRUE	FALSE
Gpr61	chr3	TRUE	FALSE
Mdfi	chr17	FALSE	FALSE
Rtn1	chr12	TRUE	TRUE
Mdm1	chr10	TRUE	TRUE
Nenf	chr1	TRUE	FALSE
Gm3336	chr8	TRUE	FALSE
Slc38a2	chr15	FALSE	FALSE
Cacybp	chr1	TRUE	FALSE
Myb	chr10	TRUE	TRUE
Slco5a1	chr1	TRUE	TRUE
Hras	chr7	FALSE	TRUE
Pafah2	chr4	TRUE	FALSE
Tmem239	chr2	FALSE	FALSE
Hint2	chr4	TRUE	FALSE
Agpat5	chr8	TRUE	FALSE
Bcat2	chr7	TRUE	FALSE
Diras1	chr10	FALSE	FALSE
Igfbp5	chr1	TRUE	FALSE
Erp29	chr5	FALSE	FALSE
Arhgap45	chr10	FALSE	FALSE
Lmcd1	chr6	FALSE	TRUE
Ahcyl1	chr3	FALSE	FALSE
Cldn11	chr3	TRUE	FALSE
Kdm6b	chr11	TRUE	FALSE
Zfp385a	chr15	TRUE	TRUE
Tmem114	chr16	TRUE	FALSE
Nfrkb	chr9	FALSE	TRUE
Ipo4	chr14	TRUE	FALSE
Mta2	chr19	TRUE	TRUE
Capn13	chr17	FALSE	TRUE
Osm	chr11	FALSE	FALSE
Dars2	chr1	TRUE	FALSE
Kcp	chr6	FALSE	TRUE
Pram1	chr17	FALSE	FALSE
Usp46	chr5	TRUE	TRUE
Morn1	chr4	TRUE	FALSE
Ywhaz	chr15	TRUE	FALSE
Dpp4	chr2	TRUE	FALSE
Procr	chr2	TRUE	FALSE
Cep164	chr9	FALSE	FALSE
E2f7	chr10	TRUE	FALSE
Jmy	chr13	TRUE	FALSE
Zkscan2	chr7	TRUE	TRUE
Dph3	chr14	TRUE	TRUE
Abcb8	chr5	TRUE	FALSE
Ahsa2	chr11	FALSE	TRUE
Slc38a4	chr15	FALSE	FALSE
Tnr	chr1	TRUE	TRUE
Krtap16-1	chr11	TRUE	TRUE
Cox19	chr5	TRUE	FALSE
Lmod3	chr6	FALSE	FALSE
Fhl5	chr4	TRUE	TRUE
Alkbh5	chr11	FALSE	FALSE
Prox2	chr12	TRUE	FALSE
Nptx1	chr11	FALSE	FALSE
Crk	chr11	FALSE	FALSE
Pom121	chr5	FALSE	TRUE
Rab34	chr11	FALSE	FALSE
Cd44	chr2	FALSE	TRUE
Nrde2	chr12	FALSE	TRUE
Dcun1d3	chr7	FALSE	FALSE
Nosip	chr7	FALSE	FALSE
Pprc1	chr19	TRUE	FALSE
Ctsd	chr7	TRUE	FALSE
Slc25a48	chr13	TRUE	TRUE
Pdgfrb	chr18	FALSE	FALSE
Tmem204	chr17	FALSE	FALSE
Atp6v1f	chr6	TRUE	FALSE
Camp	chr9	FALSE	FALSE
Dazap1	chr10	FALSE	FALSE
Cdhr3	chr12	TRUE	FALSE
Acbd4	chr11	TRUE	FALSE
Zfp622	chr15	TRUE	FALSE
Ddrgk1	chr2	TRUE	FALSE
Mob4	chr1	FALSE	TRUE
Prkar1b	chr5	TRUE	FALSE
Sri	chr5	TRUE	FALSE
Med22	chr2	TRUE	FALSE
1700113H08Rik	chr10	FALSE	FALSE
Usp19	chr9	FALSE	FALSE
Ank3	chr10	TRUE	FALSE
Vamp3	chr4	FALSE	FALSE
Omp	chr7	FALSE	FALSE
Snx19	chr9	FALSE	TRUE
Nkx3-2	chr5	FALSE	FALSE
Atad3a	chr4	FALSE	FALSE
Tubgcp6	chr15	FALSE	FALSE
Cys1	chr12	TRUE	FALSE
Clec11a	chr7	TRUE	FALSE
Khdrbs1	chr4	FALSE	FALSE
Odc1	chr12	TRUE	FALSE
Hsd17b13	chr5	FALSE	FALSE
Ido2	chr8	TRUE	TRUE
C1qa	chr4	FALSE	FALSE
Dhodh	chr8	TRUE	FALSE
Cntn2	chr1	FALSE	TRUE
1700025G04Rik	chr1	TRUE	TRUE
Lpar3	chr3	FALSE	FALSE
Ddx3x	chrX	FALSE	FALSE
Ucn	chr5	TRUE	TRUE
Hectd2	chr19	TRUE	TRUE
Tctn1	chr5	TRUE	FALSE
Ttc38	chr15	TRUE	FALSE
Ubap2	chr4	FALSE	FALSE
Gtdc1	chr2	TRUE	FALSE
Trim3	chr7	FALSE	FALSE
Ltbp3	chr19	FALSE	FALSE
Ephb6	chr6	TRUE	FALSE
Plekha1	chr7	FALSE	FALSE
Sgpl1	chr10	TRUE	FALSE
Slc39a3	chr10	TRUE	FALSE
Cryaa	chr17	FALSE	TRUE
Lmna	chr3	FALSE	FALSE
Rnaseh1	chr12	TRUE	TRUE
Crhr2	chr6	FALSE	FALSE
Tmprss4	chr9	FALSE	TRUE
Suco	chr1	TRUE	FALSE
Syne1	chr10	TRUE	TRUE
Gmppa	chr1	TRUE	FALSE
Fam53c	chr18	FALSE	FALSE
Psmd3	chr11	FALSE	FALSE
Nfkbia	chr12	TRUE	TRUE
Frs3	chr17	TRUE	FALSE
Vax2	chr6	FALSE	FALSE
Pheta1	chr5	TRUE	FALSE
Zfp184	chr13	TRUE	TRUE
Adck5	chr15	FALSE	FALSE
Sectm1a	chr11	FALSE	FALSE
Trim47	chr11	FALSE	FALSE
Sstr3	chr15	TRUE	TRUE
Gtpbp2	chr17	FALSE	FALSE
Gne	chr4	TRUE	FALSE
Mavs	chr2	TRUE	FALSE
Maip1	chr1	TRUE	TRUE
Snx32	chr19	FALSE	FALSE
Ces5a	chr8	TRUE	TRUE
M6pr	chr6	TRUE	FALSE
Gpr135	chr12	TRUE	TRUE
Dnajb2	chr1	TRUE	FALSE
Fh1	chr1	FALSE	FALSE
Slc6a5	chr7	TRUE	FALSE
Mturn	chr6	TRUE	FALSE
Api5	chr2	TRUE	TRUE
Mylpf	chr7	TRUE	FALSE
Tfap2d	chr1	FALSE	TRUE
Acy3	chr19	FALSE	FALSE
Pak1	chr7	TRUE	TRUE
Tasor	chr14	TRUE	TRUE
Anxa11	chr14	TRUE	FALSE
Aldh3b1	chr19	TRUE	FALSE
Haspin	chr11	TRUE	FALSE
Rimbp2	chr5	FALSE	TRUE
Rd3	chr1	TRUE	TRUE
Rnf207	chr4	FALSE	FALSE
Urod	chr4	TRUE	FALSE
Rccd1	chr7	TRUE	FALSE
Actn2	chr13	FALSE	FALSE
Stk3	chr15	TRUE	TRUE
Rad51ap1	chr6	TRUE	FALSE
Arg1	chr10	FALSE	TRUE
Gstt2	chr10	TRUE	FALSE
Bhlhb9	chrX	FALSE	TRUE
Ddr1	chr17	TRUE	TRUE
Etv1	chr12	TRUE	TRUE
Mocs1	chr17	TRUE	TRUE
Tcp11l2	chr10	FALSE	FALSE
Rps12	chr10	TRUE	FALSE
Capza3	chr6	FALSE	FALSE
Neil1	chr9	TRUE	FALSE
Car4	chr11	TRUE	FALSE
Dusp6	chr10	TRUE	TRUE
Eif4a3l1	chr6	FALSE	FALSE
Daxx	chr17	TRUE	FALSE
Ovca2	chr11	TRUE	FALSE
Kmt5c	chr7	FALSE	FALSE
Rnd1	chr15	TRUE	FALSE
Tnks1bp1	chr2	TRUE	FALSE
Acvrl1	chr15	TRUE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Sdr39u1	chr14	FALSE	FALSE
Per2	chr1	FALSE	TRUE
Ncstn	chr1	FALSE	FALSE
Hfm1	chr5	TRUE	TRUE
Hivep3	chr4	TRUE	FALSE
Nxt1	chr2	TRUE	TRUE
Ptgds	chr2	TRUE	TRUE
Nol4	chr18	TRUE	TRUE
Pnpo	chr11	TRUE	FALSE
Alg12	chr15	FALSE	FALSE
Gpr132	chr12	FALSE	FALSE
Btg4	chr9	TRUE	FALSE
Mcam	chr9	TRUE	FALSE
Vcpkmt	chr12	TRUE	FALSE
Abcd1	chrX	FALSE	FALSE
Fam149a	chr8	TRUE	TRUE
Gm45521	chr14	TRUE	FALSE
Hrct1	chr4	FALSE	TRUE
Odf2	chr2	FALSE	FALSE
Prima1	chr12	TRUE	TRUE
Csde1	chr3	FALSE	FALSE
Rab6a	chr7	FALSE	TRUE
Dnajc5b	chr3	TRUE	TRUE
Zfp575	chr7	FALSE	FALSE
Mreg	chr1	TRUE	TRUE
Pml	chr9	TRUE	FALSE
Sdc1	chr12	TRUE	FALSE
Lad1	chr1	FALSE	FALSE
Xpot	chr10	TRUE	FALSE
Lpin3	chr2	TRUE	FALSE
Tent5c	chr3	FALSE	FALSE
Nsmce3	chr7	TRUE	FALSE
Mif	chr10	TRUE	FALSE
Nans	chr4	TRUE	FALSE
Ttc9b	chr7	FALSE	FALSE
Prss21	chr17	FALSE	FALSE
Gpr26	chr7	FALSE	TRUE
Septin5	chr16	TRUE	FALSE
Rps6ka4	chr19	TRUE	FALSE
Taf11	chr17	TRUE	FALSE
Ubxn10	chr4	TRUE	TRUE
Noxa1	chr2	FALSE	FALSE
H4c1	chr13	TRUE	FALSE
Dnase2b	chr3	TRUE	FALSE
Nudt16l1	chr16	FALSE	FALSE
Dlec1	chr9	TRUE	TRUE
Marchf8	chr6	TRUE	TRUE
Parpbp	chr10	TRUE	FALSE
Tlr12	chr4	FALSE	FALSE
Tbc1d9	chr8	TRUE	FALSE
Creld1	chr6	TRUE	FALSE
Acin1	chr14	FALSE	FALSE
Notch2	chr3	TRUE	FALSE
Tomm40l	chr1	TRUE	FALSE
BC049715	chr6	TRUE	FALSE
Shh	chr5	TRUE	FALSE
Saa2	chr7	TRUE	TRUE
Prtn3	chr10	TRUE	FALSE
Mtnr1b	chr9	FALSE	FALSE
Cpxm1	chr2	FALSE	FALSE
Ddx56	chr11	FALSE	FALSE
Bace1	chr9	FALSE	FALSE
Shld3	chr13	TRUE	TRUE
Atat1	chr17	TRUE	FALSE
Prom1	chr5	TRUE	TRUE
Borcs7	chr19	TRUE	FALSE
Zmiz2	chr11	FALSE	FALSE
Tedc1	chr12	TRUE	FALSE
Ngdn	chr14	TRUE	FALSE
Tmem171	chr13	FALSE	FALSE
Itgav	chr2	TRUE	TRUE
Acaa1b	chr9	TRUE	TRUE
Snai1	chr2	FALSE	FALSE
Slc25a4	chr8	TRUE	TRUE
Ptger4	chr15	FALSE	FALSE
Pcdhgc3	chr18	TRUE	TRUE
Stra6l	chr4	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Xylt2	chr11	FALSE	FALSE
Mtarc2	chr1	TRUE	FALSE
Slc2a1	chr4	TRUE	FALSE
Alppl2	chr1	FALSE	TRUE
Ubxn11	chr4	FALSE	TRUE
Snrnp48	chr13	TRUE	FALSE
Il21r	chr7	FALSE	TRUE
Tgoln1	chr6	TRUE	TRUE
Dmrta1	chr4	FALSE	TRUE
S1pr3	chr13	FALSE	FALSE
Pik3ip1	chr11	FALSE	FALSE
Stk33	chr7	TRUE	FALSE
Foxc2	chr8	FALSE	FALSE
Rbmxl1	chr8	TRUE	TRUE
Sgsm2	chr11	TRUE	TRUE
Nkx3-1	chr14	TRUE	TRUE
Sub1	chr15	TRUE	TRUE
Npc2	chr12	FALSE	FALSE
Rbm22	chr18	FALSE	FALSE
Etaa1	chr11	TRUE	TRUE
Gal3st3	chr19	TRUE	FALSE
Zfp384	chr6	FALSE	TRUE
Ikzf4	chr10	TRUE	FALSE
Fbxw5	chr2	FALSE	TRUE
Msantd3	chr4	TRUE	FALSE
Asph	chr4	TRUE	FALSE
Cspg5	chr9	TRUE	FALSE
Tg	chr15	FALSE	TRUE
Mthfd1l	chr10	TRUE	TRUE
Fgf15	chr7	FALSE	FALSE
Ddx54	chr5	FALSE	TRUE
Dph1	chr11	TRUE	FALSE
Nudt8	chr19	TRUE	FALSE
4933402J07Rik	chr8	TRUE	TRUE
Eif5	chr12	FALSE	FALSE
Elovl4	chr9	TRUE	FALSE
Rtbdn	chr8	TRUE	FALSE
Zbtb7a	chr10	FALSE	FALSE
Slc27a1	chr8	TRUE	FALSE
Pik3r2	chr8	TRUE	FALSE
Pdxp	chr15	FALSE	FALSE
Ythdf3	chr3	FALSE	TRUE
Nrbf2	chr10	TRUE	TRUE
Tex13b	chrX	FALSE	FALSE
Sh3bgr	chr16	TRUE	TRUE
Fem1c	chr18	TRUE	FALSE
Sh3bp5l	chr11	FALSE	TRUE
Ribc2	chr15	FALSE	FALSE
Pick1	chr15	FALSE	FALSE
Ssrp1	chr2	TRUE	FALSE
Gpr139	chr7	FALSE	FALSE
Kptn	chr7	TRUE	FALSE
Ptprt	chr2	TRUE	TRUE
Pcdhb19	chr18	FALSE	FALSE
Cstf2t	chr19	TRUE	FALSE
Wdr90	chr17	TRUE	FALSE
Cbx6	chr15	FALSE	FALSE
Btf3l4	chr4	FALSE	TRUE
Thbs1	chr2	FALSE	FALSE
Copb2	chr9	FALSE	FALSE
Fcgbp	chr7	FALSE	TRUE
Stk26	chrX	FALSE	FALSE
Aurkaip1	chr4	TRUE	FALSE
Gm11541	chr11	TRUE	FALSE
Klhl30	chr1	FALSE	TRUE
1700129C05Rik	chr14	FALSE	FALSE
Mkx	chr18	FALSE	FALSE
Fgd6	chr10	TRUE	FALSE
Scgn	chr13	FALSE	TRUE
Tubb4a	chr17	TRUE	FALSE
Lcn12	chr2	TRUE	TRUE
Tmem201	chr4	FALSE	FALSE
Rtf2	chr2	FALSE	FALSE
Dnajb11	chr16	FALSE	FALSE
Neurod1	chr2	FALSE	TRUE
Fbxo25	chr8	FALSE	FALSE
Lama2	chr10	FALSE	TRUE
Rpap3	chr15	FALSE	TRUE
Esf1	chr2	FALSE	FALSE
Npy	chr6	FALSE	FALSE
I0C0044D17Rik	chr4	TRUE	FALSE
Camta2	chr11	FALSE	FALSE
Cacfd1	chr2	FALSE	FALSE
Arhgef10	chr8	TRUE	FALSE
Manbal	chr2	FALSE	FALSE
Gfra2	chr14	TRUE	TRUE
Fam91a1	chr15	TRUE	FALSE
Dbp	chr7	TRUE	FALSE
U2af1	chr17	FALSE	FALSE
Onecut3	chr10	FALSE	FALSE
H2-Oa	chr17	FALSE	TRUE
Nucks1	chr1	FALSE	FALSE
Ankrd42	chr7	TRUE	FALSE
Gsk3a	chr7	FALSE	TRUE
Stradb	chr1	TRUE	FALSE
Dolpp1	chr2	TRUE	TRUE
Nova1	chr12	TRUE	TRUE
Atl1	chr12	TRUE	FALSE
Pkm	chr9	FALSE	FALSE
Fads3	chr19	TRUE	TRUE
Copg1	chr6	FALSE	FALSE
Rela	chr19	FALSE	FALSE
Depp1	chr6	TRUE	FALSE
Optc	chr1	TRUE	TRUE
Acot8	chr2	FALSE	FALSE
Fgfbp3	chr19	TRUE	FALSE
Sbf2	chr7	TRUE	FALSE
Elk1	chrX	FALSE	TRUE
Stc2	chr11	TRUE	TRUE
Sowaha	chr11	TRUE	TRUE
P2rx1	chr11	TRUE	TRUE
1600014C10Rik	chr7	TRUE	TRUE
Rbfa	chr18	TRUE	FALSE
Ncapg	chr5	TRUE	FALSE
Trim42	chr9	FALSE	TRUE
Ubqln3	chr7	FALSE	FALSE
