gene_name	chr	MeCP2_up	mCH_up
Mllt3	chr4	TRUE	TRUE
Syt13	chr2	FALSE	TRUE
Rab5if	chr2	TRUE	TRUE
Gpr50	chrX	FALSE	TRUE
Mmp14	chr14	FALSE	TRUE
Zcchc2	chr1	FALSE	TRUE
Smpd5	chr15	TRUE	TRUE
Lpar5	chr6	TRUE	TRUE
Sgtb	chr13	FALSE	TRUE
Cbx8	chr11	FALSE	TRUE
Csk	chr9	FALSE	TRUE
Zfp78	chr7	FALSE	TRUE
Traf6	chr2	TRUE	TRUE
Insl3	chr8	FALSE	FALSE
Cdc20	chr4	FALSE	TRUE
Lrrc3b	chr14	FALSE	TRUE
Chst13	chr6	TRUE	TRUE
Tent5a	chr9	FALSE	TRUE
Penk	chr4	FALSE	TRUE
Spesp1	chr9	TRUE	TRUE
Sycp3	chr10	TRUE	TRUE
Sorcs1	chr19	TRUE	TRUE
Gskip	chr12	FALSE	TRUE
Rab33b	chr3	FALSE	TRUE
Tysnd1	chr10	TRUE	TRUE
Dipk1c	chr18	FALSE	TRUE
Ccdc42	chr11	FALSE	FALSE
Vps18	chr2	FALSE	TRUE
Nol12	chr15	FALSE	TRUE
Nrn1l	chr8	TRUE	TRUE
Cby2	chr14	TRUE	TRUE
Abcf2	chr5	FALSE	TRUE
Zfp930	chr8	FALSE	TRUE
Lyplal1	chr1	TRUE	TRUE
Cfc1	chr1	TRUE	FALSE
Cul7	chr17	FALSE	TRUE
Mbd1	chr18	TRUE	TRUE
Prkag1	chr15	FALSE	TRUE
Rab27b	chr18	TRUE	TRUE
Cers1	chr8	FALSE	TRUE
Tcap	chr11	FALSE	FALSE
Cc2d1a	chr8	TRUE	TRUE
Grb10	chr11	TRUE	TRUE
Pcbp1	chr6	FALSE	TRUE
Lrrc14	chr15	TRUE	TRUE
Tnfrsf25	chr4	TRUE	TRUE
Lbr	chr1	FALSE	TRUE
Map2k7	chr8	FALSE	TRUE
Efnb1	chrX	FALSE	TRUE
Eef1g	chr19	FALSE	TRUE
Xxylt1	chr16	FALSE	TRUE
Uhrf1	chr17	FALSE	TRUE
Tspan10	chr11	TRUE	TRUE
Casp2	chr6	FALSE	TRUE
Ibtk	chr9	FALSE	TRUE
Mrpl51	chr6	TRUE	TRUE
Mkrn3	chr7	FALSE	TRUE
Zfp869	chr8	FALSE	TRUE
Pbk	chr14	FALSE	TRUE
Rce1	chr19	FALSE	FALSE
Tmppe	chr9	FALSE	TRUE
Fancl	chr11	TRUE	TRUE
Tomm40	chr7	FALSE	TRUE
Tm9sf1	chr14	FALSE	TRUE
Npm1	chr11	FALSE	TRUE
Rpp25l	chr4	TRUE	FALSE
Tmem179	chr12	FALSE	TRUE
Coq10a	chr10	FALSE	TRUE
Gale	chr4	FALSE	TRUE
Ckap4	chr10	FALSE	TRUE
Ctu1	chr7	FALSE	TRUE
Polrmt	chr10	FALSE	TRUE
Ppp4r3b	chr11	FALSE	TRUE
Bnip3	chr7	TRUE	TRUE
Foxs1	chr2	TRUE	TRUE
Zfp623	chr15	FALSE	TRUE
Col17a1	chr19	FALSE	TRUE
Adra2a	chr19	TRUE	TRUE
St3gal5	chr6	TRUE	TRUE
Spin2c	chrX	FALSE	TRUE
Otulinl	chr15	TRUE	TRUE
Vcp	chr4	FALSE	TRUE
Fam135a	chr1	TRUE	TRUE
Rps6ka3	chrX	FALSE	TRUE
Npcd	chr15	FALSE	TRUE
S100a14	chr3	FALSE	TRUE
Synj2	chr17	TRUE	TRUE
Capn9	chr8	TRUE	TRUE
Prdx2	chr8	FALSE	TRUE
Foxh1	chr15	FALSE	FALSE
Pced1a	chr2	FALSE	TRUE
Fgf6	chr6	FALSE	TRUE
Fzr1	chr10	FALSE	TRUE
Otos	chr1	TRUE	TRUE
Ppy	chr11	TRUE	FALSE
Gtf3a	chr5	TRUE	TRUE
Htr5b	chr1	FALSE	TRUE
Slc25a29	chr12	FALSE	TRUE
Tspan9	chr6	FALSE	TRUE
Ccdc27	chr4	TRUE	TRUE
P4ha1	chr10	FALSE	TRUE
Irx2	chr13	TRUE	TRUE
Zic5	chr14	TRUE	TRUE
Ccdc112	chr18	FALSE	TRUE
Klhl21	chr4	TRUE	TRUE
Eif1b	chr9	FALSE	TRUE
5730507C01Rik	chr12	FALSE	TRUE
En1	chr1	TRUE	TRUE
Fut11	chr14	FALSE	TRUE
Purb	chr11	FALSE	TRUE
Cdk5	chr5	FALSE	TRUE
Cox20	chr1	FALSE	TRUE
Dxo	chr17	FALSE	TRUE
Uqcrb	chr13	FALSE	TRUE
Dpep1	chr8	FALSE	TRUE
Pfas	chr11	FALSE	TRUE
Rnpep	chr1	FALSE	TRUE
Rps3a1	chr3	FALSE	TRUE
Rprm	chr2	FALSE	TRUE
Kctd7	chr5	FALSE	TRUE
Crls1	chr2	FALSE	TRUE
Zfp276	chr8	FALSE	TRUE
Mxd1	chr6	FALSE	TRUE
Tert	chr13	FALSE	TRUE
Nrn1	chr13	FALSE	TRUE
Fez1	chr9	FALSE	TRUE
Dmrt2	chr19	TRUE	TRUE
Gcc1	chr6	FALSE	TRUE
Creb3l1	chr2	FALSE	TRUE
Unc93b1	chr19	FALSE	TRUE
D11Wsu47e	chr11	FALSE	TRUE
Gpx1	chr9	FALSE	TRUE
Pitpnm1	chr19	FALSE	TRUE
Asb5	chr8	FALSE	TRUE
Sit1	chr4	TRUE	FALSE
Spp2	chr1	FALSE	TRUE
Gm10033	chr8	FALSE	TRUE
Nme1	chr11	FALSE	TRUE
Bmp2	chr2	FALSE	TRUE
Pet100	chr8	FALSE	TRUE
G6pd2	chr5	FALSE	TRUE
Lrp3	chr7	FALSE	TRUE
Vps26a	chr10	FALSE	TRUE
Ttyh2	chr11	TRUE	TRUE
Idh1	chr1	FALSE	TRUE
Chsy3	chr18	FALSE	TRUE
Ubc	chr5	FALSE	TRUE
Avpr2	chrX	FALSE	FALSE
Snx10	chr6	TRUE	TRUE
Ddx50	chr10	FALSE	TRUE
Apobec4	chr1	TRUE	TRUE
Slain1	chr14	FALSE	TRUE
Orm1	chr4	TRUE	TRUE
Cyth2	chr7	FALSE	TRUE
Ctxn3	chr18	FALSE	TRUE
Krt83	chr15	TRUE	TRUE
Uspl1	chr5	FALSE	TRUE
Fam136a	chr6	FALSE	TRUE
Cyth1	chr11	TRUE	TRUE
Rpl37	chr15	FALSE	TRUE
Srp72	chr5	FALSE	TRUE
Mpv17l	chr16	TRUE	TRUE
Fjx1	chr2	FALSE	TRUE
Kcna5	chr6	TRUE	TRUE
Actbl2	chr13	FALSE	TRUE
Sfrp4	chr13	TRUE	TRUE
Dpep3	chr8	TRUE	TRUE
Adgrl3	chr5	FALSE	TRUE
Gtse1	chr15	FALSE	TRUE
Eny2	chr15	FALSE	TRUE
Ccdc9	chr7	FALSE	TRUE
1810055G02Rik	chr19	TRUE	TRUE
Chtf18	chr17	TRUE	TRUE
Scrt1	chr15	FALSE	TRUE
Caly	chr7	FALSE	TRUE
Stc1	chr14	FALSE	TRUE
Hmgn1	chr16	FALSE	TRUE
Ppm1m	chr9	TRUE	TRUE
Tspan4	chr7	FALSE	TRUE
Celsr1	chr15	TRUE	TRUE
Dhrs11	chr11	FALSE	TRUE
Hmgb3	chrX	FALSE	TRUE
Emilin1	chr5	FALSE	TRUE
Gpc6	chr14	FALSE	TRUE
Rhox2h	chrX	FALSE	TRUE
Cbx4	chr11	FALSE	TRUE
Pdlim3	chr8	FALSE	TRUE
Chpf	chr1	FALSE	TRUE
Trpm8	chr1	TRUE	TRUE
Glis2	chr16	FALSE	TRUE
Snx11	chr11	TRUE	TRUE
Uap1	chr1	FALSE	TRUE
Map1a	chr2	TRUE	TRUE
Pparg	chr6	TRUE	TRUE
Nxph3	chr11	FALSE	TRUE
Alg14	chr3	TRUE	TRUE
Aasdhppt	chr9	FALSE	TRUE
Coprs	chr8	FALSE	TRUE
Otp	chr13	FALSE	TRUE
Nprl2	chr9	FALSE	TRUE
Tgfbr3l	chr8	FALSE	TRUE
Rbm17	chr2	FALSE	TRUE
Fndc4	chr5	FALSE	TRUE
Med23	chr10	FALSE	TRUE
Impact	chr18	FALSE	TRUE
Gpr12	chr5	FALSE	FALSE
Arhgap40	chr2	FALSE	TRUE
Gm7361	chr5	TRUE	TRUE
Mro	chr18	TRUE	TRUE
Tal1	chr4	FALSE	TRUE
Akap7	chr10	FALSE	TRUE
Tmsb10	chr6	FALSE	TRUE
8030474K03Rik	chrX	FALSE	TRUE
Ube2t	chr1	TRUE	TRUE
Mep1b	chr18	FALSE	TRUE
Glo1	chr17	TRUE	TRUE
S1pr5	chr9	TRUE	TRUE
Tpbgl	chr7	FALSE	TRUE
Gm5168	chrX	FALSE	TRUE
Oplah	chr15	FALSE	TRUE
Slc20a1	chr2	FALSE	TRUE
Irf2bpl	chr12	FALSE	TRUE
Klf16	chr10	FALSE	TRUE
Gpr65	chr12	TRUE	TRUE
Ran	chr5	FALSE	TRUE
Lhx1	chr11	FALSE	TRUE
Carnmt1	chr19	FALSE	TRUE
Tuba3b	chr6	TRUE	TRUE
Tent5b	chr4	FALSE	TRUE
Ptprn	chr1	FALSE	TRUE
Selenom	chr11	FALSE	FALSE
Msx2	chr13	FALSE	TRUE
Cltb	chr13	FALSE	TRUE
Hgfac	chr5	TRUE	FALSE
Pck1	chr2	FALSE	TRUE
Ston1	chr17	TRUE	TRUE
Srsf2	chr11	FALSE	TRUE
Fam170b	chr14	TRUE	TRUE
Rnf19b	chr4	FALSE	TRUE
Tinf2	chr14	FALSE	TRUE
Sphk1	chr11	TRUE	TRUE
Gpc4	chrX	FALSE	TRUE
Gabra4	chr5	FALSE	TRUE
Carns1	chr19	FALSE	TRUE
Upk2	chr9	TRUE	TRUE
Popdc2	chr16	FALSE	TRUE
Plet1	chr9	TRUE	TRUE
Cbx3	chr6	FALSE	TRUE
Mogs	chr6	FALSE	FALSE
Mesp2	chr7	FALSE	TRUE
Prkab1	chr5	FALSE	TRUE
Sox17	chr1	FALSE	TRUE
Gm5148	chr3	TRUE	TRUE
Hpcal4	chr4	FALSE	TRUE
Pex6	chr17	FALSE	TRUE
Hs3st3a1	chr11	FALSE	TRUE
Kank3	chr17	FALSE	TRUE
Limd2	chr11	TRUE	TRUE
Fbxo44	chr4	FALSE	TRUE
Ces2a	chr8	FALSE	TRUE
Ttyh1	chr7	FALSE	TRUE
Dyrk2	chr10	FALSE	TRUE
Ccnf	chr17	FALSE	TRUE
Rhov	chr2	FALSE	TRUE
Jph2	chr2	FALSE	TRUE
Rrs1	chr1	TRUE	TRUE
Gfra4	chr2	FALSE	FALSE
Rpl38	chr11	FALSE	TRUE
Srp9	chr1	FALSE	TRUE
Pabpc1	chr15	FALSE	TRUE
Poll	chr19	FALSE	TRUE
Gamt	chr10	FALSE	TRUE
Calb1	chr4	TRUE	TRUE
Pxylp1	chr9	TRUE	TRUE
Eif2s1	chr12	FALSE	TRUE
Gpr150	chr13	TRUE	TRUE
Dnajb3	chr1	TRUE	TRUE
Parp6	chr9	TRUE	TRUE
Vmn1r65	chr7	FALSE	TRUE
Rbx1	chr15	FALSE	TRUE
Tcea2	chr2	FALSE	TRUE
Lig4	chr8	TRUE	TRUE
Med4	chr14	TRUE	TRUE
Rbm15b	chr9	FALSE	TRUE
Plpp2	chr10	FALSE	TRUE
Comp	chr8	TRUE	TRUE
Sp8	chr12	FALSE	TRUE
Dnajc8	chr4	TRUE	TRUE
Tmem198	chr1	FALSE	TRUE
Psapl1	chr5	FALSE	TRUE
F8a	chrX	FALSE	TRUE
Cyp26b1	chr6	TRUE	TRUE
Skil	chr3	FALSE	TRUE
Rwdd1	chr10	FALSE	TRUE
Klf6	chr13	FALSE	TRUE
Gpx3	chr11	FALSE	TRUE
Phlda1	chr10	FALSE	TRUE
Rpl22	chr4	FALSE	TRUE
Opn3	chr1	FALSE	TRUE
Homer1	chr13	FALSE	TRUE
Zc3h12a	chr4	FALSE	TRUE
Atn1	chr6	FALSE	TRUE
Eml1	chr12	FALSE	TRUE
Slc16a3	chr11	FALSE	TRUE
Paxx	chr2	FALSE	TRUE
Abhd8	chr8	FALSE	TRUE
Ankrd65	chr4	FALSE	TRUE
Samd15	chr12	FALSE	TRUE
Aqp8	chr7	FALSE	TRUE
Prss16	chr13	FALSE	TRUE
Avpi1	chr19	FALSE	TRUE
Glyctk	chr9	TRUE	TRUE
Taar4	chr10	TRUE	FALSE
Mmrn2	chr14	FALSE	TRUE
Tmigd1	chr11	TRUE	TRUE
Gucy1b2	chr14	TRUE	TRUE
Slitrk1	chr14	TRUE	TRUE
Rrp8	chr7	FALSE	TRUE
Acadm	chr3	TRUE	TRUE
Plxnb2	chr15	FALSE	TRUE
Ptms	chr6	FALSE	TRUE
Psmb9	chr17	TRUE	TRUE
Foxi3	chr6	FALSE	FALSE
Fbxo39	chr11	FALSE	TRUE
Klhl9	chr4	FALSE	TRUE
Ccdc185	chr1	FALSE	TRUE
Ppcs	chr4	FALSE	TRUE
Srsf1	chr11	TRUE	TRUE
Fam83a	chr15	TRUE	TRUE
Zfp583	chr7	FALSE	TRUE
Fam131b	chr6	FALSE	TRUE
Tppp3	chr8	TRUE	TRUE
Hyal2	chr9	TRUE	TRUE
Prcc	chr3	FALSE	TRUE
Klf11	chr12	FALSE	TRUE
Slc6a16	chr7	FALSE	TRUE
Trp53tg5	chr2	FALSE	TRUE
Snx33	chr9	FALSE	TRUE
Serpini1	chr3	FALSE	TRUE
Slc35e2	chr4	FALSE	TRUE
Setmar	chr6	FALSE	TRUE
Tm4sf1	chr3	TRUE	TRUE
Nol11	chr11	FALSE	TRUE
Cenpx	chr11	FALSE	TRUE
Gpr20	chr15	FALSE	TRUE
Oxt	chr2	TRUE	TRUE
Cyba	chr8	FALSE	TRUE
Plpp3	chr4	FALSE	TRUE
Hif1a	chr12	TRUE	TRUE
Syndig1l	chr12	FALSE	TRUE
Stambp	chr6	TRUE	TRUE
Cox8a	chr19	FALSE	FALSE
Myl2	chr5	FALSE	TRUE
Cant1	chr11	FALSE	TRUE
Rsl24d1	chr9	TRUE	TRUE
Klhl34	chrX	FALSE	TRUE
Lrig1	chr6	FALSE	TRUE
Nudt19	chr7	TRUE	TRUE
Sgk2	chr2	FALSE	TRUE
Stard3nl	chr13	FALSE	TRUE
Ogfrl1	chr1	FALSE	TRUE
Brd2	chr17	TRUE	TRUE
Timm17b	chrX	TRUE	TRUE
Derl3	chr10	FALSE	FALSE
Sash1	chr10	TRUE	TRUE
Zfp867	chr11	FALSE	TRUE
Ldhb	chr6	FALSE	TRUE
Klf14	chr6	FALSE	TRUE
Cfap20	chr8	FALSE	TRUE
Card6	chr15	TRUE	TRUE
C1qc	chr4	FALSE	TRUE
Actr1b	chr1	FALSE	TRUE
Krtcap2	chr3	FALSE	TRUE
Urah	chr7	FALSE	TRUE
Pfn3	chr13	TRUE	FALSE
Emc6	chr11	FALSE	TRUE
Pou3f1	chr4	FALSE	TRUE
Myog	chr1	FALSE	TRUE
Foxl1	chr8	FALSE	TRUE
E2f5	chr3	FALSE	TRUE
Hoxb1	chr11	FALSE	TRUE
Mis18a	chr16	FALSE	TRUE
Park7	chr4	FALSE	TRUE
Cdt1	chr8	FALSE	TRUE
Sod1	chr16	FALSE	TRUE
Ccs	chr19	FALSE	TRUE
Hspa2	chr12	FALSE	FALSE
Ost4	chr5	FALSE	TRUE
Fndc5	chr4	FALSE	TRUE
Cyyr1	chr16	TRUE	TRUE
Ctrl	chr8	FALSE	FALSE
Lect2	chr13	TRUE	TRUE
Rem2	chr14	FALSE	TRUE
Xrcc5	chr1	TRUE	TRUE
Lzts1	chr8	FALSE	TRUE
Ado	chr10	FALSE	TRUE
Cebpb	chr2	FALSE	FALSE
Taf7l	chrX	FALSE	TRUE
Ciao3	chr17	FALSE	TRUE
Txnl1	chr18	TRUE	TRUE
Tubb2b	chr13	FALSE	TRUE
Aldh7a1	chr18	FALSE	TRUE
Crip3	chr17	FALSE	FALSE
Fbrs	chr7	FALSE	TRUE
Bcl2	chr1	TRUE	TRUE
Fads1	chr19	FALSE	TRUE
Fgfbp1	chr5	FALSE	TRUE
Atg16l2	chr7	TRUE	TRUE
Slit1	chr19	TRUE	TRUE
Mvd	chr8	FALSE	TRUE
Tes	chr6	TRUE	TRUE
Tpsab1	chr17	FALSE	TRUE
Cops8	chr1	TRUE	TRUE
Parva	chr7	FALSE	TRUE
Foxl2	chr9	FALSE	TRUE
Ccnb1	chr13	TRUE	TRUE
Actl7b	chr4	TRUE	TRUE
Btbd6	chr12	TRUE	TRUE
Thbs4	chr13	FALSE	TRUE
Spty2d1	chr7	FALSE	TRUE
Syngr2	chr11	TRUE	TRUE
Gm7694	chr1	FALSE	TRUE
Slc35b3	chr13	TRUE	TRUE
Cdk20	chr13	FALSE	TRUE
Zbed3	chr13	FALSE	TRUE
Meak7	chr8	FALSE	TRUE
Speg	chr1	FALSE	TRUE
Xrcc1	chr7	FALSE	TRUE
Samm50	chr15	FALSE	TRUE
Pold2	chr11	FALSE	TRUE
Srek1	chr13	FALSE	TRUE
Spry1	chr3	TRUE	TRUE
Gpr171	chr3	FALSE	TRUE
Doc2g	chr19	FALSE	TRUE
Hmx3	chr7	FALSE	TRUE
Enpp3	chr10	FALSE	TRUE
Dtnbp1	chr13	TRUE	TRUE
Trim41	chr11	FALSE	FALSE
Cnrip1	chr11	FALSE	TRUE
Auts2	chr5	FALSE	FALSE
Csmd2	chr4	FALSE	FALSE
Arhgap26	chr18	TRUE	TRUE
Rasgef1b	chr5	FALSE	FALSE
Lrrc49	chr9	TRUE	TRUE
Emcn	chr3	TRUE	TRUE
Slc13a1	chr6	TRUE	TRUE
Dpys	chr15	TRUE	TRUE
Fgf1	chr18	TRUE	TRUE
Runx1t1	chr4	FALSE	TRUE
Trpm3	chr19	TRUE	TRUE
Pcdh9	chr14	TRUE	TRUE
Cog5	chr12	TRUE	TRUE
Cadps	chr14	FALSE	FALSE
Zbbx	chr3	TRUE	TRUE
Col9a1	chr1	TRUE	TRUE
Gprin3	chr6	TRUE	TRUE
Maml3	chr3	FALSE	TRUE
Csrnp3	chr2	FALSE	FALSE
Nrxn1	chr17	TRUE	FALSE
Erbb4	chr1	TRUE	TRUE
Pcgf5	chr19	FALSE	FALSE
Tenm2	chr11	FALSE	FALSE
Enox1	chr14	TRUE	FALSE
Slc6a6	chr6	TRUE	FALSE
Zfp608	chr18	TRUE	TRUE
Cytip	chr2	TRUE	TRUE
Camta1	chr4	TRUE	FALSE
Lsamp	chr16	TRUE	TRUE
Ctnnd2	chr15	FALSE	FALSE
Patj	chr4	TRUE	TRUE
Btbd3	chr2	FALSE	TRUE
Tjp1	chr7	FALSE	FALSE
Tmem178b	chr6	TRUE	FALSE
Abr	chr11	FALSE	FALSE
Ephb1	chr9	FALSE	FALSE
Plekha6	chr1	TRUE	FALSE
Cerkl	chr2	TRUE	TRUE
Gabbr2	chr4	FALSE	FALSE
Tafa5	chr15	TRUE	FALSE
Gsg1l	chr7	FALSE	FALSE
Rnf157	chr11	FALSE	FALSE
Tgfbr3	chr5	FALSE	FALSE
Sema6d	chr2	FALSE	TRUE
Cacna1e	chr1	TRUE	FALSE
Msi2	chr11	FALSE	FALSE
Hgd	chr16	TRUE	TRUE
Dlgap4	chr2	TRUE	FALSE
Phex	chrX	TRUE	TRUE
Prkar2b	chr12	FALSE	FALSE
Afap1	chr5	FALSE	FALSE
Ephb2	chr4	FALSE	FALSE
Zbtb20	chr16	TRUE	TRUE
Lrrc4c	chr2	TRUE	TRUE
Megf11	chr9	FALSE	FALSE
Hdac9	chr12	FALSE	FALSE
Cmip	chr8	FALSE	FALSE
Ccdc192	chr18	TRUE	TRUE
Epha3	chr16	TRUE	TRUE
Snca	chr6	TRUE	TRUE
Cacna2d2	chr9	FALSE	FALSE
Pappa2	chr1	TRUE	TRUE
Arhgef38	chr3	TRUE	TRUE
Nos1	chr5	FALSE	FALSE
Lamb3	chr1	TRUE	TRUE
Fam107b	chr2	TRUE	TRUE
Nln	chr13	FALSE	FALSE
Zic4	chr9	TRUE	TRUE
Pag1	chr3	FALSE	FALSE
Fstl4	chr11	FALSE	FALSE
Opcml	chr9	TRUE	TRUE
Kcnq1	chr7	FALSE	FALSE
Heg1	chr16	TRUE	TRUE
Prkce	chr17	TRUE	FALSE
D430041D05Rik	chr2	FALSE	FALSE
Wdr25	chr12	FALSE	FALSE
Ncald	chr15	FALSE	TRUE
Igsf21	chr4	FALSE	FALSE
Med13l	chr5	TRUE	FALSE
Col27a1	chr4	TRUE	FALSE
Phactr3	chr2	TRUE	FALSE
Atxn1	chr13	TRUE	FALSE
Ttr	chr18	TRUE	TRUE
Clnk	chr5	TRUE	TRUE
Sez6	chr11	FALSE	FALSE
Akap6	chr12	TRUE	FALSE
Ksr2	chr5	FALSE	FALSE
Cntnap2	chr6	TRUE	FALSE
Bcas3	chr11	FALSE	FALSE
Nav3	chr10	TRUE	TRUE
Lancl3	chrX	FALSE	TRUE
Tmem150c	chr5	FALSE	FALSE
Ptprn2	chr12	FALSE	FALSE
Dip2b	chr15	FALSE	FALSE
Rab11fip4	chr11	FALSE	FALSE
Vwf	chr6	FALSE	FALSE
Anks1b	chr10	FALSE	FALSE
Slc35g2	chr9	TRUE	TRUE
Angpt1	chr15	FALSE	FALSE
Cacna1c	chr6	FALSE	FALSE
Pcdh7	chr5	TRUE	TRUE
Jph1	chr1	FALSE	TRUE
Acly	chr11	FALSE	FALSE
Vti1a	chr19	FALSE	FALSE
Gria1	chr11	TRUE	TRUE
Brpf3	chr17	TRUE	FALSE
Lrba	chr3	FALSE	FALSE
Fam135b	chr15	FALSE	FALSE
Ptk2	chr15	FALSE	FALSE
Dgkb	chr12	TRUE	TRUE
Lingo1	chr9	FALSE	FALSE
Nfib	chr4	FALSE	TRUE
Ssh2	chr11	FALSE	FALSE
Cnpy1	chr5	TRUE	TRUE
Svep1	chr4	TRUE	TRUE
Elmo1	chr13	FALSE	TRUE
Zbtb16	chr9	FALSE	FALSE
Foxp1	chr6	FALSE	FALSE
Plcb4	chr2	TRUE	FALSE
Ppp2r2b	chr18	FALSE	FALSE
Fgf20	chr8	TRUE	TRUE
Grik2	chr10	TRUE	FALSE
Gm973	chr1	FALSE	TRUE
Cux2	chr5	TRUE	FALSE
Kbtbd12	chr6	TRUE	TRUE
Shank2	chr7	TRUE	FALSE
Pde4b	chr4	FALSE	FALSE
Nfia	chr4	TRUE	TRUE
Grxcr1	chr5	FALSE	TRUE
Myo3b	chr2	TRUE	TRUE
Prune2	chr19	FALSE	TRUE
Pde10a	chr17	TRUE	FALSE
Mad1l1	chr5	FALSE	FALSE
Ptchd4	chr17	TRUE	TRUE
Klhl29	chr12	FALSE	FALSE
Ralgps1	chr2	FALSE	FALSE
Pex14	chr4	FALSE	FALSE
Ift57	chr16	TRUE	TRUE
Snph	chr2	FALSE	FALSE
Elp4	chr2	TRUE	TRUE
Dagla	chr19	TRUE	FALSE
Nkain3	chr4	TRUE	TRUE
Kctd8	chr5	FALSE	TRUE
Gtf3c1	chr7	FALSE	FALSE
Slc5a10	chr11	FALSE	FALSE
Ebf2	chr14	FALSE	FALSE
Sybu	chr15	TRUE	TRUE
Mamdc2	chr19	TRUE	TRUE
Sdk1	chr5	FALSE	FALSE
Prkca	chr11	FALSE	FALSE
Mark1	chr1	TRUE	FALSE
Galnt7	chr8	TRUE	TRUE
Celf4	chr18	TRUE	FALSE
Epha5	chr5	TRUE	TRUE
Foxn3	chr12	FALSE	FALSE
Psd3	chr8	TRUE	TRUE
Pcsk5	chr19	FALSE	FALSE
Clybl	chr14	TRUE	TRUE
Cep350	chr1	FALSE	FALSE
Prickle2	chr6	FALSE	FALSE
Npvf	chr6	TRUE	TRUE
Alk	chr17	TRUE	FALSE
Slc17a6	chr7	FALSE	FALSE
Prkcb	chr7	FALSE	FALSE
Adam22	chr5	FALSE	FALSE
Itgb5	chr16	TRUE	TRUE
Spag17	chr3	TRUE	TRUE
Tcf12	chr9	FALSE	FALSE
Lpp	chr16	TRUE	TRUE
Runx1	chr16	FALSE	FALSE
Vav2	chr2	FALSE	FALSE
Astn2	chr4	TRUE	FALSE
Faf1	chr4	FALSE	FALSE
Grip1	chr10	TRUE	FALSE
Dip2c	chr13	FALSE	FALSE
Sh3pxd2a	chr19	FALSE	FALSE
Nbea	chr3	TRUE	FALSE
Bahcc1	chr11	FALSE	FALSE
Hcn1	chr13	TRUE	TRUE
Commd1	chr11	FALSE	FALSE
Dsc2	chr18	TRUE	TRUE
Igf1r	chr7	FALSE	FALSE
Fbh1	chr2	FALSE	FALSE
Ptprk	chr10	TRUE	TRUE
Zfpm2	chr15	TRUE	FALSE
Rab3c	chr13	TRUE	TRUE
Ahcyl2	chr6	FALSE	FALSE
Focad	chr4	TRUE	TRUE
Grin2a	chr16	FALSE	FALSE
Mbd5	chr2	FALSE	FALSE
Zbtb40	chr4	FALSE	TRUE
Samd12	chr15	FALSE	TRUE
Slc24a3	chr2	TRUE	TRUE
Sema5b	chr16	FALSE	FALSE
Dapk1	chr13	FALSE	FALSE
Cdk15	chr1	TRUE	TRUE
Adamts14	chr10	FALSE	FALSE
Ryr2	chr13	TRUE	FALSE
Vps13d	chr4	TRUE	FALSE
Isx	chr8	TRUE	TRUE
Slc39a11	chr11	TRUE	FALSE
Fam72a	chr1	FALSE	TRUE
Ercc8	chr13	TRUE	TRUE
Bank1	chr3	TRUE	TRUE
Wipf3	chr6	TRUE	TRUE
Mvb12b	chr2	FALSE	FALSE
Ptprg	chr14	FALSE	FALSE
Optn	chr2	FALSE	FALSE
Rxra	chr2	TRUE	FALSE
Gnaq	chr19	TRUE	FALSE
Cacnb4	chr2	FALSE	FALSE
Adgrb3	chr1	TRUE	FALSE
Fam83g	chr11	FALSE	FALSE
Tbc1d30	chr10	FALSE	FALSE
Col5a1	chr2	FALSE	FALSE
Syn2	chr6	TRUE	TRUE
Trio	chr15	FALSE	FALSE
Rap1gap2	chr11	FALSE	FALSE
Rgs7	chr1	TRUE	FALSE
Pld5	chr1	FALSE	TRUE
Kcnj6	chr16	FALSE	FALSE
Ablim2	chr5	FALSE	FALSE
Rora	chr9	FALSE	FALSE
Rbfox1	chr16	FALSE	FALSE
Adk	chr14	FALSE	FALSE
Trp73	chr4	FALSE	FALSE
Fgf14	chr14	FALSE	FALSE
Kcnn3	chr3	FALSE	FALSE
Baz2b	chr2	TRUE	FALSE
Dnah11	chr12	TRUE	TRUE
Syt2	chr1	FALSE	FALSE
Tbc1d1	chr5	TRUE	FALSE
Btbd9	chr17	TRUE	FALSE
Syt6	chr3	FALSE	FALSE
Lrfn2	chr17	FALSE	FALSE
Syt1	chr10	FALSE	TRUE
Nek7	chr1	FALSE	FALSE
Sema3a	chr5	TRUE	TRUE
Fto	chr8	FALSE	FALSE
Dst	chr1	FALSE	FALSE
Dkk3	chr7	FALSE	FALSE
Zfp423	chr8	FALSE	FALSE
Gse1	chr8	FALSE	FALSE
Robo2	chr16	TRUE	TRUE
Ascc3	chr10	FALSE	FALSE
Gabrb3	chr7	FALSE	FALSE
Nr6a1	chr2	FALSE	FALSE
Bcl2l15	chr3	TRUE	TRUE
Fam20c	chr5	FALSE	FALSE
Cfap61	chr2	FALSE	FALSE
Snd1	chr6	FALSE	TRUE
Sik3	chr9	FALSE	FALSE
Glt8d2	chr10	TRUE	TRUE
Sh3gl3	chr7	FALSE	FALSE
Xkr6	chr14	FALSE	FALSE
Hspg2	chr4	FALSE	FALSE
Pdlim7	chr13	FALSE	FALSE
Supt3	chr17	FALSE	FALSE
Ints9	chr14	FALSE	FALSE
Eefsec	chr6	TRUE	FALSE
Lct	chr1	FALSE	FALSE
Cenpf	chr1	TRUE	TRUE
Dysf	chr6	FALSE	FALSE
