gene_name	chr	mch_gain	mecp2_gain
Glo1	chr17	TRUE	TRUE
S1pr5	chr9	TRUE	TRUE
Slc20a1	chr2	TRUE	FALSE
Irf2bpl	chr12	TRUE	FALSE
Klf16	chr10	TRUE	FALSE
Ran	chr5	TRUE	FALSE
Lhx1	chr11	TRUE	FALSE
Ptprn	chr1	TRUE	FALSE
Selenom	chr11	FALSE	FALSE
Cltb	chr13	TRUE	FALSE
Rnf19b	chr4	TRUE	FALSE
Carns1	chr19	TRUE	FALSE
Cbx3	chr6	TRUE	FALSE
Gm5148	chr3	TRUE	TRUE
Pex6	chr17	TRUE	FALSE
Limd2	chr11	TRUE	TRUE
Fbxo44	chr4	TRUE	FALSE
Ttyh1	chr7	TRUE	FALSE
Rhov	chr2	TRUE	FALSE
Srp9	chr1	TRUE	FALSE
Pabpc1	chr15	TRUE	FALSE
Gamt	chr10	TRUE	FALSE
Pxylp1	chr9	TRUE	TRUE
Eif2s1	chr12	TRUE	FALSE
Gpr150	chr13	TRUE	TRUE
Tcea2	chr2	TRUE	FALSE
Lig4	chr8	TRUE	TRUE
Tmem198	chr1	TRUE	FALSE
F8a	chrX	TRUE	FALSE
Skil	chr3	TRUE	FALSE
Rwdd1	chr10	TRUE	FALSE
Klf6	chr13	TRUE	FALSE
Phlda1	chr10	TRUE	FALSE
Homer1	chr13	TRUE	FALSE
Atn1	chr6	TRUE	FALSE
Eml1	chr12	TRUE	FALSE
Paxx	chr2	TRUE	FALSE
Abhd8	chr8	TRUE	FALSE
Samd15	chr12	TRUE	FALSE
Avpi1	chr19	TRUE	FALSE
Gucy1b2	chr14	TRUE	TRUE
Slitrk1	chr14	TRUE	TRUE
Rrp8	chr7	TRUE	FALSE
Acadm	chr3	TRUE	TRUE
Plxnb2	chr15	TRUE	FALSE
Ptms	chr6	TRUE	FALSE
Klhl9	chr4	TRUE	FALSE
Ppcs	chr4	TRUE	FALSE
Fam83a	chr15	TRUE	TRUE
Zfp583	chr7	TRUE	FALSE
Fam131b	chr6	TRUE	FALSE
Tppp3	chr8	TRUE	TRUE
Hyal2	chr9	TRUE	TRUE
Serpini1	chr3	TRUE	FALSE
Slc35e2	chr4	TRUE	FALSE
Setmar	chr6	TRUE	FALSE
Hif1a	chr12	TRUE	TRUE
Klhl34	chrX	TRUE	FALSE
Lrig1	chr6	TRUE	FALSE
Nudt19	chr7	TRUE	TRUE
Stard3nl	chr13	TRUE	FALSE
Ogfrl1	chr1	TRUE	FALSE
Brd2	chr17	TRUE	TRUE
Ldhb	chr6	TRUE	FALSE
Cfap20	chr8	TRUE	FALSE
Actr1b	chr1	TRUE	FALSE
Krtcap2	chr3	TRUE	FALSE
E2f5	chr3	TRUE	FALSE
Cdt1	chr8	TRUE	FALSE
Sod1	chr16	TRUE	FALSE
Ost4	chr5	TRUE	FALSE
Fndc5	chr4	TRUE	FALSE
Rem2	chr14	TRUE	FALSE
Ado	chr10	TRUE	FALSE
Ciao3	chr17	TRUE	FALSE
Txnl1	chr18	TRUE	TRUE
Aldh7a1	chr18	TRUE	FALSE
Bcl2	chr1	TRUE	TRUE
Fads1	chr19	TRUE	FALSE
Atg16l2	chr7	TRUE	TRUE
Mvd	chr8	TRUE	FALSE
Btbd6	chr12	TRUE	TRUE
Spty2d1	chr7	TRUE	FALSE
Slc35b3	chr13	TRUE	TRUE
Cdk20	chr13	TRUE	FALSE
Zbed3	chr13	TRUE	FALSE
Meak7	chr8	TRUE	FALSE
Srek1	chr13	TRUE	FALSE
Spry1	chr3	TRUE	TRUE
Dtnbp1	chr13	TRUE	TRUE
Cnrip1	chr11	TRUE	FALSE
