gene_name	chr	MeCP2_up	K27ac_up
Cetn3	chr13	FALSE	FALSE
Slc25a42	chr8	FALSE	FALSE
Smim27	chr4	TRUE	TRUE
Hmgcr	chr13	FALSE	FALSE
Rdh14	chr12	FALSE	TRUE
Ivd	chr2	FALSE	FALSE
Cpvl	chr6	TRUE	FALSE
Aup1	chr6	FALSE	TRUE
N4bp3	chr11	FALSE	TRUE
Neurl4	chr11	FALSE	TRUE
Amz2	chr11	FALSE	FALSE
Suds3	chr5	TRUE	FALSE
Prdx5	chr19	FALSE	TRUE
Snapc3	chr4	FALSE	FALSE
Nrg3	chr14	TRUE	TRUE
Sipa1l2	chr8	FALSE	FALSE
Ankrd9	chr12	TRUE	FALSE
Cluh	chr11	FALSE	TRUE
Cirbp	chr10	FALSE	FALSE
Ppia	chr11	FALSE	TRUE
Swsap1	chr9	FALSE	TRUE
Rpp38	chr2	FALSE	FALSE
Tpp1	chr7	FALSE	FALSE
Rundc3a	chr11	FALSE	TRUE
Gga3	chr11	FALSE	TRUE
Puf60	chr15	FALSE	TRUE
Klhdc8b	chr9	FALSE	FALSE
Amh	chr10	FALSE	FALSE
Hmgcll1	chr9	TRUE	FALSE
Wsb1	chr11	FALSE	TRUE
Taok2	chr7	FALSE	TRUE
Trmt44	chr5	FALSE	FALSE
Zfp959	chr17	FALSE	TRUE
Fam184a	chr10	FALSE	FALSE
Fcho1	chr8	FALSE	TRUE
Lxn	chr3	FALSE	TRUE
Ino80e	chr7	FALSE	TRUE
Ndufa4	chr6	FALSE	TRUE
Zfp251	chr15	FALSE	TRUE
Lrcol1	chr5	FALSE	TRUE
Rgcc	chr14	TRUE	FALSE
Rpl31	chr1	FALSE	TRUE
Rnf181	chr6	FALSE	TRUE
Pcyox1l	chr18	FALSE	FALSE
Rpl19	chr11	FALSE	TRUE
B3gntl1	chr11	FALSE	FALSE
Gtf2e1	chr16	TRUE	FALSE
Sfr1	chr19	FALSE	TRUE
Isyna1	chr8	FALSE	TRUE
Cables2	chr2	TRUE	FALSE
Rab14	chr2	FALSE	FALSE
Shcbp1l	chr1	FALSE	FALSE
Tusc1	chr4	FALSE	TRUE
Tspan18	chr2	FALSE	FALSE
Fra10ac1	chr19	TRUE	FALSE
2700062C07Rik	chr18	FALSE	FALSE
Surf6	chr2	FALSE	TRUE
Cmtr1	chr17	TRUE	FALSE
Tmtc2	chr10	TRUE	FALSE
Hsd3b7	chr7	TRUE	FALSE
Slc29a1	chr17	FALSE	FALSE
Barhl2	chr5	TRUE	FALSE
Cic	chr7	FALSE	FALSE
Arrb2	chr11	FALSE	TRUE
Rims2	chr15	TRUE	TRUE
Nab1	chr1	TRUE	FALSE
Rpl15	chr14	FALSE	TRUE
Ccng2	chr5	FALSE	FALSE
Ptch1	chr13	TRUE	TRUE
Rnf225	chr7	FALSE	FALSE
Zbtb7b	chr3	TRUE	FALSE
Rwdd4a	chr8	FALSE	TRUE
Wdr5	chr2	FALSE	FALSE
Foxred2	chr15	FALSE	FALSE
Nek2	chr1	FALSE	FALSE
Kank2	chr9	FALSE	TRUE
B4galt6	chr18	FALSE	FALSE
Prelid1	chr13	FALSE	TRUE
Nrep	chr18	TRUE	FALSE
Dnaja4	chr9	FALSE	FALSE
Sspn	chr6	TRUE	FALSE
Rgl3	chr9	FALSE	FALSE
Stard7	chr2	TRUE	TRUE
Manba	chr3	TRUE	FALSE
Hnrnpc	chr14	FALSE	TRUE
Brf2	chr8	FALSE	FALSE
A130010J15Rik	chr1	FALSE	FALSE
Rtl6	chr15	FALSE	FALSE
Oma1	chr4	FALSE	FALSE
Sec61a1	chr6	FALSE	TRUE
Slc25a44	chr3	TRUE	FALSE
Map1lc3a	chr2	FALSE	FALSE
Zfp963	chr8	FALSE	TRUE
Rbm24	chr13	FALSE	FALSE
Bmp1	chr14	TRUE	TRUE
Rnf5	chr17	FALSE	FALSE
Synpr	chr14	TRUE	FALSE
Tcea1	chr1	TRUE	FALSE
Rgs2	chr1	FALSE	TRUE
Paxbp1	chr16	FALSE	TRUE
Mphosph6	chr8	FALSE	TRUE
Ldhd	chr8	FALSE	FALSE
Mtrr	chr13	FALSE	TRUE
Ndufa5	chr6	FALSE	TRUE
Txlng	chrX	FALSE	TRUE
Mdh1	chr11	FALSE	TRUE
Pigm	chr1	FALSE	TRUE
Cyp2u1	chr3	FALSE	TRUE
Fam98c	chr7	TRUE	TRUE
Gnai1	chr5	FALSE	FALSE
Ints10	chr8	FALSE	TRUE
Cdc34	chr10	FALSE	FALSE
Cited2	chr10	FALSE	FALSE
Mier2	chr10	FALSE	TRUE
Pabpc5	chrX	TRUE	TRUE
Idh2	chr7	FALSE	TRUE
Astn1	chr1	TRUE	FALSE
Irgq	chr7	FALSE	FALSE
Tcte2	chr17	FALSE	FALSE
Txlna	chr4	FALSE	TRUE
Eif3d	chr15	FALSE	TRUE
Bdh1	chr16	TRUE	FALSE
Faf2	chr13	TRUE	FALSE
Endod1	chr9	FALSE	FALSE
Tmem121	chr12	FALSE	FALSE
Rnaset2a	chr17	TRUE	FALSE
Tgds	chr14	FALSE	FALSE
Nab2	chr10	FALSE	FALSE
Phf23	chr11	FALSE	FALSE
Ccdc47	chr11	FALSE	TRUE
Tmbim6	chr15	FALSE	TRUE
Arl14ep	chr2	FALSE	FALSE
Crot	chr5	FALSE	TRUE
Bag6	chr17	FALSE	TRUE
Hyal3	chr9	FALSE	FALSE
Ncln	chr10	TRUE	TRUE
Jkamp	chr12	FALSE	TRUE
Upf3a	chr8	FALSE	TRUE
Setx	chr2	FALSE	FALSE
Ccng1	chr11	TRUE	FALSE
Cblb	chr16	TRUE	FALSE
Coq8a	chr1	FALSE	TRUE
Gpd1	chr15	FALSE	FALSE
Scyl2	chr10	TRUE	TRUE
Fabp3	chr4	FALSE	FALSE
Jph3	chr8	FALSE	TRUE
Tpk1	chr6	TRUE	FALSE
Zhx1	chr15	FALSE	FALSE
Ift27	chr15	FALSE	FALSE
Sncb	chr13	FALSE	TRUE
Mfsd4b1	chr10	FALSE	FALSE
Tubb5	chr17	FALSE	TRUE
Pofut2	chr10	FALSE	FALSE
Rab3a	chr8	FALSE	TRUE
Epha8	chr4	TRUE	FALSE
Brk1	chr6	FALSE	TRUE
Sde2	chr1	FALSE	FALSE
Zxdc	chr6	FALSE	TRUE
Akap1	chr11	FALSE	FALSE
Rnf7	chr9	TRUE	TRUE
Pam16	chr16	FALSE	TRUE
Gdf1	chr8	FALSE	TRUE
Clta	chr4	TRUE	TRUE
Ddx20	chr3	FALSE	FALSE
Bhlha15	chr5	FALSE	TRUE
Prdm9	chr17	FALSE	TRUE
Rnf227	chr11	TRUE	FALSE
Ccdc117	chr11	TRUE	TRUE
Ppp1r14a	chr7	TRUE	FALSE
Alg13	chrX	FALSE	TRUE
Ftl1	chr7	FALSE	FALSE
Aldh3a2	chr11	FALSE	FALSE
Stx6	chr1	FALSE	FALSE
Zfp511	chr7	TRUE	TRUE
Echdc3	chr2	TRUE	FALSE
Slc9a5	chr8	FALSE	FALSE
Vcpip1	chr1	TRUE	TRUE
Chchd4	chr6	FALSE	TRUE
Csnk1a1	chr18	FALSE	TRUE
Slc35f5	chr1	FALSE	FALSE
Cdk5r1	chr11	FALSE	TRUE
Mcrs1	chr15	FALSE	FALSE
Shisa8	chr15	TRUE	FALSE
Spryd7	chr14	FALSE	FALSE
Rcl1	chr19	FALSE	TRUE
Oat	chr7	FALSE	TRUE
Acbd3	chr1	FALSE	FALSE
Wee1	chr7	FALSE	TRUE
Igfals	chr17	TRUE	FALSE
Abhd16b	chr2	TRUE	FALSE
Rpl34	chr3	FALSE	TRUE
Alas1	chr9	FALSE	TRUE
Slc5a2	chr7	FALSE	FALSE
Svip	chr7	FALSE	TRUE
Aqp11	chr7	TRUE	TRUE
Pan2	chr10	TRUE	TRUE
Btbd2	chr10	TRUE	TRUE
Ccnh	chr13	TRUE	FALSE
Megf9	chr4	FALSE	FALSE
Dipk2a	chr9	TRUE	TRUE
Pigz	chr16	FALSE	TRUE
Cdkn2c	chr4	FALSE	FALSE
Cebpzos	chr17	FALSE	FALSE
Spg21	chr9	FALSE	FALSE
Lrfn1	chr7	FALSE	TRUE
Rbm15	chr3	FALSE	TRUE
Fam133b	chr5	TRUE	TRUE
Reep2	chr18	FALSE	TRUE
H2az1	chr3	FALSE	FALSE
Abra	chr15	TRUE	FALSE
Zfp641	chr15	TRUE	TRUE
Mcrip2	chr17	FALSE	FALSE
Rer1	chr4	FALSE	FALSE
Gpatch2	chr1	FALSE	TRUE
Jmjd6	chr11	FALSE	FALSE
Arfgap2	chr2	TRUE	FALSE
Stmn1	chr4	FALSE	FALSE
Mrpl41	chr2	FALSE	TRUE
Aard	chr15	FALSE	FALSE
Mospd3	chr5	FALSE	TRUE
Rps24	chr14	FALSE	FALSE
Smad5	chr13	FALSE	FALSE
Sec61g	chr11	FALSE	TRUE
Tada2b	chr5	FALSE	TRUE
Dedd2	chr7	FALSE	TRUE
Ptov1	chr7	FALSE	FALSE
Rasa4	chr5	FALSE	TRUE
Flvcr1	chr1	FALSE	FALSE
Klf10	chr15	FALSE	FALSE
Scd2	chr19	TRUE	FALSE
Tfrc	chr16	FALSE	FALSE
Commd7	chr2	TRUE	FALSE
H13	chr2	FALSE	TRUE
Nradd	chr9	TRUE	TRUE
Xbp1	chr11	FALSE	TRUE
Slc25a30	chr14	FALSE	TRUE
Maf	chr8	TRUE	FALSE
Nipal2	chr15	FALSE	FALSE
Mmp28	chr11	FALSE	FALSE
B4galt2	chr4	FALSE	TRUE
Mtf1	chr4	FALSE	TRUE
Slc17a7	chr7	FALSE	TRUE
Cul9	chr17	FALSE	TRUE
Aifm3	chr16	FALSE	TRUE
Stac3	chr10	FALSE	FALSE
Ywhah	chr5	FALSE	TRUE
Map3k1	chr13	FALSE	FALSE
Usp21	chr1	TRUE	FALSE
Car7	chr8	FALSE	FALSE
Phospho1	chr11	FALSE	TRUE
Cdnf	chr2	TRUE	FALSE
Aacs	chr5	FALSE	FALSE
Zdhhc7	chr8	FALSE	TRUE
Ncam2	chr16	TRUE	TRUE
Sap130	chr18	FALSE	TRUE
Tmem64	chr4	TRUE	FALSE
Pcbd1	chr10	TRUE	FALSE
Krba1	chr6	FALSE	FALSE
Cggbp1	chr16	FALSE	TRUE
Pdha1	chrX	FALSE	TRUE
Slc22a15	chr3	TRUE	FALSE
Errfi1	chr4	TRUE	FALSE
Scn2b	chr9	FALSE	TRUE
Smox	chr2	FALSE	FALSE
Grk2	chr19	FALSE	FALSE
Rep15	chr6	TRUE	FALSE
H1f0	chr15	FALSE	FALSE
Pmvk	chr3	TRUE	FALSE
Sftpb	chr6	TRUE	FALSE
Layn	chr9	FALSE	FALSE
2310033P09Rik	chr11	TRUE	TRUE
Slc23a3	chr1	FALSE	FALSE
Ppp1r9b	chr11	FALSE	TRUE
2010003K11Rik	chr19	TRUE	FALSE
Bambi	chr18	FALSE	TRUE
Dstn	chr2	FALSE	FALSE
Tob2	chr15	FALSE	FALSE
Vps28	chr15	FALSE	TRUE
Krtap11-1	chr16	FALSE	TRUE
Idi1	chr13	FALSE	TRUE
Abca5	chr11	FALSE	TRUE
Homez	chr14	TRUE	FALSE
Fdft1	chr14	FALSE	TRUE
Osgin2	chr4	FALSE	FALSE
Meltf	chr16	FALSE	FALSE
Gtpbp6	chr5	FALSE	TRUE
Aip	chr19	FALSE	FALSE
Sebox	chr11	FALSE	FALSE
Snw1	chr12	TRUE	TRUE
Tob1	chr11	FALSE	TRUE
Preb	chr5	TRUE	TRUE
Ndufaf8	chr11	TRUE	TRUE
Cntnap1	chr11	TRUE	FALSE
Rasl10b	chr11	FALSE	TRUE
Ppm1l	chr3	FALSE	FALSE
Ddo	chr10	FALSE	FALSE
Cnpy3	chr17	FALSE	FALSE
Grsf1	chr5	FALSE	TRUE
Zfp629	chr7	TRUE	TRUE
Thnsl2	chr6	FALSE	FALSE
Foxred1	chr9	FALSE	TRUE
Wdr26	chr1	FALSE	TRUE
Nelfa	chr5	FALSE	TRUE
Stat2	chr10	FALSE	FALSE
Tsnax	chr8	FALSE	FALSE
Gadd45g	chr13	FALSE	TRUE
Ptprd	chr4	TRUE	FALSE
Pcgf1	chr6	FALSE	TRUE
Numb	chr12	TRUE	FALSE
Lyar	chr5	FALSE	TRUE
Nr0b2	chr4	FALSE	FALSE
Mutyh	chr4	FALSE	FALSE
Acaa1a	chr9	FALSE	FALSE
Aprt	chr8	FALSE	FALSE
Mfsd1	chr3	FALSE	TRUE
Khdc4	chr3	FALSE	TRUE
Dnaaf2	chr12	FALSE	TRUE
Sh3glb1	chr3	FALSE	TRUE
Zfp787	chr7	FALSE	TRUE
Elmod3	chr6	TRUE	FALSE
Gabra6	chr11	TRUE	TRUE
Spry4	chr18	FALSE	FALSE
Znrf3	chr11	FALSE	FALSE
Terf2ip	chr8	FALSE	TRUE
Eno1	chr4	FALSE	TRUE
Fam110a	chr2	TRUE	FALSE
Adh5	chr3	FALSE	TRUE
Dusp14	chr11	FALSE	FALSE
Abca3	chr17	FALSE	TRUE
Hebp2	chr10	FALSE	FALSE
Dipk1b	chr2	FALSE	TRUE
Dgkq	chr5	FALSE	TRUE
Mnt	chr11	FALSE	TRUE
Jph4	chr14	TRUE	TRUE
Gde1	chr7	FALSE	FALSE
Ddit4	chr10	FALSE	TRUE
Trp53i11	chr2	FALSE	FALSE
Capg	chr6	FALSE	FALSE
Dis3l	chr9	FALSE	TRUE
Lsm11	chr11	FALSE	FALSE
Zfp369	chr13	FALSE	TRUE
Ninj1	chr13	FALSE	FALSE
Itga3	chr11	FALSE	FALSE
Commd8	chr5	TRUE	TRUE
Tmem240	chr4	FALSE	TRUE
Amer3	chr1	FALSE	FALSE
Atad1	chr19	FALSE	TRUE
Dcun1d2	chr8	FALSE	TRUE
Ppp1r37	chr7	TRUE	TRUE
Rnf34	chr5	FALSE	TRUE
Trappc3	chr4	FALSE	FALSE
Akap8	chr17	FALSE	TRUE
Micos13	chr17	FALSE	FALSE
Oxld1	chr11	FALSE	TRUE
Tmem265	chr7	FALSE	FALSE
Trim62	chr4	TRUE	FALSE
Hmgn2	chr4	FALSE	FALSE
Ywhab	chr2	FALSE	FALSE
Extl2	chr3	TRUE	TRUE
Tmem109	chr19	TRUE	FALSE
Maneal	chr4	FALSE	FALSE
Trib1	chr15	FALSE	FALSE
Atp6v0b	chr4	FALSE	FALSE
Acot2	chr12	FALSE	FALSE
Csrp2	chr10	FALSE	TRUE
Hnrnpl	chr7	FALSE	TRUE
Bbs2	chr8	FALSE	TRUE
Etfdh	chr3	FALSE	FALSE
Spr	chr6	TRUE	FALSE
Sptbn2	chr19	FALSE	TRUE
Dbnl	chr11	FALSE	TRUE
Med21	chr6	FALSE	FALSE
Tmem229a	chr6	FALSE	TRUE
Syf2	chr4	TRUE	FALSE
Cited4	chr4	TRUE	FALSE
Pip5k1c	chr10	FALSE	TRUE
Slc27a4	chr2	FALSE	TRUE
Ndufb7	chr8	FALSE	TRUE
Arhgef2	chr3	FALSE	TRUE
Pdcl3	chr1	FALSE	FALSE
Gba2	chr4	FALSE	FALSE
Rpl41	chr10	FALSE	TRUE
Cdc25b	chr2	FALSE	FALSE
Xpa	chr4	FALSE	TRUE
Pnrc1	chr4	FALSE	TRUE
Cplx2	chr13	FALSE	FALSE
Bcl6	chr16	TRUE	FALSE
Junb	chr8	FALSE	FALSE
Map3k8	chr18	FALSE	FALSE
Fastk	chr5	TRUE	FALSE
Osbpl7	chr11	FALSE	FALSE
Zdhhc22	chr12	FALSE	TRUE
B3gat2	chr1	FALSE	FALSE
Tnks	chr8	TRUE	TRUE
Tuba4a	chr1	FALSE	TRUE
Ufm1	chr3	FALSE	TRUE
Mt3	chr8	TRUE	TRUE
Mrgprf	chr7	FALSE	FALSE
Ccdc71l	chr12	TRUE	FALSE
Fbxo5	chr10	FALSE	TRUE
Hspa4l	chr3	FALSE	FALSE
Rbm43	chr2	FALSE	FALSE
Lrfn4	chr19	FALSE	TRUE
Bcl2l1	chr2	FALSE	FALSE
Golga7b	chr19	FALSE	FALSE
Vwce	chr19	TRUE	TRUE
Oaz1	chr10	FALSE	FALSE
Ckb	chr12	FALSE	TRUE
Zc2hc1a	chr3	TRUE	FALSE
Clk3	chr9	TRUE	TRUE
Ndufb9	chr15	TRUE	TRUE
Gm1673	chr5	FALSE	TRUE
Btbd10	chr7	FALSE	FALSE
Mtrf1l	chr10	FALSE	TRUE
Casp8ap2	chr4	FALSE	TRUE
Urb2	chr8	TRUE	FALSE
Per1	chr11	FALSE	TRUE
Dcps	chr9	TRUE	FALSE
Rps19	chr7	FALSE	TRUE
Rps13	chr7	FALSE	TRUE
Cuedc2	chr19	FALSE	FALSE
Tpgs1	chr10	FALSE	TRUE
Ogfod2	chr5	FALSE	TRUE
Mex3b	chr7	FALSE	TRUE
Nt5c	chr11	FALSE	FALSE
Josd2	chr7	FALSE	TRUE
Dck	chr5	FALSE	FALSE
Otud5	chrX	FALSE	TRUE
Atp6ap2	chrX	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Mrpl53	chr6	FALSE	TRUE
Pex5	chr6	FALSE	TRUE
Hdac2	chr10	FALSE	TRUE
Immp1l	chr2	FALSE	FALSE
Lrrc58	chr16	FALSE	TRUE
Glud1	chr14	TRUE	TRUE
Zfp41	chr15	FALSE	FALSE
Susd2	chr10	TRUE	FALSE
Tubb2a	chr13	TRUE	TRUE
Zmynd12	chr4	TRUE	FALSE
Kcnab3	chr11	TRUE	FALSE
Aldh18a1	chr19	FALSE	TRUE
Zbtb21	chr16	FALSE	TRUE
Ccnj	chr19	FALSE	FALSE
Cotl1	chr8	TRUE	FALSE
Inhbe	chr10	FALSE	TRUE
Jak2	chr19	FALSE	FALSE
Rrp9	chr9	FALSE	FALSE
Mfsd5	chr15	FALSE	TRUE
Gadd45a	chr6	FALSE	TRUE
Vwa7	chr17	FALSE	FALSE
Rps6	chr4	FALSE	TRUE
Tcf4	chr18	TRUE	FALSE
Smad7	chr18	TRUE	TRUE
Chgb	chr2	TRUE	FALSE
Purg	chr8	FALSE	TRUE
Orai2	chr5	FALSE	FALSE
Cldn12	chr5	FALSE	FALSE
Rrp15	chr1	FALSE	FALSE
Rraga	chr4	FALSE	TRUE
Phykpl	chr11	FALSE	TRUE
Porcn	chrX	FALSE	TRUE
Stk35	chr2	FALSE	TRUE
Zfp692	chr11	FALSE	FALSE
Kcnj9	chr1	FALSE	FALSE
Zfp784	chr7	FALSE	TRUE
Zfp786	chr6	FALSE	FALSE
Tnfaip3	chr10	FALSE	TRUE
Pdf	chr8	TRUE	TRUE
Phyhip	chr14	FALSE	FALSE
Eri1	chr8	TRUE	FALSE
En2	chr5	TRUE	TRUE
Dpp10	chr1	FALSE	TRUE
Akirin1	chr4	FALSE	FALSE
Nebl	chr2	FALSE	TRUE
Trim59	chr3	FALSE	TRUE
Nfkbil1	chr17	FALSE	TRUE
Itpkc	chr7	FALSE	FALSE
Tesc	chr5	FALSE	FALSE
Lrp10	chr14	FALSE	FALSE
Dsel	chr1	FALSE	TRUE
Ptges3	chr10	FALSE	FALSE
Aoah	chr13	TRUE	FALSE
Ppp1r35	chr5	FALSE	TRUE
Pop7	chr5	FALSE	TRUE
Cd81	chr7	FALSE	TRUE
Eef1a2	chr2	FALSE	TRUE
Retreg2	chr1	FALSE	FALSE
Pgls	chr8	FALSE	TRUE
Dscaml1	chr9	TRUE	FALSE
Mvp	chr7	FALSE	FALSE
Pdcd4	chr19	FALSE	FALSE
Cep63	chr9	FALSE	TRUE
Aloxe3	chr11	FALSE	FALSE
Ttc32	chr12	TRUE	FALSE
Pelo	chr13	FALSE	TRUE
Cdkn2aip	chr8	FALSE	TRUE
Ap3d1	chr10	FALSE	FALSE
Mrps16	chr14	FALSE	FALSE
Trim28	chr7	FALSE	TRUE
Tle5	chr10	FALSE	TRUE
Kctd9	chr14	FALSE	TRUE
Eogt	chr6	FALSE	TRUE
Zfp280b	chr10	FALSE	TRUE
Zfp868	chr8	FALSE	TRUE
Gna11	chr10	FALSE	TRUE
Serbp1	chr6	TRUE	TRUE
Tfap4	chr16	FALSE	TRUE
Nap1l1	chr10	FALSE	FALSE
Prkar1a	chr11	FALSE	TRUE
Kcnb2	chr1	TRUE	TRUE
Golga5	chr12	FALSE	TRUE
Csdc2	chr15	TRUE	FALSE
Enho	chr4	FALSE	FALSE
Cdkn1b	chr6	TRUE	FALSE
Dusp4	chr8	FALSE	TRUE
Fau	chr19	TRUE	TRUE
Pars2	chr4	FALSE	TRUE
AI854703	chr6	TRUE	FALSE
Ajm1	chr2	TRUE	FALSE
Dyrk1b	chr7	FALSE	TRUE
Gucy2e	chr11	FALSE	FALSE
Bod1	chr11	TRUE	FALSE
Msl3	chrX	FALSE	TRUE
Msh6	chr17	FALSE	TRUE
Nfe2l1	chr11	FALSE	TRUE
AU022252	chr4	FALSE	FALSE
Sharpin	chr15	FALSE	TRUE
Ppm1k	chr6	TRUE	FALSE
Nagk	chr6	FALSE	FALSE
Nfatc2ip	chr7	TRUE	TRUE
Midn	chr10	FALSE	TRUE
Msto1	chr3	TRUE	TRUE
Mak16	chr8	TRUE	TRUE
Hnrnpdl	chr5	FALSE	TRUE
Fbxl16	chr17	TRUE	TRUE
Tmem115	chr9	TRUE	TRUE
Ubfd1	chr7	FALSE	TRUE
Thra	chr11	FALSE	FALSE
Senp2	chr16	FALSE	TRUE
Vash1	chr12	FALSE	FALSE
Snx21	chr2	FALSE	TRUE
Tfb2m	chr1	FALSE	TRUE
Gm13889	chr2	FALSE	FALSE
Rpa1	chr11	FALSE	FALSE
Ldlr	chr9	TRUE	TRUE
C1qtnf6	chr15	TRUE	FALSE
Cryab	chr9	FALSE	FALSE
Pold4	chr19	FALSE	FALSE
Wdr45b	chr11	FALSE	FALSE
Hpcal1	chr12	FALSE	FALSE
Il2rb	chr15	TRUE	FALSE
Psmb3	chr11	FALSE	TRUE
Btbd19	chr4	FALSE	TRUE
Smad2	chr18	FALSE	TRUE
Tnfaip1	chr11	FALSE	FALSE
Inafm1	chr7	TRUE	TRUE
Spryd3	chr15	FALSE	TRUE
Gpx7	chr4	TRUE	TRUE
Adal	chr2	FALSE	TRUE
Ptma	chr1	FALSE	TRUE
Mea1	chr17	FALSE	TRUE
Pnn	chr12	TRUE	TRUE
Tspyl1	chr10	TRUE	TRUE
Gon7	chr12	TRUE	TRUE
Dact1	chr12	FALSE	FALSE
Zdhhc9	chrX	FALSE	FALSE
Ap3m2	chr8	FALSE	TRUE
Slbp	chr5	FALSE	TRUE
Tmem104	chr11	FALSE	FALSE
Rgl2	chr17	FALSE	FALSE
Dab2ip	chr2	FALSE	FALSE
Tmem170	chr8	FALSE	FALSE
Zcchc3	chr2	FALSE	FALSE
Slc38a10	chr11	FALSE	FALSE
Fasn	chr11	FALSE	TRUE
Wdr4	chr17	TRUE	FALSE
Cep97	chr16	FALSE	FALSE
Zfp428	chr7	FALSE	TRUE
Gm38431	chr9	FALSE	TRUE
Aph1a	chr3	FALSE	TRUE
Asah1	chr8	FALSE	FALSE
Cnih1	chr14	FALSE	TRUE
Dmxl1	chr18	FALSE	TRUE
Slc16a6	chr11	FALSE	FALSE
Rnf6	chr5	FALSE	FALSE
Rnf112	chr11	TRUE	FALSE
Sertad3	chr7	FALSE	TRUE
Borcs6	chr11	FALSE	FALSE
Ccdc184	chr15	FALSE	FALSE
Stk25	chr1	FALSE	TRUE
Zfp579	chr7	FALSE	TRUE
Stoml2	chr4	TRUE	FALSE
Urb1	chr16	FALSE	FALSE
Hnrnpa0	chr13	FALSE	TRUE
Ttc39c	chr18	FALSE	TRUE
Lingo4	chr3	TRUE	TRUE
Cox7a2l	chr17	FALSE	TRUE
Ddx1	chr12	FALSE	TRUE
Mfap4	chr11	FALSE	FALSE
Hsp90aa1	chr12	FALSE	TRUE
Pcif1	chr2	TRUE	TRUE
Cox4i1	chr8	TRUE	TRUE
Ctns	chr11	FALSE	TRUE
Brms1l	chr12	FALSE	TRUE
Clk4	chr11	FALSE	TRUE
Crlf2	chr5	FALSE	TRUE
Tfam	chr10	FALSE	TRUE
Ttc14	chr3	FALSE	TRUE
Mfap3	chr11	TRUE	TRUE
Pnpla6	chr8	FALSE	FALSE
Fbxo7	chr10	FALSE	FALSE
Lsp1	chr7	FALSE	FALSE
Rcbtb1	chr14	FALSE	FALSE
Cdkn1a	chr17	TRUE	FALSE
Mpv17l2	chr8	FALSE	FALSE
Acat2	chr17	FALSE	TRUE
Pdia4	chr6	FALSE	FALSE
Ier5	chr1	FALSE	TRUE
Akirin2	chr4	FALSE	FALSE
Chaf1a	chr17	FALSE	FALSE
Fus	chr7	TRUE	TRUE
Arl1	chr10	FALSE	FALSE
Rragb	chrX	FALSE	FALSE
Bola3	chr6	TRUE	FALSE
Il3ra	chr14	FALSE	FALSE
Tubg1	chr11	FALSE	TRUE
Phb2	chr6	FALSE	TRUE
Sh2b3	chr5	FALSE	TRUE
Cryz	chr3	FALSE	TRUE
Rassf8	chr6	TRUE	FALSE
Zbtb14	chr17	FALSE	TRUE
Nat8l	chr5	TRUE	TRUE
Vasp	chr7	FALSE	FALSE
Rplp1	chr9	FALSE	TRUE
Ralgapa2	chr2	FALSE	FALSE
Herpud1	chr8	FALSE	TRUE
Cnot8	chr11	FALSE	FALSE
Chchd5	chr2	FALSE	TRUE
Zfp703	chr8	FALSE	TRUE
Vwa1	chr4	FALSE	FALSE
Gabrd	chr4	TRUE	TRUE
Slitrk3	chr3	TRUE	TRUE
Cd164	chr10	FALSE	FALSE
Mtres1	chr10	FALSE	TRUE
Trim27	chr13	FALSE	TRUE
Zfp655	chr5	FALSE	TRUE
Nfkbib	chr7	FALSE	TRUE
Cry1	chr10	FALSE	TRUE
Prr12	chr7	FALSE	TRUE
Thrsp	chr7	TRUE	FALSE
Babam1	chr8	FALSE	TRUE
Spock2	chr10	FALSE	TRUE
Arrdc1	chr2	TRUE	FALSE
Atic	chr1	FALSE	TRUE
Naaladl2	chr3	TRUE	FALSE
Pcsk7	chr9	FALSE	TRUE
A930018P22Rik	chr2	FALSE	TRUE
Ndufs8	chr19	FALSE	TRUE
Lpxn	chr19	FALSE	TRUE
Jmjd4	chr11	FALSE	TRUE
Lhfpl4	chr6	FALSE	TRUE
C130050O18Rik	chr5	FALSE	FALSE
Cdkal1	chr13	TRUE	FALSE
Mrps36	chr13	FALSE	TRUE
Dnaja1	chr4	FALSE	TRUE
Mamstr	chr7	FALSE	FALSE
Pfkfb4	chr9	FALSE	FALSE
Diras2	chr13	TRUE	TRUE
Hspd1	chr1	FALSE	TRUE
Ddx41	chr13	FALSE	TRUE
Bcl2l2	chr14	FALSE	TRUE
Mphosph8	chr14	FALSE	TRUE
Zfp568	chr7	FALSE	TRUE
Syngr1	chr15	FALSE	TRUE
Hey1	chr3	TRUE	TRUE
Siva1	chr12	TRUE	FALSE
Slc24a5	chr2	FALSE	TRUE
Yes1	chr5	FALSE	FALSE
Zbtb10	chr3	TRUE	TRUE
Phf13	chr4	FALSE	FALSE
Kazn	chr4	FALSE	FALSE
Rtn4rl1	chr11	FALSE	FALSE
Adrm1	chr2	FALSE	TRUE
Tpi1	chr6	FALSE	FALSE
Tspan17	chr13	FALSE	FALSE
Wdr73	chr7	FALSE	FALSE
Pgrmc1	chrX	FALSE	TRUE
Dync1i1	chr6	TRUE	FALSE
Stk40	chr4	FALSE	FALSE
Tbc1d8	chr1	FALSE	FALSE
Trap1	chr16	FALSE	TRUE
Cnr1	chr4	TRUE	FALSE
Taok3	chr5	FALSE	FALSE
Elavl4	chr4	TRUE	FALSE
Banf1	chr19	FALSE	TRUE
Spata20	chr11	FALSE	FALSE
Rpl7	chr1	FALSE	TRUE
