seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr15	54917079	54918937	1859	*	4.833811856	4.675206701	4.976694683	-0.084543054	0.234496866	0.698374375
chr9	53536204	53538194	1991	*	4.833918957	4.686385402	4.967755258	-0.075275491	0.274907955	0.736104317
chr3	122465903	122467663	1761	*	4.834012211	4.737153586	4.924775116	-0.047565184	0.461985784	0.850981911
chr7	92480899	92482202	1304	*	4.834072934	5.593792154	3.129626393	1.919714184	1.72E-05	0.00061022
chr1	166238173	166239127	955	*	4.834077698	4.780093837	4.886114199	-0.023390577	0.708885868	0.93867605
chr4	47577684	47578959	1276	*	4.834170935	4.89597478	4.769600506	0.027990233	0.656801593	0.923516641
chr17	30909058	30910157	1100	*	4.834178324	4.542556324	5.076649104	-0.160148704	0.081662496	0.461449887
chr6	142963501	142965393	1893	*	4.834178939	4.73049157	4.930911302	-0.046800705	0.470432286	0.855598927
chr9	79000423	79001803	1381	*	4.834211029	5.505912373	3.537487543	1.856772378	2.90E-15	7.15E-13
chr12	110617553	110619510	1958	*	4.834256047	4.830900218	4.837604087	-0.00146313	0.980911554	0.996734577
chr2	27415181	27416457	1277	*	4.834301027	4.411464823	5.160888189	-0.348463948	0.013668387	0.15715415
chr16	35687105	35688024	920	*	4.834409227	4.824337949	4.844410686	-0.002340489	0.969792415	0.995366854
chr18	13456842	13458439	1598	*	4.83446008	5.230035949	4.287650518	0.680883341	0.001086047	0.021697641
chr14	70603889	70606239	2351	*	4.834490438	4.735667921	4.926975542	-0.047845301	0.458580024	0.849745927
chr3	140143247	140143996	750	*	4.834509916	4.850714007	4.818121753	0.0038991	0.955056397	0.993020115
chr7	111121229	111123216	1988	*	4.834582327	4.595886711	5.039335024	-0.158876195	0.067783921	0.421519056
chr3	148857844	148859525	1682	*	4.834606207	4.604837892	5.032758564	-0.140319355	0.095804707	0.495639859
chr16	77134412	77135927	1516	*	4.834688378	4.967303787	4.688637243	0.072428195	0.294693859	0.750729809
chr19	57313494	57315984	2491	*	4.834713899	4.790498601	4.877614297	-0.020942528	0.734717557	0.945628798
chr7	125037519	125039007	1489	*	4.834909442	4.809217551	4.860151799	-0.010410891	0.866347542	0.976518876
chr1	73910194	73911389	1196	*	4.83493814	4.652281579	4.9970462	-0.082754142	0.251830791	0.715836577
chr9	36767184	36768629	1446	*	4.834968713	4.72848938	4.934126526	-0.062755268	0.342384106	0.784242709
chr3	152743544	152744917	1374	*	4.835055477	4.682515248	4.972998326	-0.072289493	0.29986111	0.754248067
chr8	114555608	114556736	1129	*	4.835069661	5.161714791	4.412136	0.326484295	0.018532665	0.194513067
chr18	25167726	25169716	1991	*	4.835188917	4.726787711	4.936011222	-0.050365664	0.44261845	0.84218083
chr19	46653846	46656088	2243	*	4.835191445	4.796567304	4.872808437	-0.017066434	0.783429657	0.957783051
chr12	83950549	83952549	2001	*	4.835214027	4.786267515	4.882554271	-0.018180281	0.770789411	0.954048858
chr8	125315678	125316639	962	*	4.835217565	4.90144155	4.765806835	0.028460299	0.652124878	0.921968779
chr8	83955083	83956665	1583	*	4.835246347	4.723444806	4.939003501	-0.060490183	0.360506987	0.796357257
chr9	102081214	102082317	1104	*	4.83527307	3.7436394	5.449530856	-1.51849642	3.89E-07	2.06E-05
chr9	96751841	96754481	2641	*	4.83533589	4.671049805	4.982811928	-0.100343698	0.170184257	0.626294087
chr11	97628077	97629871	1795	*	4.835358235	4.68879445	4.968396111	-0.054763911	0.425697956	0.83396657
chr15	39658044	39660484	2441	*	4.835377573	4.990288497	4.661809522	0.092080522	0.206405642	0.669910114
chr8	13877734	13879753	2020	*	4.83552183	4.809507671	4.861075207	-0.01102847	0.857534824	0.974460858
chr19	10182774	10184822	2049	*	4.835524321	4.759707077	4.907555327	-0.03825823	0.54765571	0.88689192
chr13	66932707	66934674	1968	*	4.835533397	4.710040579	4.950978405	-0.055271355	0.411831256	0.826171729
chr2	4594110	4595327	1218	*	4.835586202	3.906391029	5.396153239	-1.334257424	6.27E-07	3.14E-05
chr12	29790763	29791733	971	*	4.835600852	4.658155251	4.993592325	-0.071250325	0.317645734	0.768284342
chr3	101390690	101391928	1239	*	4.835728801	4.758497791	4.909034679	-0.031539516	0.621363964	0.91183155
chr8	87471974	87473549	1576	*	4.835755891	4.882741497	4.787188398	0.020077256	0.747904706	0.948856685
chr17	30278351	30279803	1453	*	4.835867976	4.123912854	5.310441861	-0.425177585	0.017031367	0.183279724
chr17	62604431	62605374	944	*	4.835991409	5.327292635	4.085225142	1.111781502	2.43E-06	0.000106407
chr19	24099784	24102072	2289	*	4.836040063	4.845489635	4.826528187	0.003307537	0.956880062	0.993424507
chr18	46463596	46464854	1259	*	4.836077004	4.978648665	4.677855243	0.064339435	0.355592313	0.793357275
chr19	42751014	42752617	1604	*	4.836103814	4.659785725	4.993201058	-0.100141336	0.171619979	0.628067082
chr1	152088797	152091481	2685	*	4.836222547	4.846900815	4.825464654	0.004922095	0.93588385	0.990205127
chr14	37317107	37319632	2526	*	4.836462328	5.159942881	4.41883368	0.432620872	0.005348742	0.07851212
chr4	131207846	131208784	939	*	4.83647274	5.004067913	4.646817638	0.114725679	0.13079112	0.567770938
chr13	43989389	43991733	2345	*	4.836486527	4.78649765	4.884801156	-0.025805046	0.678617594	0.929935507
chr13	96670466	96671593	1128	*	4.836549522	4.616527285	5.027414403	-0.13019145	0.110230055	0.528638206
chr4	98664708	98667227	2520	*	4.836627964	5.381153684	3.951552565	1.329260208	2.24E-08	1.56E-06
chr11	106215992	106217488	1497	*	4.836668639	4.608760593	5.033436642	-0.148700133	0.077963259	0.450685097
chr8	80879363	80881889	2527	*	4.836671527	4.87871337	4.793367666	0.020640045	0.737960062	0.946384358
chr5	118689086	118690257	1172	*	4.836675066	4.241935221	5.2565765	-0.891905874	2.61E-05	0.000880747
chr6	146576579	146578838	2260	*	4.836690588	4.770100698	4.900342044	-0.030744654	0.625641219	0.913048775
chr7	127235215	127237210	1996	*	4.836751722	4.839840256	4.833656563	-0.000563027	0.992707535	0.998741639
chr16	92454482	92455753	1272	*	4.836759337	4.877408101	4.794931983	0.020838088	0.735941984	0.945782131
chr19	21736364	21737253	890	*	4.836843625	5.608484453	3.064780083	2.376283168	1.31E-15	3.46E-13
chr16	8539509	8541470	1962	*	4.836986021	4.599166557	5.041094078	-0.153533574	0.072747859	0.436256099
chr12	29290658	29291583	926	*	4.83709414	4.820580339	4.853421054	-0.00833345	0.891725544	0.98177318
chr16	96173468	96174777	1310	*	4.83723814	5.250026621	4.256763185	0.865247077	4.50E-05	0.001423132
chr3	153681514	153682820	1307	*	4.837246035	4.629790153	5.018586342	-0.119124707	0.129886762	0.566234249
chr1	135531051	135533240	2190	*	4.837283791	4.641953683	5.0092937	-0.107572664	0.154500154	0.603557156
chr7	126065405	126066418	1014	*	4.837346357	4.560603864	5.069451132	-0.163498989	0.076017931	0.445491864
chr2	156658023	156660177	2155	*	4.837364195	4.571025338	5.062112313	-0.158718184	0.074832947	0.442181645
chr11	75900761	75902074	1314	*	4.837388925	4.576526699	5.058227784	-0.1659163	0.065794658	0.415360487
chr16	46573245	46574579	1335	*	4.837413625	5.191588021	4.366976995	0.435839123	0.008124658	0.107298668
chr15	59634797	59635864	1068	*	4.837522182	4.641074147	5.010398125	-0.107375475	0.154484921	0.603526822
chr14	21589426	21591370	1945	*	4.837629205	5.089350457	4.53250622	0.265672831	0.016161319	0.176867047
chr12	52878087	52878453	367	*	4.837643198	3.786945765	5.439116526	-1.477199728	9.78E-07	4.68E-05
chr11	36494903	36496320	1418	*	4.837686398	4.531934814	5.089834809	-0.172938723	0.07381217	0.439465341
chr16	40224320	40224585	266	*	4.837692115	5.28201788	4.192306618	0.882143049	0.000288654	0.007109071
chr15	85267245	85269419	2175	*	4.837713902	4.718623725	4.947718744	-0.049531127	0.449109467	0.845154294
chr9	91418297	91420344	2048	*	4.83776313	4.717775666	4.948533069	-0.049957385	0.450445971	0.845904207
chr12	65225717	65227441	1725	*	4.83791192	4.7844285	4.889483281	-0.025921988	0.677602881	0.929573438
chr4	74012495	74014965	2471	*	4.83793329	4.807630973	4.867612211	-0.015152435	0.805781451	0.96300853
chr10	120870691	120872243	1553	*	4.837947044	4.83668546	4.839207526	0.000125913	0.998361102	0.999675699
chr16	7779631	7781268	1638	*	4.837949642	5.167510203	4.410100943	0.352820137	0.01405394	0.160494168
chr5	82899249	82900512	1264	*	4.837966609	4.474502635	5.128041781	-0.214197492	0.050115266	0.359039412
chr4	104911862	104914622	2761	*	4.837969833	4.645085693	5.008080745	-0.121778888	0.112333052	0.532460107
chr1	105359713	105361305	1593	*	4.838076445	5.220779169	4.31568735	0.796298079	3.95E-05	0.00127056
chr13	57809790	57810545	756	*	4.838197665	5.058638979	4.577890384	0.150109075	0.091364603	0.485303208
chr10	111670351	111671928	1578	*	4.838432725	4.854792721	4.821885079	0.005627576	0.926895837	0.98876069
chr5	108669149	108671467	2319	*	4.838447252	4.754187039	4.918056651	-0.037979465	0.549662942	0.887689289
chr6	140295753	140296954	1202	*	4.838494489	4.686677291	4.975845899	-0.083704512	0.23553437	0.699237288
chr16	17276287	17278341	2055	*	4.838603508	4.798750581	4.877385068	-0.017978484	0.77162648	0.954305391
chr18	39374526	39375640	1115	*	4.838750307	5.512515109	3.533923179	1.844981179	2.36E-14	4.92E-12
chr18	40619835	40621273	1439	*	4.838771207	5.20836796	4.340609474	0.656644835	0.000757772	0.016025862
chr1	74295591	74297626	2036	*	4.838914309	4.568532673	5.066531937	-0.247544633	0.019223291	0.199361251
chr8	87816047	87817930	1884	*	4.838938795	4.392191656	5.179563435	-0.380577674	0.011205028	0.136549924
chr5	105412448	105413497	1050	*	4.839032695	5.102528548	4.516412153	0.173781254	0.078242969	0.451523914
chr1	74121796	74123588	1793	*	4.839272014	4.590739863	5.051215696	-0.174812852	0.052976906	0.370022792
chr3	137529045	137530172	1128	*	4.839301133	5.178520058	4.394976939	0.443456934	0.006446204	0.090532212
chr2	18996789	18998858	2070	*	4.839331382	4.720558983	4.949065049	-0.046734361	0.481011888	0.859837655
chr7	92154777	92156951	2175	*	4.83937241	5.339518726	4.067465809	0.421263831	0.018839039	0.196786264
chr4	47606395	47607510	1116	*	4.839398839	5.401651018	3.905460512	1.373891483	1.60E-07	9.22E-06
chr11	104624686	104626321	1636	*	4.839418532	5.013024618	4.642026788	0.109238376	0.151911884	0.599838389
chr1	155098366	155099804	1439	*	4.839482358	4.616578933	5.03251057	-0.097919468	0.204805471	0.668144325
chr11	117394836	117395848	1013	*	4.839520485	4.456471977	5.141909092	-0.339813197	0.012150984	0.14483265
chr6	144287600	144288560	961	*	4.839539751	5.027774081	4.623007428	0.103016232	0.183419438	0.642619341
chr2	93175402	93177204	1803	*	4.839624561	4.932752216	4.740068029	0.048956888	0.448944747	0.844989591
chr2	143130800	143133430	2631	*	4.839634866	5.084990191	4.543825706	0.238151179	0.026890075	0.247655749
chr11	118407079	118409476	2398	*	4.839636696	4.870125657	4.808489464	0.014631801	0.811910715	0.964427316
chr1	14160871	14162038	1168	*	4.839721485	5.177663891	4.397591989	0.55881094	0.001526245	0.028831225
chr12	4374364	4375294	931	*	4.83981121	4.638559465	5.016394968	-0.060482283	0.412164393	0.82639414
chr11	47111875	47113741	1867	*	4.839907938	5.201237143	4.356711999	0.665129427	0.000568712	0.012658833
chr10	111895038	111896342	1305	*	4.83994275	5.177853537	4.39786755	0.344769728	0.016477921	0.179198417
chr8	117333224	117334866	1643	*	4.839996524	4.359068547	5.200061167	-0.475783607	0.005778167	0.083335422
chr8	57510995	57512861	1867	*	4.840100341	4.889430398	4.789023642	0.025162072	0.684916447	0.931577008
chr1	36498694	36500723	2030	*	4.840126041	4.922400937	4.752873842	0.046881954	0.465636676	0.852855335
chr8	117423102	117423440	339	*	4.840198488	4.148071671	5.305973718	-0.985829031	6.95E-05	0.002066645
chr1	75463691	75466244	2554	*	4.840254843	4.975809843	4.690629709	0.081769855	0.239076243	0.703152194
chr2	72744947	72746934	1988	*	4.840320135	4.701579311	4.96688129	-0.071169392	0.29613791	0.75172161
chr9	94787626	94788930	1305	*	4.840368279	4.427121956	5.161220599	-0.328800078	0.016521874	0.179480685
chr7	141291874	141294690	2817	*	4.840393401	4.735475029	4.938196248	-0.049302762	0.448371957	0.844740286
chr17	25377084	25378827	1744	*	4.840404937	4.828933922	4.851785463	-0.006518853	0.915243427	0.986693824
chr2	157767877	157769622	1746	*	4.840453391	4.545353982	5.085320762	-0.170661164	0.072516681	0.435517464
chr7	78764982	78767021	2040	*	4.840459789	4.789560445	4.889624396	-0.027152947	0.662821723	0.925060398
chr16	33577769	33578754	986	*	4.840462217	4.765931058	4.911331424	-0.036581891	0.561716481	0.891925078
chr5	108703830	108706051	2222	*	4.84058024	4.719816703	4.952011209	-0.051388222	0.437413145	0.839697995
chr4	46640134	46643545	3412	*	4.840599263	4.746500524	4.928934483	-0.046744151	0.467548985	0.854013234
chr15	101436895	101439075	2181	*	4.840626696	4.817399944	4.863485426	-0.007151392	0.907099658	0.985165835
chr8	114634785	114636418	1634	*	4.840641308	4.769446723	4.908487166	-0.031290751	0.621595194	0.911871176
chr12	26904243	26905656	1414	*	4.840673757	4.945305768	4.727855704	0.062194399	0.350481747	0.789602878
chr12	78225861	78227463	1603	*	4.840681586	4.781374629	4.897646487	-0.025875227	0.679006391	0.930027811
chr10	58625005	58626876	1872	*	4.840702249	4.586236887	5.056942612	-0.174292385	0.056290642	0.382773671
chr9	109931354	109932666	1313	*	4.840795305	4.858843686	4.822518272	0.005185295	0.933271969	0.989800504
chr10	108161363	108163283	1921	*	4.840858217	4.73832189	4.936588083	-0.04726499	0.466911292	0.853622445
chr11	114442375	114443444	1070	*	4.840911576	4.422634333	5.16478003	-0.263600087	0.033699807	0.285268239
chr17	8798300	8800063	1764	*	4.840941847	4.201089197	5.282660628	-0.914934286	7.10E-05	0.002103322
chr8	67522373	67525300	2928	*	4.841008378	4.651094924	5.008805202	-0.111662756	0.140854806	0.583282509
chr9	61714595	61715960	1366	*	4.841015483	4.741846366	4.933804074	-0.046938931	0.468769208	0.854643335
chr3	88332308	88334288	1981	*	4.841016541	4.693997485	4.974429369	-0.075310443	0.278763467	0.738997675
chrX	12490943	12493865	2923	*	4.841169998	4.917475626	4.760601996	0.030627905	0.627416939	0.913511895
chr7	126501910	126503813	1904	*	4.841171846	4.750379736	4.926586919	-0.042774199	0.505831017	0.870387779
chr9	22808019	22810248	2230	*	4.841250204	5.176639606	4.403494258	0.560749335	0.001248706	0.02441683
chr2	163964607	163965451	845	*	4.841255259	4.731978418	4.942834562	-0.056152327	0.394983395	0.817343494
chr12	31894741	31895678	938	*	4.841317371	5.621709779	3.017139635	2.389059671	3.14E-17	1.07E-14
chr7	109452100	109453898	1799	*	4.84133703	4.966093593	4.704762141	0.072837734	0.288629579	0.746102722
chr3	55446315	55447594	1280	*	4.841371214	5.534451355	3.457798383	1.931188881	4.26E-13	7.10E-11
chr2	131159413	131160900	1488	*	4.841414808	4.74072484	4.935533462	-0.047942329	0.46052266	0.850217431
chr8	8517602	8519490	1889	*	4.841441574	4.621601346	5.032169539	-0.120900913	0.129545595	0.565535288
chr7	91278069	91280102	2034	*	4.841507021	5.192833471	4.376100512	0.340797966	0.019014855	0.197914516
chr15	79949474	79951664	2191	*	4.841645031	4.814932608	4.867871835	-0.008822103	0.885582211	0.980576821
chr5	103803189	103803903	715	*	4.841814393	5.037872137	4.614859157	0.093189388	0.229877659	0.694244697
chr14	54685648	54686995	1348	*	4.841911152	4.707796689	4.964611723	-0.06167828	0.362256974	0.797148408
chr12	25863994	25865486	1493	*	4.8419219	5.023313583	4.634398748	0.116133439	0.133668567	0.572348927
chr17	34200787	34203707	2921	*	4.842041555	4.450811147	5.149494511	-0.391112526	0.006939791	0.09546615
chr9	58835140	58836312	1173	*	4.842078239	4.454608363	5.147209313	-0.346445469	0.011588739	0.140046856
chr6	48485147	48487196	2050	*	4.842123377	4.753007801	4.926053047	-0.051000202	0.431662025	0.837520484
chrX	73966166	73968075	1910	*	4.84217192	4.619149017	5.035289679	-0.113817118	0.152898979	0.601431717
chr17	6756757	6759022	2266	*	4.842422681	4.790622176	4.892427557	-0.024857023	0.688710587	0.932713476
chr18	73962957	73964777	1821	*	4.842424346	4.542107361	5.090869375	-0.1903567	0.05197033	0.366324146
chr4	139297608	139299536	1929	*	4.842429328	4.68923211	4.980909129	-0.084113068	0.232114231	0.696393237
chr12	32894921	32896433	1513	*	4.842566797	4.428847307	5.163703507	-0.493069448	0.002459851	0.042309819
chr16	40188230	40189570	1341	*	4.842605847	5.327567772	4.106724441	0.390658474	0.022057015	0.218391959
chr9	86754700	86756949	2250	*	4.842638868	4.780724076	4.902005504	-0.032903885	0.598206538	0.904059331
chr4	120314280	120316354	2075	*	4.842704193	4.477190182	5.134081098	-0.263571647	0.025907507	0.242179529
chr16	31884668	31886530	1863	*	4.842771345	4.732357816	4.945332054	-0.045596925	0.482341856	0.860516818
chr13	59769185	59770496	1312	*	4.843048948	4.633546467	5.025950426	-0.112411247	0.147544432	0.592967653
chr16	97675823	97676240	418	*	4.843079425	5.434839732	3.822491682	1.491424676	8.64E-09	6.56E-07
chr15	18843859	18846286	2428	*	4.843079898	5.094347127	4.538624544	0.229291091	0.032207743	0.277179676
chr16	79637018	79638565	1548	*	4.843288741	5.591245076	3.20208037	2.174048119	1.52E-10	1.57E-08
chr1	154784575	154786514	1940	*	4.843326672	4.709522638	4.965767383	-0.075634999	0.266319096	0.72846962
chr10	77129993	77131706	1714	*	4.843353323	4.675413593	4.993766231	-0.084506212	0.236517947	0.700292015
chr1	109510786	109512467	1682	*	4.843375543	5.691890727	2.516774551	2.958791807	8.37E-18	3.25E-15
chr16	49318634	49320042	1409	*	4.843396577	5.400377237	3.924226063	1.343692865	7.65E-07	3.76E-05
chr5	142135156	142136825	1670	*	4.843624194	5.296755076	4.179317804	0.909828635	0.000179051	0.004703548
chr5	58420613	58422039	1427	*	4.843697123	4.724221462	4.954030767	-0.049713183	0.456313495	0.848806107
chr5	97606004	97606960	957	*	4.843764205	5.250952453	4.274373241	0.281332211	0.0401028	0.315888978
chr4	45755065	45755379	315	*	4.843958745	5.029754088	4.630649006	0.08895455	0.24150357	0.70618786
chr6	113306219	113307415	1197	*	4.844006525	4.723487439	4.95522935	-0.053117288	0.423355027	0.832753456
chr5	142701178	142703262	2085	*	4.844012914	4.593360555	5.057495498	-0.15831206	0.070891069	0.430671005
chr4	117925881	117928003	2123	*	4.844101423	4.720776674	4.957709274	-0.070611579	0.294425307	0.750648439
chr18	64844798	64846891	2094	*	4.844290538	5.263580875	4.250784567	0.842639708	0.00011312	0.0031551
chr12	32049451	32050998	1548	*	4.844388403	4.614152318	5.042888369	-0.087250335	0.256845462	0.720327349
chr2	102033527	102034769	1243	*	4.844402635	5.318405161	4.13374711	1.077090703	8.37E-07	4.07E-05
chr12	17881093	17883210	2118	*	4.844446307	4.683486401	4.989236995	-0.070197477	0.313717794	0.765382178
