gene_name	chr	in_a_compartment	mch_sig
Osgin1	chr8	TRUE	FALSE
Gpr179	chr11	TRUE	FALSE
Med26	chr8	TRUE	FALSE
Gfpt2	chr11	TRUE	FALSE
Lbh	chr17	TRUE	FALSE
Dohh	chr10	TRUE	FALSE
Gm12248	chr11	TRUE	FALSE
Gng10	chr4	TRUE	FALSE
Reg3g	chr6	FALSE	FALSE
Gm5737	chr7	TRUE	FALSE
Capn1	chr19	TRUE	FALSE
Zbtb26	chr2	TRUE	FALSE
Gm8094	chr14	FALSE	FALSE
Sftpd	chr14	FALSE	FALSE
Plpp1	chr13	TRUE	FALSE
BC024139	chr15	TRUE	FALSE
Irf2bp1	chr7	TRUE	FALSE
Doxl2	chr6	FALSE	FALSE
Cacng1	chr11	TRUE	FALSE
Sulf2	chr2	FALSE	FALSE
Nol8	chr13	TRUE	FALSE
Olfr1120	chr2	FALSE	FALSE
Adat2	chr10	TRUE	FALSE
Arhgap9	chr10	TRUE	FALSE
Snapin	chr3	TRUE	FALSE
Akt1s1	chr7	TRUE	FALSE
Olfr661	chr7	FALSE	FALSE
Czib	chr4	TRUE	FALSE
Rabep2	chr7	TRUE	FALSE
Plbd1	chr6	TRUE	FALSE
Zdhhc13	chr7	TRUE	FALSE
Spic	chr10	FALSE	FALSE
Sapcd1	chr17	TRUE	FALSE
Gm3633	chr14	FALSE	FALSE
Plekhn1	chr4	TRUE	FALSE
Scgb1b24	chr7	FALSE	FALSE
Ttl	chr2	TRUE	FALSE
Sucnr1	chr3	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Cldn19	chr4	TRUE	FALSE
Psmc5	chr11	TRUE	FALSE
Slc16a1	chr3	TRUE	FALSE
Mrgprb3	chr7	FALSE	FALSE
Ccnyl1	chr1	TRUE	FALSE
Kcns2	chr15	TRUE	FALSE
Acot5	chr12	TRUE	FALSE
Zc3h18	chr8	TRUE	FALSE
Lce1k	chr3	FALSE	FALSE
AC167036.1	chr1	TRUE	FALSE
Fam174b	chr7	FALSE	FALSE
Cd209e	chr8	FALSE	FALSE
Alcam	chr16	FALSE	FALSE
Nit1	chr1	TRUE	FALSE
Spout1	chr2	TRUE	FALSE
Gata5	chr2	TRUE	FALSE
Olfr791	chr10	FALSE	FALSE
Rab1b	chr19	TRUE	FALSE
Pudp	chr18	FALSE	FALSE
Crybg2	chr4	TRUE	FALSE
Mmp11	chr10	TRUE	FALSE
Ereg	chr5	FALSE	FALSE
Utp18	chr11	TRUE	FALSE
Itgb3	chr11	TRUE	FALSE
Kank4	chr4	TRUE	FALSE
Syde2	chr3	FALSE	FALSE
Klhl20	chr1	TRUE	FALSE
Calhm2	chr19	TRUE	FALSE
H2-T22	chr17	TRUE	FALSE
Rpl24	chr16	TRUE	FALSE
Sel1l	chr12	TRUE	FALSE
Ackr2	chr9	TRUE	FALSE
Cpped1	chr16	TRUE	FALSE
Tbcc	chr17	TRUE	FALSE
Lztr1	chr16	TRUE	FALSE
Hspb3	chr13	TRUE	FALSE
Prxl2c	chr13	TRUE	FALSE
C87436	chr6	TRUE	FALSE
Naglu	chr11	TRUE	FALSE
4921509C19Rik	chr2	FALSE	FALSE
Pllp	chr8	TRUE	FALSE
Hacd1	chr2	FALSE	FALSE
Cavin1	chr11	TRUE	FALSE
Olfr55	chr17	TRUE	FALSE
Kctd11	chr11	TRUE	FALSE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Zfp445	chr9	TRUE	FALSE
Atp1a2	chr1	TRUE	FALSE
Lsm1	chr8	TRUE	FALSE
Irf6	chr1	TRUE	FALSE
Prpf38b	chr3	TRUE	FALSE
Serpina1a	chr12	FALSE	FALSE
Cfap58	chr19	FALSE	FALSE
Olfr1135	chr2	FALSE	FALSE
Cdyl	chr13	TRUE	FALSE
Mfsd13a	chr19	TRUE	FALSE
Ccdc130	chr8	TRUE	FALSE
Nrbp1	chr5	TRUE	FALSE
Pagr1b	chr7	TRUE	FALSE
Tlr5	chr1	TRUE	FALSE
Slc9a4	chr1	FALSE	FALSE
Parp1	chr1	TRUE	FALSE
Incenp	chr19	FALSE	FALSE
Olfr48	chr2	FALSE	FALSE
Ccdc66	chr14	TRUE	FALSE
Olfr992	chr2	FALSE	FALSE
Twsg1	chr17	TRUE	FALSE
Gprc5c	chr11	TRUE	FALSE
Srxn1	chr2	TRUE	FALSE
Tma16	chr8	FALSE	FALSE
Zfp128	chr7	TRUE	FALSE
Prl4a1	chr13	FALSE	FALSE
Gm20509	chr9	TRUE	FALSE
Ranbp3	chr17	TRUE	FALSE
Samhd1	chr2	TRUE	FALSE
Tpte	chr8	TRUE	FALSE
Dbndd1	chr8	TRUE	FALSE
Slc9b2	chr3	TRUE	FALSE
Vmn2r82	chr10	FALSE	FALSE
Psrc1	chr3	TRUE	FALSE
Scn7a	chr2	FALSE	FALSE
Nyap1	chr5	TRUE	FALSE
Pik3r4	chr9	TRUE	FALSE
Rnf215	chr11	TRUE	FALSE
Adam6a	chr12	FALSE	FALSE
Ppm1g	chr5	TRUE	FALSE
Nudt15	chr14	TRUE	FALSE
Mrgpra4	chr7	FALSE	FALSE
Jun	chr4	TRUE	FALSE
Clca3b	chr3	FALSE	FALSE
Atg101	chr15	TRUE	FALSE
Vmn2r41	chr7	FALSE	FALSE
Pgam1	chr19	TRUE	FALSE
Nsg1	chr5	TRUE	FALSE
Tmem161a	chr8	TRUE	FALSE
Gng5	chr3	TRUE	FALSE
Apaf1	chr10	TRUE	FALSE
Sdr16c6	chr4	FALSE	FALSE
Olfr781	chr10	FALSE	FALSE
Msrb2	chr2	FALSE	FALSE
Vrk2	chr11	FALSE	FALSE
Tmem207	chr16	FALSE	FALSE
Tas2r102	chr6	FALSE	FALSE
Efna3	chr3	TRUE	FALSE
Il22	chr10	FALSE	FALSE
Vmn2r2	chr3	FALSE	FALSE
Bhmt2	chr13	TRUE	FALSE
Ccno	chr13	TRUE	FALSE
Eef2k	chr7	TRUE	FALSE
Fuca2	chr10	TRUE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Trip13	chr13	TRUE	FALSE
Gm7544	chr1	FALSE	FALSE
Grpel2	chr18	TRUE	FALSE
Ccdc97	chr7	TRUE	FALSE
Sap30bp	chr11	TRUE	FALSE
Pnkd	chr1	TRUE	FALSE
Prl7a1	chr13	FALSE	FALSE
Smg5	chr3	TRUE	FALSE
Bfar	chr16	TRUE	FALSE
I830077J02Rik	chr3	TRUE	FALSE
Dgka	chr10	TRUE	FALSE
Chordc1	chr9	FALSE	FALSE
Gsta2	chr9	FALSE	FALSE
Gm5136	chr10	TRUE	FALSE
Tslp	chr18	TRUE	FALSE
Ptbp3	chr4	TRUE	FALSE
9530068E07Rik	chr11	TRUE	FALSE
Grm5	chr7	FALSE	FALSE
Ces2h	chr8	FALSE	FALSE
Olfr958	chr9	FALSE	FALSE
Olfr1230	chr2	FALSE	FALSE
Angel2	chr1	TRUE	FALSE
Mmp20	chr9	FALSE	FALSE
Gm45692	chr8	TRUE	FALSE
Zfp760	chr17	TRUE	FALSE
Tmem167	chr13	TRUE	FALSE
Gjb2	chr14	FALSE	FALSE
1700074P13Rik	chr6	FALSE	FALSE
Vmn1r24	chr6	FALSE	FALSE
Ccdc137	chr11	TRUE	FALSE
Sall4	chr2	TRUE	FALSE
Rnf114	chr2	TRUE	FALSE
Tafa3	chr3	TRUE	FALSE
Ifnar1	chr16	TRUE	FALSE
Pdzph1	chr17	FALSE	FALSE
Ascl4	chr10	TRUE	FALSE
Tmbim1	chr1	TRUE	FALSE
Olfr281	chr15	FALSE	FALSE
Met	chr6	FALSE	FALSE
Gm37988	chr1	TRUE	FALSE
D130040H23Rik	chr8	TRUE	FALSE
Spag4	chr2	TRUE	FALSE
Olfr550	chr7	FALSE	FALSE
Tssk3	chr4	TRUE	FALSE
Polb	chr8	TRUE	FALSE
Crtac1	chr19	TRUE	FALSE
Ces3a	chr8	FALSE	FALSE
Ubxn4	chr1	TRUE	FALSE
Polr2j	chr5	TRUE	FALSE
Ces2c	chr8	FALSE	FALSE
Bag2	chr1	TRUE	FALSE
Olfr836	chr9	FALSE	FALSE
Inca1	chr11	TRUE	FALSE
Spata31	chr13	FALSE	FALSE
Rpa3	chr6	TRUE	FALSE
Sdhaf1	chr7	TRUE	FALSE
Gpt2	chr8	TRUE	FALSE
Trpv5	chr6	FALSE	FALSE
Ciao2a	chr9	TRUE	FALSE
1700037C18Rik	chr16	TRUE	FALSE
Helq	chr5	TRUE	FALSE
Pycr1	chr11	TRUE	FALSE
Cnmd	chr14	TRUE	FALSE
Dhdds	chr4	TRUE	FALSE
Klk10	chr7	FALSE	FALSE
Olfr140	chr2	FALSE	FALSE
Bpifa2	chr2	TRUE	FALSE
Cpeb4	chr11	TRUE	FALSE
Tas2r126	chr6	FALSE	FALSE
Ccl22	chr8	TRUE	FALSE
Pfdn2	chr1	TRUE	FALSE
Zranb2	chr3	TRUE	FALSE
Hk3	chr13	TRUE	FALSE
Lyve1	chr7	TRUE	FALSE
Scimp	chr11	TRUE	FALSE
Mcpt4	chr14	FALSE	FALSE
Taldo1	chr7	TRUE	FALSE
Dynlt1b	chr17	TRUE	FALSE
Usf2	chr7	FALSE	FALSE
Frmd3	chr4	FALSE	FALSE
Slc35a4	chr18	TRUE	FALSE
Atpaf1	chr4	TRUE	FALSE
Wtip	chr7	FALSE	FALSE
St6galnac1	chr11	TRUE	FALSE
Ncapd3	chr9	TRUE	FALSE
Plcxd2	chr16	TRUE	FALSE
Gpr141	chr13	FALSE	FALSE
Nutf2	chr8	TRUE	FALSE
Enpp1	chr10	FALSE	FALSE
Rab15	chr12	TRUE	FALSE
Sgk1	chr10	TRUE	FALSE
Pim3	chr15	TRUE	FALSE
Wdtc1	chr4	TRUE	FALSE
Vmn2r51	chr7	FALSE	FALSE
Sars2	chr7	TRUE	FALSE
Szrd1	chr4	TRUE	FALSE
Prpsap1	chr11	TRUE	FALSE
Rnaseh2c	chr19	TRUE	FALSE
Lyzl6	chr11	FALSE	FALSE
Gm3173	chr14	FALSE	FALSE
Snapc1	chr12	TRUE	FALSE
Dhx40	chr11	TRUE	FALSE
Dpysl4	chr7	TRUE	FALSE
Zfp11	chr5	TRUE	FALSE
Aadat	chr8	FALSE	FALSE
Cyp1a2	chr9	TRUE	FALSE
Ddx27	chr2	TRUE	FALSE
Tafa4	chr6	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Vmn2r16	chr5	FALSE	FALSE
Sox9	chr11	FALSE	FALSE
Nup107	chr10	TRUE	FALSE
Dnmt3b	chr2	TRUE	FALSE
Olfr15	chr16	TRUE	FALSE
Tex55	chr16	FALSE	FALSE
Chsy1	chr7	TRUE	FALSE
Larp7	chr3	TRUE	FALSE
Pi15	chr1	FALSE	FALSE
Slurp2	chr15	TRUE	FALSE
Adam9	chr8	FALSE	FALSE
Kmo	chr1	TRUE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Slc25a39	chr11	TRUE	FALSE
Olfr884	chr9	FALSE	FALSE
Hsd11b1	chr1	TRUE	FALSE
A530032D15Rik	chr1	FALSE	FALSE
Tsn	chr1	TRUE	FALSE
Atf5	chr7	TRUE	FALSE
Scamp1	chr13	TRUE	FALSE
Bcl9l	chr9	TRUE	FALSE
Ldb3	chr14	TRUE	FALSE
Senp1	chr15	TRUE	FALSE
Taf6	chr5	TRUE	FALSE
Ndufa12	chr10	TRUE	FALSE
Sema4f	chr6	TRUE	FALSE
Fbxo43	chr15	FALSE	FALSE
Olfr1031	chr2	FALSE	FALSE
Olfr559	chr7	FALSE	FALSE
Pkdrej	chr15	TRUE	FALSE
Kcnrg	chr14	TRUE	FALSE
Olfr1417	chr19	TRUE	FALSE
Olfr1126	chr2	FALSE	FALSE
Clec1b	chr6	FALSE	FALSE
Fam104a	chr11	TRUE	FALSE
Ajap1	chr4	FALSE	FALSE
Engase	chr11	TRUE	FALSE
Spata33	chr8	TRUE	FALSE
Gm8978	chr19	FALSE	FALSE
Cldn13	chr5	FALSE	FALSE
Olfr317	chr11	FALSE	FALSE
Cwh43	chr5	TRUE	FALSE
Tgm1	chr14	TRUE	FALSE
Ccl20	chr1	FALSE	FALSE
Olfr700	chr7	FALSE	FALSE
Olfr592	chr7	FALSE	FALSE
Klra8	chr6	FALSE	FALSE
C2	chr17	TRUE	FALSE
Sdhb	chr4	TRUE	FALSE
Prelid2	chr18	FALSE	FALSE
Tmem222	chr4	TRUE	FALSE
Cpsf4	chr5	TRUE	FALSE
Car2	chr3	FALSE	FALSE
Gdpd3	chr7	TRUE	FALSE
Cd63	chr10	TRUE	FALSE
Miga2	chr2	TRUE	FALSE
Tmem37	chr1	TRUE	FALSE
Col10a1	chr10	TRUE	FALSE
Lypd3	chr7	FALSE	FALSE
Gcm1	chr9	TRUE	FALSE
Lce3f	chr3	FALSE	FALSE
Gm17490	chr2	FALSE	FALSE
Zbtb8b	chr4	TRUE	FALSE
Gnpat	chr8	TRUE	FALSE
Rab11b	chr17	TRUE	FALSE
Casc1	chr6	TRUE	FALSE
Atp1b3	chr9	TRUE	FALSE
Gpr62	chr9	TRUE	FALSE
Hoxb9	chr11	FALSE	FALSE
Oog1	chr12	FALSE	FALSE
Slc15a3	chr19	TRUE	FALSE
Ceacam5	chr7	FALSE	FALSE
Vmn2r93	chr17	FALSE	FALSE
Hmgxb4	chr8	TRUE	FALSE
Vmn2r17	chr5	FALSE	FALSE
Smbd1	chr16	TRUE	FALSE
Sult1c2	chr17	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Atmin	chr8	TRUE	FALSE
Ly6g2	chr15	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Pkd1l1	chr11	FALSE	FALSE
Cct6a	chr5	TRUE	FALSE
Eif1ad	chr19	TRUE	FALSE
Scgb1b29	chr7	FALSE	FALSE
Mrps34	chr17	TRUE	FALSE
Gas2l3	chr10	FALSE	FALSE
Det1	chr7	TRUE	FALSE
Clec12a	chr6	FALSE	FALSE
Twist2	chr1	FALSE	FALSE
Krtap4-7	chr11	FALSE	FALSE
Olfr890	chr9	FALSE	FALSE
Mtch1	chr17	TRUE	FALSE
OR5BS1P	chr15	FALSE	FALSE
Ccl8	chr11	FALSE	FALSE
Grrp1	chr4	TRUE	FALSE
Adamts15	chr9	FALSE	FALSE
Ccdc102a	chr8	TRUE	FALSE
Il10rb	chr16	TRUE	FALSE
Mmab	chr5	TRUE	FALSE
AC166256.1	chr10	TRUE	FALSE
Scgb2b20	chr7	FALSE	FALSE
Tbccd1	chr16	TRUE	FALSE
Scgb2b3	chr7	FALSE	FALSE
Svs1	chr6	FALSE	FALSE
Proser1	chr3	TRUE	FALSE
Star	chr8	TRUE	FALSE
Gm5150	chr3	FALSE	FALSE
Acr	chr15	TRUE	FALSE
Olfr981	chr9	FALSE	FALSE
Serpina1d	chr12	FALSE	FALSE
Sptssa	chr12	FALSE	FALSE
Ppat	chr5	TRUE	FALSE
Gpr141b	chr13	FALSE	FALSE
Rtn4r	chr16	TRUE	FALSE
Sdhaf3	chr6	TRUE	FALSE
Slc4a1	chr11	TRUE	FALSE
Rgs1	chr1	FALSE	FALSE
Sft2d3	chr18	TRUE	FALSE
Tle6	chr10	TRUE	FALSE
Ccdc87	chr19	TRUE	FALSE
H2-T3	chr17	TRUE	FALSE
Slc9c1	chr16	FALSE	FALSE
Larp4	chr15	TRUE	FALSE
Gm20521	chr14	TRUE	FALSE
Olfr616	chr7	FALSE	FALSE
Wdr46	chr17	TRUE	FALSE
Rfesd	chr13	TRUE	FALSE
Gm30083	chr14	TRUE	FALSE
Fam110b	chr4	FALSE	FALSE
Phgdh	chr3	TRUE	FALSE
Grem1	chr2	FALSE	FALSE
Yif1b	chr7	TRUE	FALSE
Aspn	chr13	TRUE	FALSE
Adat1	chr8	TRUE	FALSE
Gm4922	chr10	TRUE	FALSE
Nus1	chr10	FALSE	FALSE
Idua	chr5	TRUE	FALSE
Ttc16	chr2	TRUE	FALSE
Trib3	chr2	TRUE	FALSE
Gpr27	chr6	TRUE	FALSE
Lrrc41	chr4	TRUE	FALSE
Gm5460	chr14	TRUE	FALSE
Tkt	chr14	TRUE	FALSE
Tas2r140	chr6	FALSE	FALSE
Gm3164	chr14	FALSE	FALSE
Sidt2	chr9	TRUE	FALSE
Hpf1	chr8	FALSE	FALSE
Fpr-rs4	chr17	FALSE	FALSE
Ccdc126	chr6	TRUE	FALSE
Cd300ld	chr11	TRUE	FALSE
Suv39h2	chr2	TRUE	FALSE
Olfr497	chr7	FALSE	FALSE
Hspa12b	chr2	TRUE	FALSE
Defb42	chr14	TRUE	FALSE
Dnaaf3	chr7	TRUE	FALSE
Elfn2	chr15	TRUE	FALSE
Ccdc28b	chr4	TRUE	FALSE
Skint7	chr4	FALSE	FALSE
Rfc5	chr5	TRUE	FALSE
Mrps15	chr4	TRUE	FALSE
Bean1	chr8	FALSE	FALSE
Atp6v0a2	chr5	TRUE	FALSE
Gar1	chr3	TRUE	FALSE
Ro60	chr1	TRUE	FALSE
Olfr153	chr2	FALSE	FALSE
Serpinb13	chr1	FALSE	FALSE
Vmn2r13	chr5	FALSE	FALSE
Entpd3	chr9	TRUE	FALSE
Fbn2	chr18	FALSE	FALSE
Mecr	chr4	TRUE	FALSE
Nhlh2	chr3	TRUE	FALSE
Olfr815	chr10	FALSE	FALSE
Ctnnb1	chr9	TRUE	FALSE
Ankrd7	chr6	FALSE	FALSE
Zfp729b	chr13	TRUE	FALSE
Gpsm1	chr2	TRUE	FALSE
Ghdc	chr11	TRUE	FALSE
Traf3ip2	chr10	TRUE	FALSE
Pdik1l	chr4	TRUE	FALSE
Xrcc2	chr5	TRUE	FALSE
Tcn2	chr11	TRUE	FALSE
BC067074	chr13	TRUE	FALSE
Gm8126	chr14	FALSE	FALSE
Gm45213	chr7	TRUE	FALSE
Fbxw27	chr9	FALSE	FALSE
Hnrnpab	chr11	TRUE	FALSE
Btla	chr16	FALSE	FALSE
Ear6	chr14	FALSE	FALSE
Olfr1369-ps1	chr13	TRUE	FALSE
Ppp1r7	chr1	TRUE	FALSE
Inpp5j	chr11	TRUE	FALSE
Smn1	chr13	TRUE	FALSE
Fbll1	chr11	TRUE	FALSE
AU021092	chr16	TRUE	FALSE
Henmt1	chr3	TRUE	FALSE
Prlhr	chr19	FALSE	FALSE
Oasl1	chr5	TRUE	FALSE
Aga	chr8	FALSE	FALSE
Gm2244	chr14	FALSE	FALSE
Olfr120	chr17	FALSE	FALSE
Naa35	chr13	TRUE	FALSE
Kiss1r	chr10	TRUE	FALSE
Vmn2r80	chr10	FALSE	FALSE
Spaca9	chr2	TRUE	FALSE
Gng2	chr14	TRUE	FALSE
Mul1	chr4	TRUE	FALSE
Marchf1	chr8	FALSE	FALSE
Lancl1	chr1	TRUE	FALSE
Nlrp12	chr7	FALSE	FALSE
Echdc1	chr10	TRUE	FALSE
Gal3st4	chr5	TRUE	FALSE
Fam166c	chr5	TRUE	FALSE
Smad9	chr3	TRUE	FALSE
Plagl2	chr2	TRUE	FALSE
Vmn2r118	chr17	FALSE	FALSE
Elp5	chr11	TRUE	FALSE
Olfr33	chr7	FALSE	FALSE
Glyatl3	chr17	FALSE	FALSE
Vamp8	chr6	TRUE	FALSE
Pla2g4d	chr2	TRUE	FALSE
Trim16	chr11	FALSE	FALSE
Nif3l1	chr1	TRUE	FALSE
Cul4a	chr8	TRUE	FALSE
Cdkn2d	chr9	TRUE	FALSE
Slc12a2	chr18	TRUE	FALSE
Pes1	chr11	TRUE	FALSE
Ccdc159	chr9	TRUE	FALSE
Rbm4	chr19	TRUE	FALSE
Ntsr2	chr12	TRUE	FALSE
Abcc9	chr6	TRUE	FALSE
Nrip2	chr6	TRUE	FALSE
Dbf4	chr5	TRUE	FALSE
Kif18b	chr11	TRUE	FALSE
Dcaf11	chr14	TRUE	FALSE
Srsf11	chr3	TRUE	FALSE
Gabrg3	chr7	FALSE	FALSE
Iffo1	chr6	TRUE	FALSE
Tcf15	chr2	TRUE	FALSE
Wdr1	chr5	TRUE	FALSE
Tnfsf4	chr1	FALSE	FALSE
Gm26965	chr13	TRUE	FALSE
Oscar	chr7	TRUE	FALSE
Tc2n	chr12	FALSE	FALSE
Hcar2	chr5	TRUE	FALSE
Uck1	chr2	TRUE	FALSE
Map3k10	chr7	TRUE	FALSE
Klhl24	chr16	TRUE	FALSE
Cyp51	chr5	TRUE	FALSE
E2f6	chr12	TRUE	FALSE
Nox3	chr17	TRUE	FALSE
Slc17a5	chr9	TRUE	FALSE
Slc7a4	chr16	TRUE	FALSE
Gm11111	chr5	FALSE	FALSE
Vmn2r18	chr5	FALSE	FALSE
Gpr137	chr19	TRUE	FALSE
Olfr1511	chr14	TRUE	FALSE
Gm49398	chr13	FALSE	FALSE
Gprc6a	chr10	FALSE	FALSE
Olfr847	chr9	FALSE	FALSE
Olfr1161	chr2	FALSE	FALSE
Nr2f6	chr8	TRUE	FALSE
Tnfsf13b	chr8	TRUE	FALSE
Ifitm1	chr7	TRUE	FALSE
Nupr1	chr7	TRUE	FALSE
Klri1	chr6	FALSE	FALSE
Lrrc63	chr14	FALSE	FALSE
Omd	chr13	TRUE	FALSE
Tnfrsf26	chr7	TRUE	FALSE
Ppp1r3c	chr19	TRUE	FALSE
Prrg4	chr2	TRUE	FALSE
Paqr3	chr5	FALSE	FALSE
Vmn1r87	chr7	FALSE	FALSE
Tmem106c	chr15	TRUE	FALSE
Psg22	chr7	FALSE	FALSE
Scg3	chr9	TRUE	FALSE
Tnfrsf1a	chr6	TRUE	FALSE
Apoa5	chr9	TRUE	FALSE
Des	chr1	TRUE	FALSE
Zswim3	chr2	TRUE	FALSE
Rflnb	chr11	TRUE	FALSE
Aaas	chr15	TRUE	FALSE
Zfp82	chr7	TRUE	FALSE
Myl12b	chr17	TRUE	FALSE
Tsga10	chr1	TRUE	FALSE
Ptpa	chr2	TRUE	FALSE
Dcaf10	chr4	TRUE	FALSE
Vmn1r69	chr7	FALSE	FALSE
Pdp1	chr4	TRUE	FALSE
Gc	chr5	FALSE	FALSE
Inhbb	chr1	TRUE	FALSE
Fads2	chr19	TRUE	FALSE
Wnt8a	chr18	TRUE	FALSE
Doc2a	chr7	TRUE	FALSE
Shld2	chr14	TRUE	FALSE
Tma7	chr9	TRUE	FALSE
Mgst3	chr1	TRUE	FALSE
Gnat3	chr5	FALSE	FALSE
Hsp90ab1	chr17	TRUE	FALSE
Gm9736	chr10	FALSE	FALSE
Zfp454	chr11	FALSE	FALSE
Atp6v1b1	chr6	TRUE	FALSE
Bloc1s5	chr13	TRUE	FALSE
Inafm2	chr2	TRUE	FALSE
Lrrc9	chr12	TRUE	FALSE
F11	chr8	FALSE	FALSE
Rdh7	chr10	FALSE	FALSE
Rpl26	chr11	TRUE	FALSE
Olfr804	chr10	FALSE	FALSE
Cyp46a1	chr12	TRUE	FALSE
Gps2	chr11	TRUE	FALSE
Map9	chr3	TRUE	FALSE
Ythdf2	chr4	TRUE	FALSE
Klrc3	chr6	FALSE	FALSE
Lgi4	chr7	TRUE	FALSE
Septin14	chr5	TRUE	FALSE
Vmn1r50	chr6	FALSE	FALSE
Cpne4	chr9	FALSE	FALSE
Pagr1a	chr7	TRUE	FALSE
Fam76a	chr4	TRUE	FALSE
Gdi2	chr13	TRUE	FALSE
Cts6	chr13	FALSE	FALSE
Selenoi	chr5	TRUE	FALSE
Strip1	chr3	TRUE	FALSE
Zfp872	chr9	TRUE	FALSE
Rundc1	chr11	TRUE	FALSE
Ttc24	chr3	TRUE	FALSE
Tlr11	chr14	FALSE	FALSE
Bccip	chr7	TRUE	FALSE
Zfp949	chr9	TRUE	FALSE
Smok3c	chr5	FALSE	FALSE
Ccdc25	chr14	TRUE	FALSE
Sema3d	chr5	FALSE	FALSE
Olfr477	chr7	FALSE	FALSE
1110038F14Rik	chr15	TRUE	FALSE
Styk1	chr6	TRUE	FALSE
Rin1	chr19	TRUE	FALSE
Wap	chr11	TRUE	FALSE
Sh3glb2	chr2	TRUE	FALSE
Olfr835	chr9	FALSE	FALSE
Cyp8b1	chr9	TRUE	FALSE
Olfr609	chr7	FALSE	FALSE
Reg3d	chr6	FALSE	FALSE
Mas1	chr17	TRUE	FALSE
Zfp518a	chr19	TRUE	FALSE
Aqp2	chr15	TRUE	FALSE
Ift172	chr5	TRUE	FALSE
Olfr576	chr7	FALSE	FALSE
Ccne2	chr4	TRUE	FALSE
Rb1cc1	chr1	TRUE	FALSE
Abcb1a	chr5	FALSE	FALSE
Imp4	chr1	TRUE	FALSE
Zfp708	chr13	TRUE	FALSE
Fetub	chr16	FALSE	FALSE
Large2	chr2	TRUE	FALSE
Slc26a11	chr11	TRUE	FALSE
Sp1	chr15	TRUE	FALSE
Tspo	chr15	TRUE	FALSE
Olfr314	chr11	FALSE	FALSE
Bpifb4	chr2	TRUE	FALSE
Baz2a	chr10	TRUE	FALSE
Orai3	chr7	TRUE	FALSE
Asic3	chr5	TRUE	FALSE
Rhobtb2	chr14	TRUE	FALSE
Vwa5a	chr9	FALSE	FALSE
Cyp2t4	chr7	FALSE	FALSE
Vmn1r70	chr7	FALSE	FALSE
Zbtb49	chr5	TRUE	FALSE
Mtpn	chr6	FALSE	FALSE
F7	chr8	TRUE	FALSE
Il18	chr9	TRUE	FALSE
Trpc6	chr9	FALSE	FALSE
Krt26	chr11	TRUE	FALSE
Mrpl12	chr11	TRUE	FALSE
Apbb1ip	chr2	FALSE	FALSE
Mylk4	chr13	FALSE	FALSE
Rasd2	chr8	FALSE	FALSE
Pcbp4	chr9	TRUE	FALSE
Gm21976	chr13	TRUE	FALSE
Cct5	chr15	TRUE	FALSE
Ciapin1	chr8	TRUE	FALSE
Pomc	chr12	TRUE	FALSE
Fbxo8	chr8	TRUE	FALSE
Mfsd6l	chr11	TRUE	FALSE
Snx31	chr15	TRUE	FALSE
Vmn2r79	chr7	FALSE	FALSE
Dnajb1	chr8	TRUE	FALSE
4930503L19Rik	chr18	FALSE	FALSE
Olfr1411	chr1	TRUE	FALSE
Cfap73	chr5	TRUE	FALSE
Rgs19	chr2	TRUE	FALSE
2610301B20Rik	chr4	FALSE	FALSE
Cyp2c50	chr19	FALSE	FALSE
Tinag	chr9	FALSE	FALSE
Tsks	chr7	TRUE	FALSE
Uck2	chr1	TRUE	FALSE
Tbx18	chr9	FALSE	FALSE
Mpst	chr15	TRUE	FALSE
Cox6b1	chr7	TRUE	FALSE
Nr2c2ap	chr8	TRUE	FALSE
Arl8a	chr1	TRUE	FALSE
Gm27029	chr11	TRUE	FALSE
Sirt5	chr13	TRUE	FALSE
Sult2a8	chr7	FALSE	FALSE
Chga	chr12	TRUE	FALSE
Dync1i2	chr2	TRUE	FALSE
Pcdh1	chr18	TRUE	FALSE
Gm45808	chr7	TRUE	FALSE
Ppp1r27	chr11	TRUE	FALSE
Olfr1427	chr19	FALSE	FALSE
Wnt5b	chr6	TRUE	FALSE
Gna12	chr5	TRUE	FALSE
Drd1	chr13	FALSE	FALSE
Abca14	chr7	FALSE	FALSE
Gm49393	chr13	FALSE	FALSE
Zscan4e	chr7	FALSE	FALSE
Osr2	chr15	TRUE	FALSE
6720489N17Rik	chr13	FALSE	FALSE
Prr11	chr11	TRUE	FALSE
Cyp2e1	chr7	FALSE	FALSE
Dnd1	chr18	TRUE	FALSE
Ccdc12	chr9	TRUE	FALSE
Entpd6	chr2	TRUE	FALSE
Kdm4a	chr4	TRUE	FALSE
T	chr17	TRUE	FALSE
Endou	chr15	TRUE	FALSE
Fbxw25	chr9	FALSE	FALSE
Olfr706	chr7	FALSE	FALSE
Irak4	chr15	TRUE	FALSE
Rab35	chr5	TRUE	FALSE
Tcaf3	chr6	FALSE	FALSE
Fbxo28	chr1	TRUE	FALSE
