gene_name	chr	pc_body_polycomb	mch_hyper
Onecut1	chr9	TRUE	FALSE
Pop4	chr7	FALSE	FALSE
Rgs10	chr7	TRUE	FALSE
Padi3	chr4	FALSE	FALSE
Gsta2	chr9	FALSE	FALSE
Zfp553	chr7	FALSE	FALSE
Suv39h2	chr2	FALSE	FALSE
Klhl8	chr5	FALSE	FALSE
Cebpzos	chr17	FALSE	FALSE
Znrf1	chr8	FALSE	FALSE
Sprr2h	chr3	FALSE	FALSE
Esp5	chr17	FALSE	FALSE
Gm14569	chrX	FALSE	FALSE
Ap1m2	chr9	FALSE	FALSE
Sstr3	chr15	FALSE	FALSE
Scrt2	chr2	TRUE	FALSE
Usp29	chr7	FALSE	TRUE
Pdzd4	chrX	FALSE	FALSE
Crocc	chr4	FALSE	FALSE
Fhdc1	chr3	TRUE	TRUE
Chrac1	chr15	FALSE	FALSE
Zyg11b	chr4	FALSE	FALSE
Lipo3	chr19	FALSE	FALSE
Drd4	chr7	TRUE	FALSE
Apba3	chr10	FALSE	FALSE
Casc4	chr2	FALSE	FALSE
Inmt	chr6	FALSE	FALSE
Mtf2	chr5	FALSE	FALSE
Leprotl1	chr8	FALSE	FALSE
Mme	chr3	TRUE	FALSE
Atxn2l	chr7	FALSE	FALSE
Aox2	chr1	TRUE	FALSE
Acbd4	chr11	FALSE	FALSE
Habp4	chr13	FALSE	FALSE
Dnah17	chr11	FALSE	FALSE
Lmod3	chr6	FALSE	FALSE
Tex19.2	chr11	FALSE	FALSE
Rab42	chr4	FALSE	FALSE
Sdk2	chr11	TRUE	FALSE
Cacna1a	chr8	FALSE	FALSE
Frem3	chr8	TRUE	FALSE
Oit1	chr14	FALSE	FALSE
Bach1	chr16	FALSE	FALSE
Gm47189	chr14	FALSE	FALSE
Ranbp6	chr19	FALSE	FALSE
Pyurf	chr6	FALSE	FALSE
Dock10	chr1	TRUE	FALSE
Unc119	chr11	FALSE	FALSE
Bcat1	chr6	TRUE	FALSE
Mc2r	chr18	FALSE	FALSE
Gorab	chr1	FALSE	FALSE
Alx4	chr2	TRUE	FALSE
Cndp1	chr18	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Knl1	chr2	FALSE	FALSE
Cacng6	chr7	TRUE	FALSE
Slc24a2	chr4	TRUE	FALSE
Cyfip2	chr11	FALSE	FALSE
Trip13	chr13	FALSE	FALSE
Ppp1r12b	chr1	FALSE	FALSE
Fam98c	chr7	FALSE	FALSE
Prc1	chr7	FALSE	FALSE
E130308A19Rik	chr4	FALSE	FALSE
Dpp7	chr2	FALSE	FALSE
Nop58	chr1	FALSE	FALSE
Cradd	chr10	FALSE	FALSE
Podxl2	chr6	FALSE	FALSE
Cd93	chr2	TRUE	FALSE
Chst5	chr8	FALSE	FALSE
Cdkl3	chr11	FALSE	FALSE
S1pr3	chr13	TRUE	FALSE
Fcgr4	chr1	FALSE	FALSE
2810004N23Rik	chr8	FALSE	FALSE
Rad51d	chr11	FALSE	FALSE
Srd5a1	chr13	FALSE	FALSE
Zfp39	chr11	FALSE	FALSE
Il1f6	chr2	FALSE	FALSE
Cdhr5	chr7	FALSE	FALSE
C2cd3	chr7	FALSE	FALSE
Vmn1r84	chr7	FALSE	FALSE
Adcyap1r1	chr6	FALSE	FALSE
Pcdhac2	chr18	FALSE	FALSE
Cyld	chr8	FALSE	FALSE
Foxf2	chr13	TRUE	FALSE
Klkb1	chr8	FALSE	FALSE
Cidea	chr18	FALSE	FALSE
Nudt16	chr9	FALSE	FALSE
Nol3	chr8	TRUE	FALSE
Olfr743	chr14	FALSE	FALSE
Srp54c	chr12	FALSE	FALSE
Smo	chr6	TRUE	FALSE
Cfap157	chr2	FALSE	FALSE
Htr1b	chr9	TRUE	FALSE
Olfr1509	chr14	FALSE	FALSE
Olfr618	chr7	FALSE	FALSE
Rufy3	chr5	FALSE	FALSE
Limch1	chr5	FALSE	FALSE
Olfr1212	chr2	FALSE	FALSE
B3galnt2	chr13	FALSE	FALSE
Efcab7	chr4	FALSE	FALSE
Foxp3	chrX	FALSE	FALSE
AW146154	chr7	FALSE	FALSE
Calml3	chr13	FALSE	FALSE
C5ar2	chr7	FALSE	FALSE
Plek	chr11	FALSE	FALSE
Cfap99	chr5	FALSE	FALSE
Dynlt3	chrX	FALSE	FALSE
Fbxl5	chr5	FALSE	FALSE
Scrn1	chr6	FALSE	FALSE
Ubxn2b	chr4	FALSE	FALSE
Gm3269	chr14	FALSE	FALSE
Gm42742	chr7	FALSE	FALSE
Hivep2	chr10	FALSE	FALSE
Cmtm4	chr8	FALSE	FALSE
Mrap2	chr9	TRUE	FALSE
Cplx4	chr18	TRUE	FALSE
Vwa5a	chr9	FALSE	FALSE
Hip1r	chr5	FALSE	FALSE
Ankrd53	chr6	FALSE	FALSE
Atp6v1b1	chr6	TRUE	FALSE
Gm4756	chr12	FALSE	FALSE
Exoc3	chr13	FALSE	FALSE
Sass6	chr3	FALSE	FALSE
Sp2	chr11	FALSE	FALSE
Epb41l3	chr17	FALSE	FALSE
Cstdc6	chr16	FALSE	FALSE
Nrbf2	chr10	FALSE	FALSE
Vnn3	chr10	FALSE	FALSE
Gm765	chr6	FALSE	FALSE
Cabcoco1	chr10	FALSE	TRUE
Gm9495	chr8	FALSE	FALSE
Pax2	chr19	TRUE	FALSE
S100pbp	chr4	FALSE	FALSE
Naf1	chr8	FALSE	FALSE
Olfr291	chr7	FALSE	FALSE
Vwa2	chr19	TRUE	FALSE
Ngf	chr3	TRUE	FALSE
Pcdhac1	chr18	FALSE	FALSE
Clmn	chr12	TRUE	FALSE
Rbm48	chr5	FALSE	FALSE
Gm5155	chr7	FALSE	FALSE
Rhobtb2	chr14	FALSE	FALSE
Pfn2	chr3	FALSE	FALSE
Ubn2	chr6	FALSE	FALSE
Eif4e2	chr1	FALSE	FALSE
Rbl1	chr2	FALSE	FALSE
Prr11	chr11	FALSE	FALSE
1700008O03Rik	chr7	FALSE	FALSE
Reg4	chr3	FALSE	FALSE
Gm11639	chr11	FALSE	FALSE
Kcnt1	chr2	FALSE	FALSE
Gulo	chr14	FALSE	FALSE
Fign	chr2	TRUE	FALSE
Gm26920	chr7	FALSE	FALSE
Axin2	chr11	FALSE	FALSE
Ccdc33	chr9	TRUE	FALSE
Rdm1	chr11	FALSE	FALSE
Ube3b	chr5	FALSE	FALSE
Ccdc93	chr1	FALSE	FALSE
Fam76a	chr4	FALSE	FALSE
Tsks	chr7	FALSE	FALSE
Prkci	chr3	FALSE	FALSE
Nkx1-2	chr7	TRUE	FALSE
Vmn2r56	chr7	FALSE	FALSE
Lars2	chr9	FALSE	FALSE
Plekhm1	chr11	TRUE	FALSE
Nes	chr3	TRUE	FALSE
Vmn2r82	chr10	FALSE	FALSE
Chst12	chr5	FALSE	FALSE
Olfr1303	chr2	FALSE	FALSE
Mypop	chr7	FALSE	FALSE
Gucy2d	chr7	FALSE	FALSE
Rbak	chr5	FALSE	FALSE
Olfr220	chr1	FALSE	FALSE
Esx1	chrX	TRUE	FALSE
Muc3	chr5	FALSE	FALSE
Skint3	chr4	FALSE	FALSE
Nipsnap3a	chr4	FALSE	FALSE
Ldhal6b	chr17	FALSE	FALSE
Spock1	chr13	FALSE	FALSE
Klhl3	chr13	FALSE	FALSE
Prl8a1	chr13	FALSE	FALSE
Sfrp1	chr8	TRUE	FALSE
Phrf1	chr7	FALSE	FALSE
Chil4	chr3	FALSE	FALSE
Dmrtc1b	chrX	FALSE	FALSE
Borcs7	chr19	FALSE	FALSE
Stk32b	chr5	TRUE	FALSE
Fbxo34	chr14	FALSE	FALSE
Dgki	chr6	FALSE	FALSE
Ankra2	chr13	FALSE	FALSE
Gm20498	chr12	FALSE	FALSE
Glipr1l3	chr10	FALSE	FALSE
Zfp74	chr7	FALSE	FALSE
Tex47	chr5	FALSE	FALSE
Pspn	chr17	FALSE	FALSE
Shb	chr4	TRUE	TRUE
Kmt2a	chr9	FALSE	FALSE
Itih3	chr14	FALSE	FALSE
Uhmk1	chr1	FALSE	FALSE
1810020O05Rik	chr6	FALSE	FALSE
BC034090	chr1	FALSE	FALSE
Prelid1	chr13	FALSE	FALSE
Smim14	chr5	FALSE	FALSE
Srsf11	chr3	FALSE	FALSE
2410004P03Rik	chr12	TRUE	FALSE
4930503L19Rik	chr18	FALSE	FALSE
Sp1	chr15	FALSE	FALSE
Cd4	chr6	FALSE	FALSE
Rasal2	chr1	FALSE	FALSE
Slc12a4	chr8	TRUE	FALSE
Sec23ip	chr7	FALSE	FALSE
Gzmc	chr14	FALSE	FALSE
Flywch2	chr17	FALSE	FALSE
Tas2r131	chr6	FALSE	FALSE
Gys1	chr7	FALSE	FALSE
Drosha	chr15	FALSE	FALSE
Unc80	chr1	FALSE	FALSE
Gpr146	chr5	FALSE	FALSE
Zfp184	chr13	FALSE	FALSE
Tyw5	chr1	FALSE	FALSE
Zfp780b	chr7	FALSE	FALSE
Zpbp	chr11	FALSE	FALSE
Oip5	chr2	FALSE	FALSE
Adgrv1	chr13	FALSE	FALSE
Vxn	chr1	TRUE	FALSE
Fchsd1	chr18	FALSE	FALSE
Fam169b	chr7	TRUE	FALSE
Snx27	chr3	FALSE	FALSE
Gm49804	chr17	FALSE	FALSE
Lin37	chr7	FALSE	FALSE
Cpsf4l	chr11	TRUE	FALSE
Kif5b	chr18	FALSE	FALSE
Vmn1r231	chr17	FALSE	FALSE
Bag2	chr1	FALSE	FALSE
Kank1	chr19	TRUE	FALSE
Cbln4	chr2	TRUE	FALSE
Ric3	chr7	FALSE	FALSE
Fkbp6	chr5	FALSE	FALSE
Ccdc66	chr14	FALSE	FALSE
Rptor	chr11	FALSE	FALSE
Cyp2d40	chr15	FALSE	FALSE
Kcnk18	chr19	FALSE	FALSE
Gbx2	chr1	TRUE	FALSE
Rdh16	chr10	FALSE	FALSE
Nmu	chr5	TRUE	FALSE
Zfp580	chr7	FALSE	FALSE
Ctrc	chr4	FALSE	FALSE
Tmtc1	chr6	TRUE	FALSE
Ugt1a1	chr1	FALSE	FALSE
Wdr70	chr15	FALSE	FALSE
Ndufa4l2	chr10	FALSE	FALSE
Prkag3	chr1	TRUE	FALSE
Adamdec1	chr14	FALSE	FALSE
Cyp20a1	chr1	FALSE	FALSE
Rnf123	chr9	FALSE	FALSE
Acsl4	chrX	FALSE	FALSE
Slc26a3	chr12	TRUE	FALSE
Ptpn3	chr4	FALSE	FALSE
Olfr1340	chr4	FALSE	FALSE
Mavs	chr2	FALSE	FALSE
Snrpb	chr2	FALSE	FALSE
Hinfp	chr9	FALSE	FALSE
Cdh4	chr2	FALSE	FALSE
Caap1	chr4	FALSE	FALSE
Klhl30	chr1	FALSE	FALSE
Olfr1321	chrX	FALSE	FALSE
Olfr1262	chr2	FALSE	FALSE
Olfr398	chr11	FALSE	FALSE
4932411N23Rik	chrX	FALSE	FALSE
Ccdc102a	chr8	TRUE	FALSE
Ccdc172	chr19	FALSE	FALSE
Fam193b	chr13	FALSE	FALSE
Olfr141	chr2	FALSE	FALSE
Tulp2	chr7	FALSE	FALSE
Slc19a2	chr1	FALSE	FALSE
Ankrd23	chr1	FALSE	FALSE
Dnajc13	chr9	FALSE	FALSE
D930020B18Rik	chr10	FALSE	TRUE
Txndc2	chr17	FALSE	FALSE
Sltm	chr9	FALSE	FALSE
Casp8	chr1	FALSE	FALSE
Vmn2r76	chr7	FALSE	FALSE
Alpk3	chr7	TRUE	FALSE
Tpm1	chr9	FALSE	FALSE
Pclo	chr5	FALSE	FALSE
Ppp1r14d	chr2	FALSE	FALSE
Kpna7	chr5	FALSE	FALSE
Gm15107	chrX	FALSE	FALSE
Rad51b	chr12	TRUE	FALSE
Tbl1xr1	chr3	FALSE	FALSE
AC166256.1	chr10	FALSE	FALSE
Ces2b	chr8	FALSE	FALSE
Ryr1	chr7	TRUE	FALSE
Tff2	chr17	FALSE	FALSE
Polq	chr16	FALSE	TRUE
Lman1	chr18	FALSE	FALSE
Ccdc82	chr9	FALSE	FALSE
Olfr1284	chr2	FALSE	FALSE
Gpr83	chr9	TRUE	FALSE
Apba1	chr19	FALSE	FALSE
Strada	chr11	FALSE	FALSE
Ubxn4	chr1	FALSE	FALSE
Flt1	chr5	TRUE	FALSE
Tmprss5	chr9	FALSE	FALSE
Arap3	chr18	TRUE	FALSE
Sp4	chr12	FALSE	FALSE
Gm13023	chr4	FALSE	FALSE
Ankrd9	chr12	FALSE	FALSE
Ttll1	chr15	FALSE	FALSE
Cbr1	chr16	FALSE	FALSE
Gm6676	chr14	FALSE	FALSE
Spata48	chr11	FALSE	FALSE
Sub1	chr15	FALSE	FALSE
Adamts1	chr16	FALSE	FALSE
Slc2a9	chr5	FALSE	FALSE
Hars	chr18	FALSE	FALSE
Snx16	chr3	FALSE	FALSE
2610042L04Rik	chr14	FALSE	FALSE
Myom2	chr8	FALSE	FALSE
Lypla1	chr1	FALSE	FALSE
Nme5	chr18	FALSE	FALSE
Traf3ip3	chr1	FALSE	FALSE
Ttll8	chr15	TRUE	FALSE
Aadacl4fm2	chr4	FALSE	FALSE
Nsa2	chr13	FALSE	FALSE
Rps6ka4	chr19	TRUE	FALSE
Arhgef5	chr6	TRUE	FALSE
Phkg1	chr5	FALSE	FALSE
Olfr748	chr14	FALSE	FALSE
Dpysl5	chr5	FALSE	FALSE
Prss39	chr1	FALSE	FALSE
C1ra	chr6	FALSE	FALSE
Dcdc2c	chr12	FALSE	FALSE
L2hgdh	chr12	FALSE	FALSE
Septin1	chr7	FALSE	FALSE
Rbbp8	chr18	FALSE	FALSE
Apeh	chr9	FALSE	FALSE
Egr3	chr14	TRUE	FALSE
Tmc8	chr11	TRUE	FALSE
Iqcb1	chr16	FALSE	FALSE
Siglec15	chr18	TRUE	FALSE
Fzd1	chr5	FALSE	FALSE
Adamts18	chr8	FALSE	TRUE
Swi5	chr2	FALSE	FALSE
Htr1a	chr13	TRUE	FALSE
Lyst	chr13	FALSE	FALSE
Wasf3	chr5	FALSE	FALSE
Entpd5	chr12	FALSE	FALSE
Epb41l4b	chr4	FALSE	FALSE
Napb	chr2	FALSE	FALSE
Gpihbp1	chr15	FALSE	FALSE
Pcdha9	chr18	FALSE	FALSE
Snrnp70	chr7	FALSE	FALSE
Tac2	chr10	TRUE	FALSE
Gvin1	chr7	FALSE	FALSE
Srp54a	chr12	FALSE	FALSE
Lias	chr5	FALSE	FALSE
Pcdh12	chr18	FALSE	FALSE
Strip1	chr3	FALSE	FALSE
Adarb2	chr13	TRUE	FALSE
Zfp82	chr7	FALSE	FALSE
Stx12	chr4	FALSE	FALSE
Cnot1	chr8	FALSE	FALSE
Carhsp1	chr16	TRUE	FALSE
Tbx6	chr7	FALSE	FALSE
Boll	chr1	TRUE	FALSE
Dleu7	chr14	TRUE	FALSE
Ccdc171	chr4	FALSE	FALSE
Pex12	chr11	FALSE	FALSE
Gipc1	chr8	FALSE	FALSE
Ucp1	chr8	TRUE	FALSE
Tmem163	chr1	FALSE	FALSE
Ip6k1	chr9	FALSE	FALSE
Cnr2	chr4	FALSE	FALSE
Gm12353	chr4	FALSE	FALSE
Ccnd3	chr17	TRUE	FALSE
Obp2a	chr2	FALSE	FALSE
Sh3bp5l	chr11	FALSE	FALSE
Dhrs3	chr4	TRUE	FALSE
Nbdy	chrX	FALSE	FALSE
Cr1l	chr1	FALSE	FALSE
Gpr165	chrX	TRUE	FALSE
Kcnc4	chr3	FALSE	FALSE
Olfr1066	chr2	FALSE	FALSE
Ndst3	chr3	FALSE	FALSE
Smg9	chr7	FALSE	FALSE
Sppl2c	chr11	FALSE	FALSE
Brd3	chr2	FALSE	FALSE
Olfr1313	chr2	FALSE	FALSE
Slc25a54	chr3	FALSE	FALSE
Asb2	chr12	TRUE	FALSE
Acot12	chr13	FALSE	FALSE
Acsm1	chr7	FALSE	FALSE
Ube2cbp	chr9	FALSE	FALSE
Kif4	chrX	FALSE	FALSE
Lrrc42	chr4	FALSE	FALSE
Galnt11	chr5	FALSE	FALSE
Mark3	chr12	FALSE	FALSE
Birc2	chr9	FALSE	FALSE
Rhobtb3	chr13	FALSE	FALSE
Ccdc85a	chr11	TRUE	FALSE
Rasa1	chr13	FALSE	FALSE
Olfr1505	chr19	FALSE	FALSE
Txnrd3	chr6	FALSE	FALSE
Nlrp5	chr7	FALSE	FALSE
Sprtn	chr8	FALSE	FALSE
Camk1	chr6	FALSE	FALSE
Olfr320	chr11	FALSE	FALSE
Crtc2	chr3	FALSE	FALSE
Mif4gd	chr11	FALSE	FALSE
Bmf	chr2	FALSE	FALSE
Ap2s1	chr7	FALSE	FALSE
Zcchc8	chr5	FALSE	FALSE
Mrpl47	chr3	FALSE	FALSE
Ankzf1	chr1	FALSE	FALSE
Slc30a8	chr15	FALSE	FALSE
Rpusd2	chr2	FALSE	FALSE
Bnip1	chr17	FALSE	FALSE
Snapc1	chr12	FALSE	FALSE
Olr1	chr6	FALSE	FALSE
Olfr668	chr7	FALSE	FALSE
Zfand2a	chr5	FALSE	FALSE
Oosp2	chr19	FALSE	FALSE
4933436I01Rik	chrX	FALSE	FALSE
C7	chr15	FALSE	FALSE
Dld	chr12	FALSE	FALSE
Tuba8	chr6	FALSE	FALSE
Lipa	chr19	FALSE	FALSE
Ephb6	chr6	TRUE	FALSE
Cd5	chr19	FALSE	FALSE
Bhmt2	chr13	TRUE	FALSE
Pdcl2	chr5	FALSE	FALSE
Klra1	chr6	FALSE	FALSE
Tmem178	chr17	FALSE	FALSE
Filip1	chr9	TRUE	FALSE
Zyx	chr6	FALSE	FALSE
Nme8	chr13	FALSE	FALSE
Ocln	chr13	FALSE	FALSE
Kcng1	chr2	TRUE	FALSE
Otx1	chr11	TRUE	FALSE
Slc22a22	chr15	TRUE	FALSE
Minpp1	chr19	FALSE	FALSE
U2af1	chr17	FALSE	FALSE
Hk3	chr13	TRUE	FALSE
Vmn1r47	chr6	FALSE	FALSE
Nupl2	chr5	FALSE	FALSE
Gm5737	chr7	FALSE	FALSE
Carmil1	chr13	FALSE	FALSE
Fam53a	chr5	FALSE	FALSE
Sesn1	chr10	FALSE	TRUE
Rnft2	chr5	FALSE	FALSE
Rin3	chr12	TRUE	FALSE
Gm12794	chr4	FALSE	FALSE
Rhbdd3	chr11	FALSE	FALSE
Pabpc5	chrX	FALSE	FALSE
Cst11	chr2	FALSE	FALSE
Rit1	chr3	FALSE	FALSE
Atp8b4	chr2	TRUE	FALSE
Ifi209	chr1	FALSE	FALSE
Dand5	chr8	FALSE	FALSE
BC003965	chr17	FALSE	FALSE
Chmp6	chr11	FALSE	FALSE
Dusp6	chr10	FALSE	FALSE
Lrriq1	chr10	FALSE	FALSE
Plppr4	chr3	FALSE	TRUE
Ankrd22	chr19	FALSE	FALSE
Armcx5	chrX	FALSE	FALSE
Tbc1d22b	chr17	FALSE	FALSE
Cib3	chr8	FALSE	FALSE
Pusl1	chr4	FALSE	FALSE
Pgs1	chr11	FALSE	FALSE
Pcdha8	chr18	FALSE	FALSE
Acvr2b	chr9	FALSE	FALSE
Wwp1	chr4	FALSE	FALSE
Tbx1	chr16	TRUE	FALSE
Copg2	chr6	FALSE	FALSE
Vmn1r46	chr6	FALSE	FALSE
Bbox1	chr2	FALSE	FALSE
Prrg4	chr2	TRUE	FALSE
Sdk1	chr5	TRUE	FALSE
Shoc2	chr19	FALSE	FALSE
Zfp708	chr13	FALSE	FALSE
Samd4b	chr7	TRUE	FALSE
Gm28372	chr2	FALSE	FALSE
Psmd7	chr8	FALSE	FALSE
4933414I15Rik	chr11	FALSE	FALSE
Vmn1r188	chr13	FALSE	FALSE
Dcaf1	chr9	FALSE	FALSE
Zfp697	chr3	FALSE	FALSE
Btf3l4	chr4	FALSE	FALSE
Atp8b5	chr4	FALSE	FALSE
Ywhaz	chr15	FALSE	FALSE
Nexn	chr3	TRUE	FALSE
Rnf217	chr10	FALSE	FALSE
Ccdc38	chr10	FALSE	FALSE
Psmb8	chr17	TRUE	FALSE
Irf8	chr8	TRUE	FALSE
Zfp616	chr11	FALSE	FALSE
Cfhr1	chr1	FALSE	FALSE
Thop1	chr10	FALSE	FALSE
Egfem1	chr3	TRUE	FALSE
Haus3	chr5	FALSE	FALSE
Timm10	chr2	FALSE	FALSE
Klk8	chr7	TRUE	FALSE
Pglyrp4	chr3	FALSE	FALSE
Spns1	chr7	FALSE	FALSE
Rfxank	chr8	FALSE	FALSE
Ranbp3l	chr15	FALSE	FALSE
Pik3c3	chr18	FALSE	FALSE
Ampd1	chr3	FALSE	FALSE
Kir3dl2	chrX	FALSE	FALSE
Trpv5	chr6	FALSE	FALSE
Rnf128	chrX	FALSE	FALSE
Usp17la	chr7	FALSE	FALSE
Supt6	chr11	FALSE	FALSE
Uba1	chrX	FALSE	FALSE
E030025P04Rik	chr11	FALSE	FALSE
Hoxd8	chr2	TRUE	FALSE
Thap1	chr8	FALSE	FALSE
Arv1	chr8	FALSE	FALSE
Sephs2	chr7	FALSE	FALSE
Cox4i2	chr2	FALSE	FALSE
Zfp942	chr17	FALSE	FALSE
Rsph3a	chr17	FALSE	FALSE
Nfkbie	chr17	FALSE	FALSE
Il2ra	chr2	FALSE	FALSE
Selenow	chr7	FALSE	FALSE
Uba3	chr6	FALSE	FALSE
Hormad1	chr3	FALSE	FALSE
Alms1	chr6	FALSE	FALSE
Ndufaf8	chr11	FALSE	FALSE
Pla1a	chr16	FALSE	FALSE
Rbm12b1	chr4	FALSE	FALSE
Gpr21	chr2	FALSE	FALSE
Egln1	chr8	FALSE	FALSE
Rilpl2	chr5	FALSE	FALSE
Ddi2	chr4	FALSE	FALSE
Mosmo	chr7	FALSE	FALSE
Sim2	chr16	TRUE	FALSE
Abcb10	chr8	FALSE	FALSE
Mmp27	chr9	FALSE	FALSE
Ldlrad1	chr4	FALSE	FALSE
Evc2	chr5	TRUE	FALSE
Acot7	chr4	FALSE	FALSE
Bend7	chr2	TRUE	FALSE
Olfr716	chr7	FALSE	FALSE
Rad50	chr11	FALSE	FALSE
Fam118a	chr15	FALSE	FALSE
Gm42417	chr1	FALSE	FALSE
Capns1	chr7	FALSE	FALSE
Ndufab1	chr7	FALSE	FALSE
Otud7b	chr3	FALSE	FALSE
Kdm6b	chr11	FALSE	FALSE
Pcdhga11	chr18	FALSE	FALSE
Ythdf2	chr4	FALSE	FALSE
Exosc2	chr2	FALSE	FALSE
Ndufs7	chr10	FALSE	FALSE
Rdh16f1	chr10	FALSE	FALSE
Vmn1r36	chr6	FALSE	FALSE
Atxn7l2	chr3	FALSE	FALSE
Ccdc65	chr15	TRUE	FALSE
Slc28a1	chr7	FALSE	FALSE
Tmem63c	chr12	FALSE	TRUE
Lims1	chr10	FALSE	TRUE
Smim20	chr5	FALSE	FALSE
Hmcn2	chr2	TRUE	FALSE
BC053393	chr11	FALSE	FALSE
Smtn	chr11	FALSE	FALSE
Shprh	chr10	FALSE	FALSE
Tspo2	chr17	FALSE	FALSE
Pde3a	chr6	FALSE	FALSE
Nlrp3	chr11	FALSE	FALSE
Yaf2	chr15	FALSE	FALSE
Glmp	chr3	FALSE	FALSE
Cenph	chr13	FALSE	FALSE
Grin3a	chr4	TRUE	FALSE
Kcne1	chr16	TRUE	FALSE
Camta2	chr11	FALSE	FALSE
Men1	chr19	FALSE	FALSE
Slc18a2	chr19	TRUE	FALSE
Kcnmb4	chr10	FALSE	FALSE
Gpsm1	chr2	FALSE	FALSE
Gcnt4	chr13	TRUE	FALSE
Cldn10	chr14	TRUE	FALSE
Tmem241	chr18	FALSE	FALSE
Kif24	chr4	FALSE	FALSE
Pcdha5	chr18	FALSE	FALSE
Hnrnpa1	chr15	FALSE	FALSE
Pbrm1	chr14	FALSE	FALSE
Dcaf8	chr1	FALSE	FALSE
Adgre1	chr17	FALSE	FALSE
Lyn	chr4	FALSE	TRUE
Trafd1	chr5	FALSE	FALSE
Plcl1	chr1	FALSE	FALSE
Dnah12	chr14	FALSE	FALSE
Ndufb5	chr3	FALSE	FALSE
Olfr718-ps1	chr5	FALSE	FALSE
Rab5a	chr17	FALSE	FALSE
Sfxn1	chr13	FALSE	FALSE
Chrne	chr11	FALSE	FALSE
Xaf1	chr11	FALSE	FALSE
Gm7072	chr17	FALSE	FALSE
Tnxb	chr17	TRUE	FALSE
Frg1	chr8	FALSE	FALSE
Nif3l1	chr1	FALSE	FALSE
Phf23	chr11	FALSE	FALSE
Ndufa10	chr1	FALSE	FALSE
Kctd2	chr11	FALSE	FALSE
Vsir	chr10	TRUE	FALSE
Spo11	chr2	TRUE	FALSE
A530032D15Rik	chr1	FALSE	FALSE
Abca2	chr2	FALSE	FALSE
Defb19	chr2	FALSE	FALSE
Pcdha7	chr18	FALSE	FALSE
Bhlha15	chr5	FALSE	FALSE
Rps6	chr4	FALSE	FALSE
Gabarapl2	chr8	FALSE	FALSE
Akr1c19	chr13	FALSE	FALSE
Csf2ra	chr19	FALSE	FALSE
Sgcg	chr14	FALSE	FALSE
9930012K11Rik	chr14	TRUE	FALSE
Spag7	chr11	FALSE	FALSE
Sbk1	chr7	FALSE	FALSE
Large1	chr8	FALSE	FALSE
Defb42	chr14	FALSE	FALSE
Lbh	chr17	FALSE	FALSE
Cpsf3	chr12	FALSE	FALSE
Wdr13	chrX	FALSE	FALSE
Nme9	chr9	TRUE	FALSE
Klf2	chr8	TRUE	FALSE
Pate2	chr9	FALSE	FALSE
Atad5	chr11	FALSE	FALSE
Stmn2	chr3	FALSE	FALSE
Dzip3	chr16	FALSE	FALSE
Tbx5	chr5	TRUE	FALSE
Klhl22	chr16	FALSE	FALSE
Olfr564	chr7	FALSE	FALSE
Aplf	chr6	FALSE	FALSE
Mfap2	chr4	FALSE	FALSE
Surf4	chr2	FALSE	FALSE
Pcdha6	chr18	FALSE	FALSE
Daw1	chr1	FALSE	TRUE
Hbb-bt	chr7	FALSE	FALSE
Fam131c	chr4	TRUE	FALSE
4931414P19Rik	chr14	FALSE	FALSE
C6	chr15	FALSE	TRUE
Olfr1441	chr19	FALSE	FALSE
Gm17455	chr10	TRUE	FALSE
Rbp2	chr9	FALSE	FALSE
Fam160a1	chr3	FALSE	FALSE
Rbm25	chr12	FALSE	FALSE
Pitx1	chr13	TRUE	FALSE
Tekt3	chr11	TRUE	FALSE
Stard9	chr2	FALSE	FALSE
Padi2	chr4	TRUE	FALSE
Slc27a6	chr18	TRUE	FALSE
Jmjd7	chr2	FALSE	FALSE
Galnt18	chr7	FALSE	FALSE
Prpf38a	chr4	FALSE	FALSE
Alox8	chr11	FALSE	FALSE
Fem1a	chr17	FALSE	FALSE
Gja5	chr3	FALSE	TRUE
Sirt5	chr13	FALSE	FALSE
Vmn2r13	chr5	FALSE	FALSE
Cse1l	chr2	FALSE	FALSE
Glb1l3	chr9	FALSE	FALSE
Gm49395	chr13	FALSE	FALSE
Ptpn20	chr14	FALSE	FALSE
Dnmt3l	chr10	TRUE	FALSE
Vamp5	chr6	TRUE	FALSE
Sumo1	chr1	FALSE	TRUE
Olfr926	chr9	FALSE	FALSE
Hhat	chr1	FALSE	FALSE
Txk	chr5	TRUE	FALSE
Hmga1	chr17	FALSE	FALSE
Olfr138	chr17	FALSE	FALSE
Gucy1a2	chr9	FALSE	FALSE
Olfr549	chr7	FALSE	FALSE
Olfr969	chr9	FALSE	FALSE
Dnajc19	chr3	FALSE	FALSE
Lgals2	chr15	FALSE	FALSE
Krtap10-4	chr10	FALSE	FALSE
Ascc1	chr10	FALSE	FALSE
Scamp4	chr10	FALSE	FALSE
Fam193a	chr5	FALSE	FALSE
Barhl2	chr5	FALSE	FALSE
Olfr449	chr6	FALSE	FALSE
Ifi27	chr12	TRUE	FALSE
Tbc1d24	chr17	FALSE	FALSE
Frzb	chr2	FALSE	FALSE
Vamp4	chr1	FALSE	FALSE
Insig2	chr1	FALSE	FALSE
