gene_name	chr	h3k27me3_overlap	mch_sig
Krt39	chr11	FALSE	FALSE
Lhx9	chr1	TRUE	FALSE
Pcdhb12	chr18	FALSE	FALSE
Olfr357	chr2	FALSE	FALSE
Psmb7	chr2	FALSE	FALSE
Bsg	chr10	FALSE	FALSE
Cyp2b23	chr7	FALSE	FALSE
Olfr1416	chr1	TRUE	FALSE
Ccdc92	chr5	FALSE	FALSE
Tra2a	chr6	FALSE	FALSE
Atxn2l	chr7	FALSE	FALSE
Olfr1209	chr2	FALSE	FALSE
Zbtb32	chr7	FALSE	FALSE
1700001J03Rik	chr5	FALSE	FALSE
Art1	chr7	FALSE	FALSE
Itih3	chr14	FALSE	FALSE
4930519G04Rik	chr5	FALSE	FALSE
Mindy1	chr3	FALSE	FALSE
Pask	chr1	FALSE	FALSE
Olfr802	chr10	FALSE	FALSE
Gm7980	chr14	FALSE	FALSE
Reg2	chr6	FALSE	FALSE
Cytl1	chr5	TRUE	FALSE
Taar2	chr10	FALSE	FALSE
Ctsl	chr13	FALSE	FALSE
Tspoap1	chr11	FALSE	FALSE
Gpx4	chr10	FALSE	FALSE
Cd8a	chr6	FALSE	FALSE
Kcnk4	chr19	TRUE	FALSE
Dek	chr13	FALSE	FALSE
Camsap3	chr8	FALSE	FALSE
Olfr711	chr7	FALSE	FALSE
Etv4	chr11	TRUE	FALSE
1700019A02Rik	chr1	FALSE	FALSE
Cxcl10	chr5	FALSE	FALSE
Olfr518	chr7	FALSE	FALSE
Cyp2w1	chr5	FALSE	FALSE
Meis3	chr7	FALSE	FALSE
Olfr297	chr7	FALSE	FALSE
Elmo2	chr2	FALSE	FALSE
Pde6b	chr5	TRUE	FALSE
Nub1	chr5	FALSE	FALSE
Vmn1r236	chr17	FALSE	FALSE
Tmem59	chr4	FALSE	FALSE
Iba57	chr11	FALSE	FALSE
Mgp	chr6	TRUE	FALSE
Metap1	chr3	FALSE	FALSE
Proca1	chr11	FALSE	FALSE
Nop9	chr14	FALSE	FALSE
Bpifa1	chr2	FALSE	FALSE
Rexo1	chr10	FALSE	FALSE
Tha1	chr11	FALSE	FALSE
Rplp2	chr7	FALSE	FALSE
Olfr1377	chr11	FALSE	FALSE
Aldh3a1	chr11	FALSE	FALSE
Klk4	chr7	TRUE	FALSE
Nxnl1	chr8	FALSE	FALSE
Slfn1	chr11	FALSE	FALSE
Olfr282	chr15	FALSE	FALSE
Fbxw19	chr9	FALSE	FALSE
Slc4a1ap	chr5	FALSE	FALSE
Gm43518	chr5	FALSE	FALSE
Rack1	chr11	FALSE	FALSE
Trim34b	chr7	FALSE	FALSE
Nt5c1a	chr4	FALSE	FALSE
Ddx47	chr6	FALSE	FALSE
Hmgcs1	chr13	FALSE	FALSE
Ndfip1	chr18	FALSE	FALSE
Nat9	chr11	FALSE	FALSE
Bet1l	chr7	FALSE	FALSE
Pabpc2	chr18	FALSE	FALSE
Pdp2	chr8	FALSE	FALSE
Mapk3	chr7	FALSE	FALSE
Pea15a	chr1	FALSE	FALSE
Gm21560	chr14	FALSE	FALSE
Zfp617	chr8	FALSE	FALSE
Susd5	chr9	TRUE	FALSE
Dvl1	chr4	FALSE	FALSE
Cfl1	chr19	FALSE	FALSE
Zfp979	chr4	FALSE	FALSE
AW146154	chr7	FALSE	FALSE
Ppp4c	chr7	FALSE	FALSE
Znrf2	chr6	FALSE	FALSE
C8g	chr2	FALSE	FALSE
Izumo1	chr7	FALSE	FALSE
Klhl1	chr14	TRUE	FALSE
Mup16	chr4	FALSE	FALSE
Apoc4	chr7	FALSE	FALSE
Ccdc121	chr1	TRUE	FALSE
Fbxo48	chr11	FALSE	FALSE
Fabp1	chr6	FALSE	FALSE
Pink1	chr4	FALSE	FALSE
Smim12	chr4	FALSE	FALSE
Arid3b	chr9	FALSE	FALSE
Olfr43	chr11	FALSE	FALSE
Pdpk1	chr17	FALSE	FALSE
Gabarapl2	chr8	FALSE	FALSE
Cdh23	chr10	TRUE	FALSE
Selenok	chr14	FALSE	FALSE
Nfkbie	chr17	FALSE	FALSE
Olfr142	chr2	FALSE	FALSE
Myf6	chr10	TRUE	FALSE
Inpp5e	chr2	FALSE	FALSE
Rfx1	chr8	FALSE	FALSE
Hsf2	chr10	FALSE	FALSE
Ndufab1	chr7	FALSE	FALSE
4833420G17Rik	chr13	FALSE	FALSE
Defb29	chr2	FALSE	FALSE
Vstm2a	chr11	TRUE	FALSE
Olfr652	chr7	FALSE	FALSE
Coro1a	chr7	FALSE	FALSE
Gm10376	chr14	FALSE	FALSE
Hnrnpa3	chr2	FALSE	FALSE
Tspan12	chr6	TRUE	FALSE
Capns1	chr7	FALSE	FALSE
Ptpmt1	chr2	FALSE	FALSE
Olfr1337	chr4	FALSE	FALSE
Mob1a	chr6	FALSE	FALSE
Ptpn5	chr7	TRUE	FALSE
Cdc6	chr11	FALSE	FALSE
Kctd2	chr11	FALSE	FALSE
S100a16	chr3	FALSE	FALSE
Olfr921	chr9	FALSE	FALSE
Vamp5	chr6	TRUE	FALSE
Slc29a2	chr19	FALSE	FALSE
Mfsd13b	chr7	FALSE	FALSE
Ankk1	chr9	FALSE	FALSE
Ift20	chr11	FALSE	FALSE
Zfp2	chr11	FALSE	FALSE
Cenpt	chr8	FALSE	FALSE
Tfap2b	chr1	TRUE	FALSE
Nhlrc3	chr3	FALSE	FALSE
Tdrd7	chr4	TRUE	FALSE
Ifnl2	chr7	FALSE	FALSE
Cyp27b1	chr10	TRUE	FALSE
Cir1	chr2	FALSE	FALSE
Folr2	chr7	FALSE	FALSE
Olfr164	chr16	FALSE	FALSE
Sult5a1	chr8	FALSE	FALSE
Dnase1l2	chr17	FALSE	FALSE
Myo15	chr11	TRUE	FALSE
4930486L24Rik	chr13	FALSE	FALSE
Cyp4a32	chr4	FALSE	FALSE
Gm13101	chr4	FALSE	FALSE
Fzd4	chr7	FALSE	FALSE
Dact2	chr17	TRUE	FALSE
Morc3	chr16	FALSE	FALSE
Gtf2a1	chr12	FALSE	FALSE
Olfr284	chr15	FALSE	FALSE
Gfer	chr17	FALSE	FALSE
Gtf2f1	chr17	FALSE	FALSE
Iscu	chr5	FALSE	FALSE
Gm17655	chr5	FALSE	FALSE
Gm12800	chr4	FALSE	FALSE
Tm7sf2	chr19	FALSE	FALSE
Sumo3	chr10	FALSE	FALSE
Vmn2r39	chr7	FALSE	FALSE
Krt84	chr15	TRUE	FALSE
Trmt61a	chr12	FALSE	FALSE
Pgm2	chr5	FALSE	FALSE
Paip2b	chr6	FALSE	FALSE
Hoxc13	chr15	TRUE	FALSE
Hsdl2	chr4	FALSE	FALSE
Vmn1r232	chr17	FALSE	FALSE
Olfr127	chr17	FALSE	FALSE
Olfr633	chr7	FALSE	FALSE
Cdkn1c	chr7	TRUE	FALSE
Cbx2	chr11	FALSE	FALSE
Rec8	chr14	FALSE	FALSE
Anxa5	chr3	FALSE	FALSE
Spag11b	chr8	FALSE	FALSE
Ogfod3	chr11	FALSE	FALSE
Tssk5	chr15	FALSE	FALSE
Alkal2	chr12	TRUE	FALSE
Tpm4	chr8	FALSE	FALSE
Ppp2r5b	chr19	FALSE	FALSE
Pga5	chr19	FALSE	FALSE
Riiad1	chr3	FALSE	FALSE
Gpr180	chr14	FALSE	FALSE
Cabp1	chr5	FALSE	FALSE
Vipas39	chr12	FALSE	FALSE
Rhoh	chr5	TRUE	FALSE
Ctnna2	chr6	TRUE	FALSE
Emb	chr13	FALSE	FALSE
Zfp667	chr7	FALSE	FALSE
Trp53rkb	chr2	FALSE	FALSE
Skint1	chr4	FALSE	FALSE
Hdac10	chr15	FALSE	FALSE
Cyp2c70	chr19	FALSE	FALSE
Defb28	chr2	FALSE	FALSE
Ppdpf	chr2	FALSE	FALSE
Vmn1r176	chr7	FALSE	FALSE
Olfr625-ps1	chr7	FALSE	FALSE
Rlbp1	chr7	FALSE	FALSE
F3	chr3	TRUE	FALSE
Mpp3	chr11	FALSE	FALSE
Dnpep	chr1	FALSE	FALSE
Atp2a3	chr11	TRUE	FALSE
Gng4	chr13	TRUE	FALSE
Pcdhb8	chr18	FALSE	FALSE
Gm8857	chr5	FALSE	FALSE
Dpf1	chr7	FALSE	FALSE
Gm28374	chr19	FALSE	FALSE
Pla2g7	chr17	TRUE	FALSE
Mterf1a	chr5	FALSE	FALSE
Csta3	chr16	FALSE	FALSE
Dppa4	chr16	FALSE	FALSE
Olfr520	chr7	FALSE	FALSE
Telo2	chr17	FALSE	FALSE
Serac1	chr17	FALSE	FALSE
Gm4788	chr1	FALSE	FALSE
4930407I10Rik	chr15	TRUE	FALSE
Obp2b	chr2	FALSE	FALSE
Thbd	chr2	TRUE	FALSE
Mycl	chr4	TRUE	FALSE
Olfr1257	chr2	FALSE	FALSE
Krtap1-3	chr11	FALSE	FALSE
Pim1	chr17	FALSE	FALSE
Cst10	chr2	FALSE	FALSE
Cdh24	chr14	FALSE	FALSE
Pira2	chr7	FALSE	FALSE
Tmem71	chr15	FALSE	FALSE
Sell	chr1	FALSE	FALSE
Nme2	chr11	FALSE	FALSE
Olfr51	chr11	FALSE	FALSE
Vmn2r69	chr7	FALSE	FALSE
Olfr130	chr17	FALSE	FALSE
Klhdc3	chr17	FALSE	FALSE
Pts	chr9	FALSE	FALSE
Alg6	chr4	FALSE	FALSE
Gzmg	chr14	FALSE	FALSE
Npy1r	chr8	TRUE	FALSE
Ccer1	chr10	FALSE	FALSE
Pus1	chr5	FALSE	FALSE
Gm35060	chr18	FALSE	FALSE
Adrb3	chr8	TRUE	FALSE
Sstr1	chr12	TRUE	FALSE
Brd8	chr18	FALSE	FALSE
Pdia6	chr12	FALSE	FALSE
Nr1h2	chr7	FALSE	FALSE
Art5	chr7	TRUE	FALSE
Zdhhc12	chr2	FALSE	FALSE
Hhipl2	chr1	FALSE	FALSE
Olfr309	chr7	FALSE	FALSE
Prl2a1	chr13	FALSE	FALSE
Mpnd	chr17	FALSE	FALSE
Tbrg1	chr9	FALSE	FALSE
Foxf1	chr8	TRUE	FALSE
Akr1e1	chr13	FALSE	FALSE
Ankrd16	chr2	FALSE	FALSE
Nol3	chr8	TRUE	FALSE
Olfr820	chr10	FALSE	FALSE
6330403K07Rik	chr11	FALSE	FALSE
Pafah1b3	chr7	FALSE	FALSE
Rdm1	chr11	FALSE	FALSE
Slc45a1	chr4	FALSE	FALSE
Fam89a	chr8	TRUE	FALSE
Olfr749	chr14	FALSE	FALSE
Olfr1242	chr2	FALSE	FALSE
Apol7c	chr15	FALSE	FALSE
Vmn1r83	chr7	FALSE	FALSE
Grhl2	chr15	TRUE	FALSE
Olfr1502	chr19	FALSE	FALSE
Fgg	chr3	FALSE	FALSE
Lce1b	chr3	FALSE	FALSE
Pate3	chr9	FALSE	FALSE
Klrg2	chr6	TRUE	FALSE
Olfr462	chr11	FALSE	FALSE
Iqcd	chr5	FALSE	FALSE
Serpina6	chr12	FALSE	FALSE
AI593442	chr9	TRUE	FALSE
Pcbp3	chr10	FALSE	FALSE
Gm5678	chr16	FALSE	FALSE
Pidd1	chr7	FALSE	FALSE
Plcxd3	chr15	FALSE	FALSE
Six5	chr7	TRUE	FALSE
Olfr1225	chr2	FALSE	FALSE
Got2	chr8	FALSE	FALSE
Phox2b	chr5	TRUE	FALSE
Galnt15	chr14	FALSE	FALSE
Pbx2	chr17	FALSE	FALSE
Erbb3	chr10	TRUE	FALSE
Ppp1r15b	chr1	FALSE	FALSE
Vmn2r25	chr6	FALSE	FALSE
Eno3	chr11	FALSE	FALSE
Rnf138	chr18	FALSE	FALSE
Chml	chr1	FALSE	FALSE
Zmym5	chr14	FALSE	FALSE
Lgals2	chr15	FALSE	FALSE
Gspt1	chr16	FALSE	FALSE
Evpl	chr11	TRUE	FALSE
Ankrd23	chr1	FALSE	FALSE
Zfp335	chr2	FALSE	FALSE
Vps37a	chr8	FALSE	FALSE
Tln1	chr4	FALSE	FALSE
Esp6	chr17	FALSE	FALSE
Vmn1r6	chr6	FALSE	FALSE
Olfr645	chr7	FALSE	FALSE
Igfbp3	chr11	TRUE	FALSE
Gle1	chr2	FALSE	FALSE
Olfr1052	chr2	FALSE	FALSE
Olfr105-ps	chr17	FALSE	FALSE
Actr1a	chr19	FALSE	FALSE
Pum3	chr19	FALSE	FALSE
Kncn	chr4	TRUE	FALSE
2610042L04Rik	chr14	TRUE	FALSE
Ccdc148	chr2	FALSE	FALSE
Syvn1	chr19	FALSE	FALSE
Eci1	chr17	FALSE	FALSE
Tap1	chr17	TRUE	FALSE
Olfr998	chr2	FALSE	FALSE
Tnfrsf14	chr4	FALSE	FALSE
Slc35c1	chr2	FALSE	FALSE
Stard5	chr7	FALSE	FALSE
Mrps18a	chr17	FALSE	FALSE
Smug1	chr15	FALSE	FALSE
Slc46a1	chr11	FALSE	FALSE
Kcne3	chr7	TRUE	FALSE
Fam149b	chr14	FALSE	FALSE
Crlf3	chr11	FALSE	FALSE
Fbxo16	chr14	FALSE	FALSE
Zfp395	chr14	FALSE	FALSE
Rergl	chr6	FALSE	FALSE
Lrit3	chr3	FALSE	FALSE
Exo1	chr1	FALSE	FALSE
Chst1	chr2	TRUE	FALSE
Ooep	chr9	FALSE	FALSE
Oip5	chr2	FALSE	FALSE
Tmem150b	chr7	FALSE	FALSE
Mtnr1a	chr8	FALSE	FALSE
Gm21983	chr7	FALSE	FALSE
Olfr259	chr2	FALSE	FALSE
Gls2	chr10	FALSE	FALSE
Krtap17-1	chr11	FALSE	FALSE
Ppp1r14b	chr19	FALSE	FALSE
Gm8159	chr14	FALSE	FALSE
Tmem123	chr9	FALSE	FALSE
Tex21	chr12	FALSE	FALSE
Lrrc8a	chr2	FALSE	FALSE
Rab4b	chr7	FALSE	FALSE
Dvl2	chr11	FALSE	FALSE
Zp2	chr7	FALSE	FALSE
Fpr-rs7	chr17	FALSE	FALSE
Ssc4d	chr5	FALSE	FALSE
Uaca	chr9	TRUE	FALSE
Pik3ap1	chr19	TRUE	FALSE
Disp2	chr2	FALSE	FALSE
Olfr434	chr6	FALSE	FALSE
Cd164l2	chr4	FALSE	FALSE
Vmn1r221	chr13	FALSE	FALSE
Fam57b	chr7	FALSE	FALSE
D8Ertd738e	chr8	FALSE	FALSE
Pnmt	chr11	FALSE	FALSE
Folr1	chr7	FALSE	FALSE
Fsd2	chr7	FALSE	FALSE
H2ac7	chr13	FALSE	FALSE
A030003K21Rik	chr1	FALSE	FALSE
Olfr18	chr9	FALSE	FALSE
Morc1	chr16	FALSE	FALSE
Mrpl47	chr3	FALSE	FALSE
Exosc6	chr8	FALSE	FALSE
Tmem86b	chr7	FALSE	FALSE
Olfr1510	chr14	FALSE	FALSE
Gm14322	chr2	FALSE	FALSE
Akp3	chr1	TRUE	FALSE
H2-Ke6	chr17	FALSE	FALSE
Smpd4	chr16	FALSE	FALSE
Tssc4	chr7	FALSE	FALSE
Ybx1	chr4	FALSE	FALSE
Vwa3a	chr7	FALSE	FALSE
Adm2	chr15	TRUE	FALSE
Snap29	chr16	FALSE	FALSE
Tcl1b2	chr12	FALSE	FALSE
Lrp2bp	chr8	FALSE	FALSE
Klra17	chr6	FALSE	FALSE
Sh3gl1	chr17	FALSE	FALSE
Krt14	chr11	TRUE	FALSE
Zfp770	chr2	FALSE	FALSE
St6galnac4	chr2	FALSE	FALSE
Wdr76	chr2	FALSE	FALSE
Il21	chr3	FALSE	FALSE
Nfic	chr10	TRUE	FALSE
Clca4a	chr3	FALSE	FALSE
Asf1b	chr8	FALSE	FALSE
Zfp69	chr4	FALSE	FALSE
Gm10334	chr6	FALSE	FALSE
Tas1r1	chr4	FALSE	FALSE
Gm29776	chr14	FALSE	FALSE
Fxr2	chr11	FALSE	FALSE
Bbs5	chr2	FALSE	FALSE
Adgrf5	chr17	TRUE	FALSE
Olfr1154	chr2	FALSE	FALSE
Mroh9	chr1	FALSE	FALSE
Sla2	chr2	FALSE	FALSE
Fst	chr13	TRUE	FALSE
Olfr96	chr17	FALSE	FALSE
Klrc1	chr6	FALSE	FALSE
1700015G11Rik	chr7	FALSE	FALSE
Ccdc8	chr7	FALSE	FALSE
Gm10639	chr9	FALSE	FALSE
1810058I24Rik	chr6	FALSE	FALSE
Pde1b	chr15	FALSE	FALSE
Tmem80	chr7	FALSE	FALSE
Olfr298	chr7	FALSE	FALSE
Ferd3l	chr12	TRUE	FALSE
S1pr4	chr10	FALSE	FALSE
Olfr707	chr7	FALSE	FALSE
Olfr1402	chr3	FALSE	FALSE
Olr1	chr6	FALSE	FALSE
Prpf38a	chr4	FALSE	FALSE
Mrgpra1	chr7	FALSE	FALSE
Gm3033	chr14	FALSE	FALSE
Plec	chr15	FALSE	FALSE
Ms4a2	chr19	FALSE	FALSE
Neu2	chr1	TRUE	FALSE
Tagap1	chr17	FALSE	FALSE
Wfikkn1	chr17	FALSE	FALSE
Olfr324	chr11	FALSE	FALSE
Tmem253	chr14	FALSE	FALSE
Nfil3	chr13	FALSE	FALSE
4933430I17Rik	chr4	FALSE	FALSE
Tmem9	chr1	TRUE	FALSE
Olfr1335	chr4	FALSE	FALSE
Olfr1097	chr2	FALSE	FALSE
Gm36210	chr7	FALSE	FALSE
Gckr	chr5	FALSE	FALSE
Olfr705	chr7	FALSE	FALSE
Gm44502	chr15	FALSE	FALSE
Thsd7a	chr6	TRUE	FALSE
Nr2e1	chr10	TRUE	FALSE
Fbxl15	chr19	FALSE	FALSE
Alkbh8	chr9	FALSE	FALSE
Il24	chr1	FALSE	FALSE
Ttc36	chr9	FALSE	FALSE
Hscb	chr5	FALSE	FALSE
Ptf1a	chr2	TRUE	FALSE
Dlgap1	chr17	FALSE	FALSE
Olfr1045	chr2	FALSE	FALSE
Gm10251	chr14	FALSE	FALSE
Rps18	chr17	FALSE	FALSE
Taf9	chr13	FALSE	FALSE
Mmp12	chr9	FALSE	FALSE
Cgrrf1	chr14	FALSE	FALSE
Prl3d2	chr13	FALSE	FALSE
Clec2e	chr6	FALSE	FALSE
Srpr	chr9	FALSE	FALSE
Naa40	chr19	FALSE	FALSE
Shisa4	chr1	FALSE	FALSE
Htr2b	chr1	FALSE	FALSE
Tecr	chr8	FALSE	FALSE
B3gnt4	chr5	FALSE	FALSE
2610008E11Rik	chr10	FALSE	FALSE
Cnga1	chr5	FALSE	FALSE
Smr3a	chr5	FALSE	FALSE
Mcidas	chr13	TRUE	FALSE
Slamf1	chr1	FALSE	FALSE
Dync1li2	chr8	FALSE	FALSE
Nop53	chr7	FALSE	FALSE
Ceacam18	chr7	FALSE	FALSE
Iqcc	chr4	FALSE	FALSE
Klk13	chr7	TRUE	FALSE
Cyp3a25	chr5	FALSE	FALSE
Shq1	chr6	TRUE	FALSE
Irx4	chr13	TRUE	FALSE
Gpr52	chr1	FALSE	FALSE
Ubqln5	chr7	FALSE	FALSE
Krtap4-16	chr11	FALSE	FALSE
Gm6482	chr14	FALSE	FALSE
Nkx6-2	chr7	TRUE	FALSE
Spdl1	chr11	FALSE	FALSE
Gm3182	chr14	FALSE	FALSE
Tas2r125	chr6	FALSE	FALSE
Rasl11a	chr5	FALSE	FALSE
Cdc34b	chr11	FALSE	FALSE
Fndc10	chr4	FALSE	FALSE
Ap5b1	chr19	FALSE	FALSE
G6pc	chr11	FALSE	FALSE
BC035044	chr6	FALSE	FALSE
3110001I22Rik	chr16	FALSE	FALSE
Dr1	chr5	FALSE	FALSE
B3galt6	chr4	FALSE	FALSE
Hao2	chr3	FALSE	FALSE
Olfr27	chr9	FALSE	FALSE
Tgtp1	chr11	FALSE	FALSE
Ift43	chr12	FALSE	FALSE
Plat	chr8	FALSE	FALSE
Atp10a	chr7	FALSE	FALSE
Prom2	chr2	FALSE	FALSE
Foxq1	chr13	TRUE	FALSE
Lrrtm2	chr18	FALSE	FALSE
H2-D1	chr17	FALSE	FALSE
Sowahb	chr5	FALSE	FALSE
Sec61b	chr4	FALSE	FALSE
Pkp1	chr1	TRUE	FALSE
Il1rl1	chr1	FALSE	FALSE
Slc17a4	chr13	FALSE	FALSE
Adh7	chr3	FALSE	FALSE
Kpna4	chr3	FALSE	FALSE
Cd84	chr1	FALSE	FALSE
Zyx	chr6	FALSE	FALSE
1700007K13Rik	chr2	FALSE	FALSE
Prpf8	chr11	FALSE	FALSE
Smyd4	chr11	FALSE	FALSE
Bsx	chr9	TRUE	FALSE
Mc1r	chr8	FALSE	FALSE
Tmem132a	chr19	FALSE	FALSE
Otub2	chr12	FALSE	FALSE
Oosp2	chr19	FALSE	FALSE
Ntf3	chr6	TRUE	FALSE
Trcg1	chr9	FALSE	FALSE
Gm6525	chr3	FALSE	FALSE
Rars2	chr4	FALSE	FALSE
Mtfp1	chr11	FALSE	FALSE
Tdpoz2	chr3	FALSE	FALSE
Grasp	chr15	FALSE	FALSE
Zpr1	chr9	FALSE	FALSE
Olfr593	chr7	FALSE	FALSE
Gm8897	chr5	FALSE	FALSE
Nrp1	chr8	TRUE	FALSE
Camk1	chr6	FALSE	FALSE
Ankra2	chr13	FALSE	FALSE
Pradc1	chr6	FALSE	FALSE
Psmc3ip	chr11	FALSE	FALSE
Tnfrsf12a	chr17	FALSE	FALSE
Birc5	chr11	FALSE	FALSE
Tcf3	chr10	FALSE	FALSE
Tfpi	chr2	FALSE	FALSE
Hipk4	chr7	FALSE	FALSE
Pttg1	chr11	FALSE	FALSE
Prrx1	chr1	TRUE	FALSE
Ttc39d	chr17	FALSE	FALSE
Notch3	chr17	TRUE	FALSE
Abhd16a	chr17	FALSE	FALSE
Fitm2	chr2	FALSE	FALSE
Gm3752	chr14	FALSE	FALSE
Gm3468	chr14	TRUE	FALSE
Colq	chr14	FALSE	FALSE
Tagln2	chr1	TRUE	FALSE
Abhd14a	chr9	FALSE	FALSE
Olfr441	chr6	FALSE	FALSE
Krtap27-1	chr16	FALSE	FALSE
Lrrtm1	chr6	TRUE	FALSE
Rbm42	chr7	FALSE	FALSE
Mb	chr15	FALSE	FALSE
Zfp334	chr2	FALSE	FALSE
Gm10354	chr5	FALSE	FALSE
Gm10424	chr5	FALSE	FALSE
Pglyrp4	chr3	FALSE	FALSE
Sbf1	chr15	FALSE	FALSE
Pak4	chr7	FALSE	FALSE
A630076J17Rik	chr3	FALSE	FALSE
Gm8871	chr5	FALSE	FALSE
Mre11a	chr9	FALSE	FALSE
Pon1	chr6	FALSE	FALSE
Gm19965	chr1	FALSE	FALSE
Pla2g4a	chr1	FALSE	FALSE
Pmch	chr10	FALSE	FALSE
Deup1	chr9	TRUE	FALSE
Abitram	chr4	FALSE	FALSE
Laptm4a	chr12	FALSE	FALSE
Sh3yl1	chr12	FALSE	FALSE
Ddb1	chr19	FALSE	FALSE
Ecel1	chr1	TRUE	FALSE
Vac14	chr8	FALSE	FALSE
Gm3252	chr14	TRUE	FALSE
AU040320	chr4	FALSE	FALSE
Mastl	chr2	FALSE	FALSE
Mrpl27	chr11	FALSE	FALSE
Vmn1r203	chr13	FALSE	FALSE
Vmn1r10	chr6	FALSE	FALSE
Fam124b	chr1	FALSE	FALSE
Ifnk	chr4	TRUE	FALSE
Psmb10	chr8	FALSE	FALSE
Il18bp	chr7	FALSE	FALSE
Fam71a	chr1	TRUE	FALSE
Zfp142	chr1	FALSE	FALSE
Sp7	chr15	TRUE	FALSE
Zfp169	chr13	FALSE	FALSE
Vmn1r173	chr7	FALSE	FALSE
Pwp2	chr10	FALSE	FALSE
Etfb	chr7	FALSE	FALSE
Pramef12	chr4	FALSE	FALSE
Olfr891	chr9	FALSE	FALSE
Clec4a3	chr6	FALSE	FALSE
Rala	chr13	FALSE	FALSE
Cd209d	chr8	FALSE	FALSE
ccdc198	chr14	FALSE	FALSE
Agtrap	chr4	FALSE	FALSE
Nodal	chr10	TRUE	FALSE
Olfr1283	chr2	FALSE	FALSE
Zic1	chr9	FALSE	FALSE
Tmx1	chr12	FALSE	FALSE
Spink6	chr18	FALSE	FALSE
Pdhb	chr14	FALSE	FALSE
Fam205a1	chr4	FALSE	FALSE
Arv1	chr8	FALSE	FALSE
Vapa	chr17	FALSE	FALSE
Olfr784	chr10	FALSE	FALSE
Gtf2h5	chr17	FALSE	FALSE
Plac8	chr5	FALSE	FALSE
Olfr304	chr7	FALSE	FALSE
Il17re	chr6	FALSE	FALSE
Hsd3b5	chr3	FALSE	FALSE
Olfr994	chr2	FALSE	FALSE
Gm12253	chr11	FALSE	FALSE
Il17a	chr1	FALSE	FALSE
Hs6st1	chr1	FALSE	FALSE
Gorasp2	chr2	FALSE	FALSE
Nat2	chr8	FALSE	FALSE
Kctd5	chr17	FALSE	FALSE
Setd1a	chr7	FALSE	FALSE
Nipsnap3a	chr4	FALSE	FALSE
Olfr552	chr7	FALSE	FALSE
Ldlrad1	chr4	FALSE	FALSE
Gm11100	chr14	FALSE	FALSE
Tac2	chr10	TRUE	FALSE
Lrrc2	chr9	TRUE	FALSE
Bnip1	chr17	FALSE	FALSE
Slc7a2	chr8	TRUE	FALSE
Aoc1	chr6	FALSE	FALSE
Olfr512	chr7	FALSE	FALSE
Gjb3	chr4	TRUE	FALSE
B230219D22Rik	chr13	FALSE	FALSE
Aqp3	chr4	TRUE	FALSE
4930438A08Rik	chr11	FALSE	FALSE
Tpr	chr1	FALSE	FALSE
Bbs1	chr19	FALSE	FALSE
Olfr951	chr9	FALSE	FALSE
Tmem177	chr1	FALSE	FALSE
Il31	chr5	FALSE	FALSE
Cdc42se1	chr3	FALSE	FALSE
Olfr1425	chr19	FALSE	FALSE
Ephb4	chr5	TRUE	FALSE
Pgf	chr12	TRUE	FALSE
Sertm1	chr3	TRUE	FALSE
Vmn1r231	chr17	FALSE	FALSE
Pnisr	chr4	FALSE	FALSE
Selenbp2	chr3	FALSE	FALSE
Sft2d1	chr17	FALSE	FALSE
Tex50	chr1	FALSE	FALSE
1700093K21Rik	chr11	FALSE	FALSE
Zfp40	chr17	FALSE	FALSE
Gm10800	chr2	FALSE	FALSE
Snx5	chr2	FALSE	FALSE
Rab21	chr10	FALSE	FALSE
Rpl36a-ps1	chr14	FALSE	FALSE
2410004P03Rik	chr12	TRUE	FALSE
Zfp14	chr7	FALSE	FALSE
Olfr251	chr9	FALSE	FALSE
Zmynd15	chr11	TRUE	FALSE
Otud6b	chr4	FALSE	FALSE
Rpl3	chr15	FALSE	FALSE
Arf6	chr12	FALSE	FALSE
Yars2	chr16	FALSE	FALSE
B4galnt1	chr10	FALSE	FALSE
Grin2d	chr7	TRUE	FALSE
Fut4	chr9	TRUE	FALSE
Adi1	chr12	FALSE	FALSE
Olfr124	chr17	FALSE	FALSE
Ly6m	chr15	FALSE	FALSE
Olfr825	chr10	FALSE	FALSE
Ttc23l	chr15	FALSE	FALSE
Aadacl4fm1	chr4	FALSE	FALSE
Mylip	chr13	FALSE	FALSE
Cbll1	chr12	FALSE	FALSE
Mrm3	chr11	FALSE	FALSE
Id1	chr2	FALSE	FALSE
Arsi	chr18	TRUE	FALSE
Gm7951	chr14	FALSE	FALSE
Lilra5	chr7	FALSE	FALSE
Fahd1	chr17	FALSE	FALSE
Mmut	chr17	FALSE	FALSE
Kcne2	chr16	FALSE	FALSE
Znrd1as	chr17	FALSE	FALSE
Twnk	chr19	FALSE	FALSE
Trh	chr6	TRUE	FALSE
B430305J03Rik	chr3	FALSE	FALSE
Dio1	chr4	FALSE	FALSE
Wdr5b	chr16	FALSE	FALSE
Spata24	chr18	TRUE	FALSE
Samd4	chr14	TRUE	FALSE
Gdf7	chr12	TRUE	FALSE
Tgfb1	chr7	TRUE	FALSE
Rph3al	chr11	FALSE	FALSE
1810009J06Rik	chr6	FALSE	FALSE
Slc2a6	chr2	FALSE	FALSE
Tnfsf10	chr3	TRUE	FALSE
Vmn2r95	chr17	FALSE	FALSE
Slc6a18	chr13	FALSE	FALSE
Grk3	chr5	FALSE	FALSE
