gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	promoter_state	body_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Usp30	ENSMUSG00000029592.11	chr5	114065460	114124720	59260	0.0150755500410472	0.0161021743985088	0.00102662435746165	-0.112020588279559	0.219400213720406	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0033577106821695	0.988138441007252	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem72	ENSMUSG00000048108.13	chr6	116679062	116716913	37851	0.0172720152985291	0.0172259884105202	-4.60268880088308e-05	-0.159047029870567	0.219483385222741	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.00365118706606146	0.990258431847819	3	NA	NA	NA	-0.530315506756481	0.00351887682048735	2	-0.38969999	0.007451196	2
Hs3st6	ENSMUSG00000039628.9	chr17	24752987	24758684	5697	0.0135740474523681	0.0208391975968908	0.00726515014452272	0.370362549413064	0.219543175770339	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	0.201127609166037	0.397724087258646	2	NA	NA	NA	-0.250765965795488	0.253329682657861	1	-0.575095044	7.87e-09	1
Krt42	ENSMUSG00000053654.7	chr11	100262881	100269871	6990	0.0152209379730933	0.0178651183989936	0.00264418042590029	-0.363760001969212	0.219567418775888	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	-0.0718994820810306	0.74836926900771	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Catsperb	ENSMUSG00000047014.7	chr12	101404652	101626009	221357	0.0115158480924786	0.0127940061895484	0.00127815809706975	-0.0978482182278819	0.219764555327156	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trim66	ENSMUSG00000031026.15	chr7	109449005	109508134	59129	0.0207533772886988	0.0214613134953444	0.000707936206645641	-0.101518947129656	0.219800488089214	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.14087262792895	0.425433473878101	4	-0.138153568571402	0.425590188661633	1	NA	NA	NA	0.46190067	0.000696857	1
Pabpc1l	ENSMUSG00000054582.4	chr2	164025449	164050538	25089	0.0202352935921574	0.0208845607344954	0.000649267142338004	-0.157365221933267	0.219893530058259	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	-0.12194851501161	0.500392601307685	2	-0.441672845698441	0.019322014832093	1	NA	NA	NA	NA	NA	NA
Dcst2	ENSMUSG00000109293.1	chr3	89361974	89377549	15575	0.0170196970551302	0.0163438816044952	-0.000675815450634925	-0.250222590899353	0.219905730973721	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mrps11	ENSMUSG00000030611.10	chr7	78783118	78792989	9871	0.0164608199785196	0.0146239559894835	-0.00183686398903609	-0.277277721589443	0.220021778088005	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr414	ENSMUSG00000051509.6	chr1	174424063	174434747	10684	0.0139134365484232	0.0133177824821053	-0.000595654066317954	-0.306545476752759	0.22002222845443	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Plscr4	ENSMUSG00000032377.8	chr9	92457372	92492456	35084	0.016982601259768	0.0172483258500702	0.000265724590302122	-0.158837779038761	0.220082284540059	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.40540044916883	0.057144317255453	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Litaf	ENSMUSG00000022500.15	chr16	10959274	11066157	106883	0.0230078774471665	0.0240263082724091	0.00101843082524258	-0.0719175065788722	0.220161449843312	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chp2	ENSMUSG00000030865.4	chr7	122219495	122222824	3329	0.0213308165890919	0.0167121456218416	-0.00461867096725032	-0.588602319555096	0.220161449843312	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.189348165712256	0.407237734840388	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Abca6	ENSMUSG00000044749.13	chr11	110176819	110251776	74957	0.0144345711351755	0.0148681309831741	0.000433559847998654	-0.119708667903245	0.220432938867411	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.164047565359655	0.461426615171006	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Epcam	ENSMUSG00000045394.9	chr17	87635978	87651129	15151	0.0253714301537298	0.0240847650407911	-0.00128666511293866	-0.193330709296045	0.220436290534817	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.068445122111528	0.750293864633942	4	NA	NA	NA	-0.141493651320327	0.50208536413842	1	0.353471477	0.003121764	1
Ccr6	ENSMUSG00000040899.14	chr17	8236042	8257141	21099	0.0146036418366744	0.0146912816834378	8.76398467634029e-05	-0.209467270957538	0.220436290534817	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trim52	ENSMUSG00000022113.6	chr14	106106197	106135859	29662	0.0120637480042301	0.0161941592274676	0.00413041122323746	0.208915006527682	0.220446826099347	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	2.34503335784993	7.18580155362669e-18	4	NA	NA	NA	1.41878987026936	1.48473063439724e-09	5	1.244258959	1.62e-12	7
Polr2m	ENSMUSG00000032199.13	chr9	71478436	71485935	7499	0.0119128500351695	0.0150638397455569	0.00315098971038736	0.374528075953292	0.220446826099347	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	0.178370040490217	0.386805888334366	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp937	ENSMUSG00000060336.6	chr2	150218072	150240725	22653	0.0111520939088267	0.0122476997324812	0.00109560582365451	-0.261212085152894	0.220446826099347	FALSE	Hypomethylated	Active_Promoter	Active	0.356928849717923	0.0661806579666089	1	0.195159983580209	0.325673459512558	1	NA	NA	NA	0.796177186	2.5e-06	1
Tstd1	ENSMUSG00000103711.1	chr1	171418871	171420352	1481	0.013376737783422	0.0117003378434715	-0.00167639993995057	-1.2560618236375	0.220446826099347	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	-0.554392898685054	0.0733973963400666	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Snrpe	ENSMUSG00000090553.8	chr1	133603870	133610291	6421	0.0117811297792411	0.0148182059242264	0.00303707614498527	0.452759457173804	0.220446826099347	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fcrla	ENSMUSG00000038421.13	chr1	170917575	170927583	10008	0.0140269044929495	0.0125524832435669	-0.00147442124938266	-0.346460762682671	0.220509956365396	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nlrx1	ENSMUSG00000032109.15	chr9	44252716	44268599	15883	0.0202271479745673	0.0201346471544921	-9.25008200752669e-05	-0.246643002846292	0.220582281571422	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.152141787304501	0.393020471602494	1	0.0521562327264767	0.773435575922013	1	NA	NA	NA	NA	NA	NA
Olfr1414	ENSMUSG00000042849.11	chr1	92506365	92518661	12296	0.0162462760020684	0.0145729010405868	-0.00167337496148165	-0.294786870511518	0.220624276288348	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr935	ENSMUSG00000059595.2	chr9	38993970	38999683	5713	0.0147439962561053	0.0129273938206624	-0.00181660243544287	-0.460748979357597	0.220649591974246	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ypel5	ENSMUSG00000039770.6	chr17	72836452	72851195	14743	0.015690101925375	0.0153678250888887	-0.000322276836486359	-0.219116847197302	0.220692742174846	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.198831649969064	0.256574546103983	8	-0.0985114362783376	0.519847004603871	1	-0.332449676942925	0.109308450467603	2	-0.107332335	0.45507899	1
Nsmce1	ENSMUSG00000030750.13	chr7	125467639	125491596	23957	0.0180645579161373	0.018600068458222	0.000535510542084686	-0.173340274253571	0.220841594193983	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.105051874404262	0.569518848401867	4	NA	NA	NA	NA	NA	NA	0.112984912	0.477609671	1
Tppp2	ENSMUSG00000008813.13	chr14	51918424	51920700	2276	0.0192910455726208	0.0160808868471778	-0.00321015872544301	-0.680966330506266	0.220874599890099	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm11627	ENSMUSG00000078640.9	chr11	102576397	102579461	3064	0.0272046479655909	0.0195426375624626	-0.00766201040312828	-0.59848527642764	0.220987627760256	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.0652897787660041	0.77881900925585	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Esrp1	ENSMUSG00000040728.15	chr4	11331932	11386783	54851	0.0134758589011546	0.0140365405587777	0.000560681657623071	-0.129155811446028	0.221008691961841	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.244608022123697	0.325696095959998	2	NA	NA	NA	-0.0765182712480146	0.703280295683974	3	-0.27364432	0.004200297	1
Slc27a5	ENSMUSG00000030382.15	chr7	12988345	12998192	9847	0.0145193659879585	0.014056736522855	-0.000462629465103575	-0.290884808488696	0.221008691961841	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Avil	ENSMUSG00000025432.11	chr10	127000708	127020994	20286	0.0142627579693686	0.0140529312663602	-0.000209826703008325	-0.215727268720228	0.221024995132789	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	0.677056337764206	0.000715082745833449	1	NA	NA	NA	NA	NA	NA
Olfr510	ENSMUSG00000096209.4	chr7	108666417	108670259	3842	0.0091636473839256	0.0116296100478092	0.0024659626638836	-0.65249137368395	0.221186019567098	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmem127	ENSMUSG00000034850.15	chr2	127247907	127261107	13200	0.0142252355112957	0.0135166802746623	-0.000708555236633429	-0.27464778233362	0.221294105941696	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	0.230916686243448	0.123576870235826	1	NA	NA	NA	NA	NA	NA
Ccnq	ENSMUSG00000049489.5	chr11	78750505	78751729	1224	0.0188181355420458	0.0138271109029991	-0.00499102463904673	-0.758833556927061	0.221294105941696	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.248827633797324	0.181886966149926	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aadacl4fm4	ENSMUSG00000078505.1	chr4	144669936	144686368	16432	0.0128814460420937	0.0128040465278383	-7.73995142553767e-05	-0.264198731556374	0.221294105941696	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mxra7	ENSMUSG00000020814.13	chr11	116803061	116828046	24985	0.0347888773124423	0.034779312417591	-9.56489485133549e-06	-0.125880406234169	0.221294105941696	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.116676584158278	0.547095388806161	5	-0.497453020851821	0.0173373236173276	1	NA	NA	NA	-0.264203737	0.04413717	2
4930555G01Rik	ENSMUSG00000096197.1	chr14	5050628	5059243	8615	0.0114834748044611	0.0106763136613268	-0.000807161143134311	-0.674761176845805	0.221294105941696	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ap2a2	ENSMUSG00000002957.11	chr7	141562172	141633011	70839	0.0141047860687667	0.0151550890330204	0.00105030296425371	-0.122214817324373	0.221294105941696	FALSE	Hypomethylated	Unmarked_Promoter	Active	-0.037864675510471	0.846666510886275	3	-0.175623526314586	0.218398192991097	2	NA	NA	NA	NA	NA	NA
Dtx3	ENSMUSG00000040415.15	chr10	127190377	127195728	5351	0.0196788269630458	0.0163558954161	-0.00332293154694587	-0.458902513453619	0.221294105941696	FALSE	Hypomethylated	Active_Promoter	Active	0.460669454054379	0.0273639374412253	2	0.380934322230747	0.0141560706054151	1	NA	NA	NA	NA	NA	NA
Rhou	ENSMUSG00000039960.5	chr8	123653928	123663884	9956	0.0184242104372821	0.0172275914699462	-0.00119661896733589	-0.290245679541481	0.221296493536687	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0762926554639112	0.690638540679152	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hbq1a	ENSMUSG00000020295.1	chr11	32300068	32300873	805	0.0322787423347652	0.0212641991273964	-0.0110145432073687	-0.825124543968479	0.221307710655278	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.266604349809425	0.192427070046155	2	NA	NA	NA	NA	NA	NA	0.095612248	0.547742869	1
Actc1	ENSMUSG00000068614.7	chr2	114047281	114053548	6267	0.0201363187424569	0.0192443408527286	-0.000891977889728318	-0.304522422729003	0.221320810393941	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	0.0648583226899924	0.848275591323304	1	-0.29071191	0.077400957	1
Tek	ENSMUSG00000006386.15	chr4	94739288	94874976	135688	0.0124741842364058	0.0134982683717681	0.00102408413536224	-0.105571297763992	0.221356763252329	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm8909	ENSMUSG00000073402.11	chr17	36164442	36168537	4095	0.012095172582746	0.0168400122292131	0.00474483964646712	0.552427042208532	0.221372885467639	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr967	ENSMUSG00000055820.2	chr9	39746248	39751493	5245	0.015592362932961	0.0126142211240774	-0.00297814180888361	-0.546319204117917	0.221372885467639	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rab43	ENSMUSG00000030055.16	chr6	87788852	87812164	23312	0.0273944237528172	0.0272775439630896	-0.000116879789727593	-0.144550831600185	0.221372885467639	FALSE	Hypomethylated	Active_Promoter	Active	-0.235823115402922	0.145401412886984	4	-0.441134706823315	0.00431722128114322	1	NA	NA	NA	0.323725906	0.004476091	2
Ahrr	ENSMUSG00000021575.16	chr13	74211117	74292331	81214	0.0133351575014274	0.014327807341201	0.000992649839773674	-0.123281140789335	0.221372885467639	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.89784245680912	0.000647096915706298	1	NA	NA	NA	0.0960518376615034	0.66645912654528	2	0.473511426	1.38e-05	1
Cdr2l	ENSMUSG00000050910.5	chr11	115381915	115396132	14217	0.0161391158364306	0.0154963071461442	-0.000642808690286462	-0.256901610225715	0.221527683289616	FALSE	Hypomethylated	Active_Promoter	Active	0.134454118245733	0.421835955467976	1	0.159815209735195	0.266946600863229	1	NA	NA	NA	-0.359679949	0.020063851	1
Nexn	ENSMUSG00000039103.12	chr3	152236981	152266350	29369	0.0178307168261628	0.0172819598056242	-0.000548757020538578	-0.184082090927417	0.221529070564325	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	-0.0867532115650645	0.724086053545939	1	NA	NA	NA	NA	NA	NA	-0.09477209	0.39633058	1
Slx1b	ENSMUSG00000059772.12	chr7	126689467	126695784	6317	0.0168433375499035	0.0157660368112598	-0.00107730073864368	-0.363915750451505	0.221559994119057	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	0.26026499242656	0.126626541854697	1	NA	NA	NA	NA	NA	NA
Serpina3n	ENSMUSG00000021091.8	chr12	104406728	104414329	7601	0.0305125659528181	0.0291738707495524	-0.0013386952032657	-0.225576724494991	0.221577341715548	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	-0.259774939592433	0.291564079253682	3	NA	NA	NA	-0.816078218639778	0.00382765115093169	3	-0.005077684	0.971167267	4
Cdcp2	ENSMUSG00000047636.3	chr4	107096890	107113125	16235	0.0265201693180605	0.0255981559918911	-0.000922013326169376	-0.165819188870208	0.22165681110616	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.375345408530834	0.119032702653368	4	NA	NA	NA	NA	NA	NA	0.386930812	0.001514054	2
Wdr12	ENSMUSG00000026019.15	chr1	60069784	60098645	28861	0.0122621310183592	0.0132027267228777	0.000940595704518484	-0.209416646922439	0.22165681110616	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Banf2	ENSMUSG00000037307.11	chr2	144033058	144073979	40921	0.0211257948145595	0.0212715916055216	0.000145796790962102	-0.118387949386559	0.221677195973521	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.0494647308459007	0.829658933490792	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Efcab5	ENSMUSG00000050944.14	chr11	77089914	77188968	99054	0.0199094391169868	0.0205958990585478	0.000686459941561062	-0.0902919175516283	0.221729370603271	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0357612167719031	0.878211803174341	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prob1	ENSMUSG00000073600.5	chr18	35650350	35655238	4888	0.0295455647410103	0.0243658263957125	-0.00517973834529775	-0.360662618527115	0.22173310166284	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.111843587406583	0.59118927003816	2	NA	NA	NA	-0.0977981800530971	0.633808473360487	1	-0.492625076	1.18e-09	1
Vmn2r86	ENSMUSG00000092162.3	chr10	130441561	130456050	14489	0.0109592125401059	0.0115943329348957	0.00063512039478982	-0.284537597340482	0.221733965304909	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.80269123696089	0.000949545331900575	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Top1mt	ENSMUSG00000000934.9	chr15	75657034	75678800	21766	0.0187316363381808	0.0177453110873461	-0.000986325250834731	-0.166316927449798	0.221733965304909	FALSE	Hypomethylated	Unmarked_Promoter	Active	-0.0473786151642043	0.795033193682674	2	-0.40528835835934	0.0150272361836235	1	NA	NA	NA	0.279633751	0.059780187	1
Otop3	ENSMUSG00000018862.11	chr11	115334730	115346927	12197	0.0258669467185201	0.0240454554187729	-0.0018214912997472	-0.214655503947296	0.221733965304909	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	0.282282449634004	0.20018004345526	1	-0.258359487	0.085926053	1
Atoh7	ENSMUSG00000036816.4	chr10	63099650	63101279	1629	0.0180714669133988	0.0133264078615764	-0.00474505905182233	-0.811089917821243	0.221836461507694	FALSE	Hypomethylated	Unmarked_Promoter	Active	-1.13317998159434	1.63891743430745e-08	5	-0.948663961407331	3.19311580481368e-10	3	NA	NA	NA	0.804188235	6.98e-08	2
Arf1	ENSMUSG00000048076.14	chr11	59211411	59228270	16859	0.0125290360801447	0.0131388816668454	0.000609845586700674	-0.241753098098369	0.222008002600732	FALSE	Hypomethylated	Active_Promoter	Active	0.0916931792071452	0.60455154666605	2	0.0942230461545129	0.550097118645063	1	NA	NA	NA	-0.006694307	0.967417835	1
Erv3	ENSMUSG00000037482.2	chr2	131853677	131859747	6070	0.0189690616817391	0.0169497632540463	-0.0020192984276928	-0.354173280954838	0.222136225055297	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.0429782338576154	0.874674207501929	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm49527	ENSMUSG00000116024.1	chr15	76879319	76901283	21964	0.0147456851881023	0.0147260186267782	-1.96665613240495e-05	-0.205788841247994	0.222136225055297	FALSE	Hypomethylated	Unmarked_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elp6	ENSMUSG00000054836.12	chr9	110305172	110322102	16930	0.014295039526242	0.0145207616977047	0.000225722171462654	-0.230749010365149	0.222154851921259	FALSE	Hypomethylated	Unmarked_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tsr2	ENSMUSG00000025264.12	chrX	151087093	151096543	9450	0.0143974757861954	0.012877200791951	-0.00152027499424439	-0.407986322106291	0.222349174437948	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.200942000075697	0.255589011714877	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Atxn7l3	ENSMUSG00000059995.12	chr11	102289299	102296631	7332	0.0124438108877932	0.0166019204449596	0.0041581095571664	0.375721128347041	0.222349174437948	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	0.0536584012958111	0.797547382178421	2	-0.0894577413688954	0.629155100387753	2	NA	NA	NA	NA	NA	NA
Cplx4	ENSMUSG00000024519.6	chr18	65955721	65970237	14516	0.0243260258551452	0.0236062450706713	-0.000719780784473892	-0.190797326282313	0.22235591930414	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	0.246585473261392	0.181024954894467	1	NA	NA	NA	0.153230928974208	0.485361851680969	2	0.143771912	0.278899067	2
Erap1	ENSMUSG00000021583.7	chr13	74639567	74693201	53634	0.013985802080138	0.0144517723932856	0.000465970313147542	-0.155858846200376	0.222511762427317	FALSE	Hypomethylated	Active_Promoter	Active	0.105804869890351	0.533226587571196	2	0.429815029769304	0.0485306651364635	2	NA	NA	NA	NA	NA	NA
Kif2b	ENSMUSG00000046755.5	chr11	91575314	91577558	2244	0.0107192272540972	0.00829359992974404	-0.00242562732435319	-0.858942668779585	0.222745147046452	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ccdc80	ENSMUSG00000022665.15	chr16	45093401	45128077	34676	0.0173437738308298	0.0179263561040751	0.000582582273245327	-0.145679228196246	0.222767556540349	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.310585367503549	0.196363489206704	3	NA	NA	NA	NA	NA	NA	0.680707814	2.01e-08	1
Pi4k2b	ENSMUSG00000029186.12	chr5	52741573	52769340	27767	0.0137079962392917	0.0149888342865195	0.00128083804722777	-0.175195672676443	0.222767556540349	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.23191467921387	0.318774401216368	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Elf1	ENSMUSG00000036461.16	chr14	79481193	79582494	101301	0.0167891669574812	0.0176685595573731	0.000879392599891893	-0.0904354281637209	0.222767556540349	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scgb2b12	ENSMUSG00000097982.1	chr7	32325285	32327245	1960	0.0152198924854886	0.01050678569029	-0.00471310679519862	-1.01438073397613	0.222783347926614	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ddi1	ENSMUSG00000047619.5	chr9	6262732	6269846	7114	0.00947564086822292	0.0137190120527877	0.00424337118456479	0.445122392760643	0.222818051746475	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	0.208300511885736	0.34215170379304	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
