gene_name	chr	is_synapse_and_mecp2_up	k27me3_remodeled
Klf11	chr12	FALSE	FALSE
Snx33	chr9	FALSE	TRUE
Stap2	chr17	FALSE	FALSE
Serpini1	chr3	FALSE	TRUE
Hmx2	chr7	FALSE	FALSE
Wfdc10	chr2	FALSE	TRUE
Cxxc4	chr3	FALSE	FALSE
Tm4sf1	chr3	FALSE	TRUE
Gpr20	chr15	FALSE	FALSE
Oxt	chr2	FALSE	FALSE
Plpp3	chr4	FALSE	TRUE
Hjv	chr3	FALSE	FALSE
Stambp	chr6	FALSE	FALSE
Gmnc	chr16	FALSE	TRUE
Vcam1	chr3	FALSE	FALSE
Lrig1	chr6	FALSE	FALSE
Mrps30	chr13	FALSE	FALSE
Taf7	chr18	FALSE	FALSE
Cox6b2	chr7	FALSE	TRUE
Sash1	chr10	FALSE	FALSE
Klf14	chr6	FALSE	FALSE
H2ac8	chr13	FALSE	TRUE
Flnc	chr6	FALSE	FALSE
Pfn3	chr13	FALSE	FALSE
Pou3f1	chr4	FALSE	TRUE
Foxl1	chr8	FALSE	FALSE
Hoxb1	chr11	FALSE	FALSE
Mis18a	chr16	FALSE	FALSE
Hspa2	chr12	FALSE	TRUE
Snai2	chr16	FALSE	FALSE
Cyyr1	chr16	FALSE	FALSE
Ceacam9	chr7	FALSE	FALSE
Lect2	chr13	FALSE	FALSE
Ins1	chr19	FALSE	FALSE
Xrcc5	chr1	FALSE	TRUE
Cer1	chr4	FALSE	TRUE
Tubb2b	chr13	FALSE	TRUE
Eif4a2	chr16	FALSE	FALSE
Fgfbp1	chr5	FALSE	FALSE
Slit1	chr19	FALSE	FALSE
Tes	chr6	FALSE	FALSE
Cops8	chr1	FALSE	TRUE
Actl7b	chr4	FALSE	FALSE
Thbs4	chr13	FALSE	FALSE
Syngr2	chr11	FALSE	FALSE
Zfp345	chr2	FALSE	FALSE
Pramel1	chr4	FALSE	FALSE
Slc35b3	chr13	FALSE	FALSE
Srek1	chr13	FALSE	FALSE
Spry1	chr3	FALSE	TRUE
Zfp493	chr13	FALSE	FALSE
Aspm	chr1	FALSE	TRUE
Hmx3	chr7	FALSE	FALSE
Enpp3	chr10	FALSE	FALSE
Dtnbp1	chr13	FALSE	FALSE
