gene_name	chr	is_neuronal_and_mecp2_up	k119ub_remodeled
Metap2	chr10	FALSE	FALSE
Tinagl1	chr4	FALSE	TRUE
Zfp687	chr3	FALSE	FALSE
Zfp36	chr7	FALSE	FALSE
Gcat	chr15	FALSE	TRUE
Chst14	chr2	FALSE	FALSE
Tmem72	chr6	FALSE	TRUE
Hs3st6	chr17	FALSE	TRUE
Trim66	chr7	FALSE	TRUE
Epcam	chr17	FALSE	TRUE
Trim52	chr14	FALSE	TRUE
Zfp937	chr2	FALSE	TRUE
Ypel5	chr17	FALSE	FALSE
Nsmce1	chr7	FALSE	FALSE
Esrp1	chr4	FALSE	TRUE
Mxra7	chr11	FALSE	TRUE
Hbq1a	chr11	FALSE	FALSE
Actc1	chr2	FALSE	FALSE
Rab43	chr6	FALSE	TRUE
Ahrr	chr13	FALSE	TRUE
Cdr2l	chr11	FALSE	TRUE
Nexn	chr3	FALSE	FALSE
Serpina3n	chr12	FALSE	FALSE
Cdcp2	chr4	FALSE	TRUE
Prob1	chr18	FALSE	TRUE
Top1mt	chr15	FALSE	FALSE
Otop3	chr11	FALSE	FALSE
Atoh7	chr10	FALSE	TRUE
Arf1	chr11	FALSE	FALSE
Cplx4	chr18	FALSE	FALSE
Ccdc80	chr16	FALSE	TRUE
Arsb	chr13	FALSE	TRUE
Gp9	chr6	FALSE	FALSE
Carlr	chr2	FALSE	FALSE
Dpf3	chr12	FALSE	FALSE
Dyrk3	chr1	FALSE	TRUE
Inhba	chr13	FALSE	TRUE
Tnip2	chr5	FALSE	FALSE
Spint1	chr2	FALSE	TRUE
Zfat	chr15	FALSE	TRUE
Rac3	chr11	FALSE	TRUE
Dtl	chr1	FALSE	TRUE
Tns3	chr11	FALSE	TRUE
Igfn1	chr1	FALSE	FALSE
Tdrd3	chr14	FALSE	FALSE
Qsox2	chr2	FALSE	TRUE
Tmem35a	chrX	FALSE	TRUE
Ect2	chr3	FALSE	TRUE
Npy4r	chr14	FALSE	TRUE
Lmntd2	chr7	FALSE	FALSE
Dlx3	chr11	FALSE	TRUE
Akap11	chr14	FALSE	TRUE
Elac2	chr11	FALSE	FALSE
Abca7	chr10	FALSE	TRUE
Dusp9	chrX	FALSE	TRUE
Npas4	chr19	FALSE	FALSE
Rtn4rl2	chr2	FALSE	FALSE
Zfp750	chr11	FALSE	FALSE
Map3k7cl	chr16	FALSE	TRUE
Tppp	chr13	FALSE	TRUE
Dlx5	chr6	FALSE	TRUE
Gipc2	chr3	FALSE	TRUE
1700029H14Rik	chr8	FALSE	TRUE
Eya4	chr10	FALSE	FALSE
Erlin2	chr8	FALSE	TRUE
Pdzrn3	chr6	FALSE	FALSE
Lpcat2	chr8	FALSE	FALSE
Piezo2	chr18	FALSE	FALSE
Phldb3	chr7	FALSE	TRUE
Tifa	chr3	FALSE	FALSE
Tbc1d4	chr14	FALSE	TRUE
Utrn	chr10	FALSE	TRUE
Smim10l1	chr6	FALSE	TRUE
Frk	chr10	FALSE	TRUE
Krt72	chr15	FALSE	TRUE
Flrt2	chr12	FALSE	TRUE
Dusp23	chr1	FALSE	FALSE
Carmil3	chr14	FALSE	TRUE
Dnajb5	chr4	FALSE	TRUE
Lipe	chr7	FALSE	TRUE
Emx1	chr6	FALSE	TRUE
Tst	chr15	FALSE	TRUE
Tmprss15	chr16	FALSE	TRUE
Ltc4s	chr11	FALSE	TRUE
4933407L21Rik	chr1	FALSE	FALSE
Sctr	chr1	FALSE	FALSE
Tlr3	chr8	FALSE	TRUE
Kcna6	chr6	FALSE	FALSE
Gpr3	chr4	FALSE	FALSE
Osgin1	chr8	FALSE	FALSE
Gpr179	chr11	FALSE	FALSE
Med26	chr8	FALSE	TRUE
Gfpt2	chr11	FALSE	FALSE
Lbh	chr17	FALSE	TRUE
Gng10	chr4	FALSE	TRUE
Reg3g	chr6	FALSE	TRUE
Plpp1	chr13	FALSE	TRUE
BC024139	chr15	FALSE	FALSE
Cacng1	chr11	FALSE	FALSE
Sulf2	chr2	TRUE	FALSE
Arhgap9	chr10	FALSE	TRUE
Plbd1	chr6	FALSE	FALSE
Zdhhc13	chr7	FALSE	TRUE
Sucnr1	chr3	FALSE	TRUE
Krt78	chr15	FALSE	FALSE
Slc16a1	chr3	FALSE	TRUE
Ccnyl1	chr1	FALSE	TRUE
Kcns2	chr15	FALSE	TRUE
Acot5	chr12	FALSE	FALSE
Fam174b	chr7	FALSE	TRUE
Alcam	chr16	TRUE	TRUE
Reep6	chr10	FALSE	FALSE
Gata5	chr2	FALSE	TRUE
Crybg2	chr4	FALSE	TRUE
Mmp11	chr10	FALSE	FALSE
Ereg	chr5	FALSE	TRUE
Utp18	chr11	FALSE	FALSE
Itgb3	chr11	FALSE	TRUE
Kank4	chr4	FALSE	TRUE
Syde2	chr3	FALSE	FALSE
Calhm2	chr19	FALSE	FALSE
Sel1l	chr12	FALSE	FALSE
Hspb3	chr13	FALSE	FALSE
Pllp	chr8	FALSE	FALSE
Hacd1	chr2	FALSE	TRUE
Cavin1	chr11	FALSE	TRUE
Kctd11	chr11	FALSE	TRUE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	FALSE	TRUE
Atp1a2	chr1	FALSE	TRUE
Irf6	chr1	FALSE	FALSE
Prpf38b	chr3	FALSE	TRUE
Cfap58	chr19	FALSE	FALSE
Cdyl	chr13	FALSE	TRUE
Tlr5	chr1	FALSE	FALSE
Parp1	chr1	FALSE	TRUE
Twsg1	chr17	FALSE	TRUE
Gprc5c	chr11	FALSE	FALSE
Srxn1	chr2	FALSE	FALSE
Ranbp3	chr17	FALSE	TRUE
Dbndd1	chr8	FALSE	TRUE
Slc9b2	chr3	FALSE	FALSE
Psrc1	chr3	FALSE	FALSE
Pik3r4	chr9	FALSE	FALSE
Rnf215	chr11	FALSE	FALSE
Jun	chr4	FALSE	FALSE
Nsg1	chr5	FALSE	TRUE
Tmem161a	chr8	FALSE	FALSE
Gng5	chr3	FALSE	TRUE
Apaf1	chr10	FALSE	TRUE
Pnma3	chrX	FALSE	TRUE
Msrb2	chr2	FALSE	TRUE
Vrk2	chr11	FALSE	FALSE
Efna3	chr3	FALSE	TRUE
Ccno	chr13	FALSE	FALSE
Eef2k	chr7	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Trip13	chr13	FALSE	TRUE
Grpel2	chr18	FALSE	TRUE
Ccdc97	chr7	FALSE	FALSE
Pnkd	chr1	FALSE	FALSE
Smg5	chr3	FALSE	TRUE
Dgka	chr10	FALSE	TRUE
Tslp	chr18	FALSE	FALSE
Ptbp3	chr4	FALSE	TRUE
Grm5	chr7	FALSE	FALSE
Ces2h	chr8	FALSE	FALSE
Angel2	chr1	FALSE	TRUE
Gjb2	chr14	FALSE	TRUE
Sall4	chr2	FALSE	TRUE
Tafa3	chr3	FALSE	TRUE
Ifnar1	chr16	FALSE	TRUE
Ascl4	chr10	FALSE	TRUE
Tmbim1	chr1	FALSE	TRUE
Met	chr6	FALSE	TRUE
Spag4	chr2	FALSE	FALSE
Tssk3	chr4	FALSE	FALSE
Crtac1	chr19	FALSE	TRUE
Bag2	chr1	FALSE	TRUE
Gpt2	chr8	FALSE	FALSE
Cnmd	chr14	FALSE	TRUE
Bpifa2	chr2	FALSE	FALSE
Cpeb4	chr11	FALSE	TRUE
Hk3	chr13	FALSE	FALSE
Frmd3	chr4	FALSE	TRUE
Plcxd2	chr16	FALSE	TRUE
Nutf2	chr8	FALSE	TRUE
Enpp1	chr10	FALSE	FALSE
Rab15	chr12	FALSE	TRUE
Sgk1	chr10	FALSE	TRUE
Pim3	chr15	FALSE	FALSE
Wdtc1	chr4	FALSE	FALSE
Dhx40	chr11	FALSE	TRUE
Dpysl4	chr7	FALSE	TRUE
Aadat	chr8	FALSE	TRUE
2310011J03Rik	chr10	FALSE	TRUE
Ddx27	chr2	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Tmem183a	chr1	FALSE	FALSE
Dnmt3b	chr2	FALSE	TRUE
Chsy1	chr7	FALSE	FALSE
Slurp2	chr15	FALSE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Hsd11b1	chr1	FALSE	FALSE
Scamp1	chr13	FALSE	TRUE
Bcl9l	chr9	FALSE	FALSE
Ldb3	chr14	FALSE	FALSE
Sema4f	chr6	FALSE	FALSE
Fbxo43	chr15	FALSE	TRUE
Pkdrej	chr15	FALSE	FALSE
Amer1	chrX	FALSE	TRUE
Ajap1	chr4	FALSE	TRUE
Engase	chr11	FALSE	FALSE
Cwh43	chr5	FALSE	FALSE
Tgm1	chr14	FALSE	TRUE
Prelid2	chr18	FALSE	FALSE
Tmem222	chr4	FALSE	FALSE
Car2	chr3	FALSE	TRUE
Cd63	chr10	FALSE	FALSE
Tmem37	chr1	FALSE	FALSE
Lypd3	chr7	FALSE	TRUE
Atp1b3	chr9	FALSE	TRUE
Hoxb9	chr11	FALSE	TRUE
Ogt	chrX	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Gas2l3	chr10	FALSE	FALSE
Twist2	chr1	FALSE	FALSE
Mtch1	chr17	FALSE	TRUE
Adamts15	chr9	FALSE	TRUE
Ccdc102a	chr8	FALSE	FALSE
Il10rb	chr16	FALSE	TRUE
Sptssa	chr12	FALSE	TRUE
Ppat	chr5	FALSE	TRUE
Rtn4r	chr16	FALSE	TRUE
Sdhaf3	chr6	FALSE	TRUE
Slc4a1	chr11	FALSE	TRUE
Tle6	chr10	FALSE	FALSE
Gm3383	chr14	FALSE	TRUE
Rfesd	chr13	FALSE	TRUE
Fam110b	chr4	FALSE	FALSE
Maoa	chrX	FALSE	TRUE
Phgdh	chr3	FALSE	FALSE
Grem1	chr2	FALSE	TRUE
Nus1	chr10	FALSE	TRUE
Idua	chr5	FALSE	TRUE
Gpr27	chr6	FALSE	TRUE
Gm5460	chr14	FALSE	FALSE
Tkt	chr14	FALSE	TRUE
Sidt2	chr9	FALSE	TRUE
Hpf1	chr8	FALSE	TRUE
Ccdc126	chr6	FALSE	TRUE
Hspa12b	chr2	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Bean1	chr8	FALSE	FALSE
Ro60	chr1	FALSE	TRUE
Fbn2	chr18	FALSE	TRUE
Nhlh2	chr3	TRUE	TRUE
Ctnnb1	chr9	FALSE	TRUE
Ankrd7	chr6	FALSE	TRUE
Gpsm1	chr2	FALSE	FALSE
Traf3ip2	chr10	FALSE	FALSE
Inpp5j	chr11	FALSE	FALSE
Henmt1	chr3	FALSE	TRUE
Prlhr	chr19	FALSE	FALSE
Aga	chr8	FALSE	TRUE
Kiss1r	chr10	FALSE	TRUE
Gng2	chr14	FALSE	TRUE
Lancl1	chr1	FALSE	TRUE
Smad9	chr3	FALSE	TRUE
Vamp8	chr6	FALSE	TRUE
Pla2g4d	chr2	FALSE	TRUE
Trim16	chr11	FALSE	FALSE
Armcx4	chrX	FALSE	TRUE
Spdef	chr17	FALSE	FALSE
Cdkn2d	chr9	FALSE	FALSE
Rbm4	chr19	FALSE	TRUE
Ntsr2	chr12	FALSE	FALSE
Dbf4	chr5	FALSE	TRUE
Dcaf11	chr14	FALSE	TRUE
Iffo1	chr6	FALSE	FALSE
Tcf15	chr2	FALSE	FALSE
Wdr1	chr5	FALSE	FALSE
Tc2n	chr12	FALSE	TRUE
Cyp51	chr5	FALSE	TRUE
Slc7a4	chr16	FALSE	FALSE
Gpr137	chr19	FALSE	TRUE
Nr2f6	chr8	FALSE	TRUE
Tnfsf13b	chr8	FALSE	TRUE
Ppp1r3c	chr19	FALSE	FALSE
Prrg4	chr2	FALSE	FALSE
Paqr3	chr5	FALSE	FALSE
Tmem106c	chr15	FALSE	FALSE
Tnfrsf1a	chr6	FALSE	FALSE
Des	chr1	FALSE	FALSE
Rflnb	chr11	FALSE	FALSE
Myl12b	chr17	FALSE	FALSE
Tsga10	chr1	FALSE	TRUE
Ptpa	chr2	FALSE	FALSE
Pdp1	chr4	FALSE	TRUE
Gc	chr5	FALSE	TRUE
Inhbb	chr1	FALSE	TRUE
Fads2	chr19	FALSE	FALSE
Wnt8a	chr18	FALSE	FALSE
Doc2a	chr7	FALSE	TRUE
Mgst3	chr1	FALSE	TRUE
Atp6v1b1	chr6	FALSE	FALSE
Inafm2	chr2	FALSE	TRUE
Lrrc9	chr12	FALSE	FALSE
F11	chr8	FALSE	FALSE
Cyp46a1	chr12	FALSE	FALSE
Map9	chr3	FALSE	TRUE
Cpne4	chr9	FALSE	FALSE
Selenoi	chr5	FALSE	TRUE
Ttc24	chr3	FALSE	FALSE
Sema3d	chr5	FALSE	TRUE
Styk1	chr6	FALSE	FALSE
Rin1	chr19	FALSE	FALSE
Cyp8b1	chr9	FALSE	FALSE
Aqp2	chr15	FALSE	FALSE
Ccne2	chr4	FALSE	TRUE
Rb1cc1	chr1	FALSE	FALSE
Abcb1a	chr5	FALSE	TRUE
Imp4	chr1	FALSE	TRUE
Zfp708	chr13	FALSE	TRUE
Large2	chr2	FALSE	TRUE
Sp1	chr15	FALSE	FALSE
Tspo	chr15	FALSE	FALSE
Bpifb4	chr2	FALSE	FALSE
Baz2a	chr10	FALSE	TRUE
Asic3	chr5	FALSE	FALSE
Rhobtb2	chr14	FALSE	TRUE
Mtpn	chr6	TRUE	TRUE
F7	chr8	FALSE	TRUE
Trpc6	chr9	FALSE	TRUE
Apbb1ip	chr2	FALSE	FALSE
Mylk4	chr13	FALSE	FALSE
Rasd2	chr8	FALSE	TRUE
Pcbp4	chr9	FALSE	FALSE
Pomc	chr12	FALSE	TRUE
Fbxo8	chr8	FALSE	TRUE
Mfsd6l	chr11	FALSE	FALSE
4930503L19Rik	chr18	FALSE	TRUE
Cfap73	chr5	FALSE	TRUE
Rgs19	chr2	FALSE	FALSE
Uck2	chr1	FALSE	FALSE
Tbx18	chr9	FALSE	TRUE
Arl8a	chr1	FALSE	FALSE
Chga	chr12	FALSE	FALSE
Dync1i2	chr2	FALSE	TRUE
Pcdh1	chr18	FALSE	TRUE
Wnt5b	chr6	FALSE	TRUE
Drd1	chr13	FALSE	FALSE
Osr2	chr15	FALSE	TRUE
Prr11	chr11	FALSE	FALSE
Ccdc12	chr9	FALSE	TRUE
Entpd6	chr2	FALSE	TRUE
Kdm4a	chr4	FALSE	FALSE
T	chr17	FALSE	TRUE
Endou	chr15	FALSE	TRUE
Irak4	chr15	FALSE	TRUE
Fbxo28	chr1	FALSE	FALSE
Klhdc8a	chr1	FALSE	FALSE
Abca2	chr2	FALSE	TRUE
Cog1	chr11	FALSE	FALSE
Esrrg	chr1	FALSE	TRUE
Tubb6	chr18	FALSE	TRUE
Gpat4	chr8	FALSE	FALSE
Rnf139	chr15	FALSE	TRUE
Ptprr	chr10	FALSE	TRUE
Cspg4	chr9	FALSE	FALSE
Atp2c1	chr9	FALSE	TRUE
Polr2b	chr5	FALSE	FALSE
Ngb	chr12	FALSE	FALSE
Adgrg5	chr8	FALSE	FALSE
Slc6a4	chr11	FALSE	TRUE
Fzd8	chr18	FALSE	TRUE
Rxrg	chr1	FALSE	FALSE
Usp53	chr3	FALSE	TRUE
Rras	chr7	FALSE	TRUE
Ugp2	chr11	FALSE	TRUE
Lrrc18	chr14	FALSE	FALSE
Lacc1	chr14	FALSE	FALSE
Entpd1	chr19	FALSE	TRUE
Slc35e4	chr11	FALSE	FALSE
Apob	chr12	FALSE	FALSE
Ppp1r2	chr16	FALSE	TRUE
Maml2	chr9	FALSE	TRUE
Lcn11	chr2	FALSE	TRUE
U2surp	chr9	FALSE	TRUE
Fhod3	chr18	FALSE	FALSE
Tmem47	chrX	FALSE	TRUE
Ambp	chr4	FALSE	FALSE
Flvcr2	chr12	FALSE	TRUE
Gng8	chr7	FALSE	FALSE
Pcnx4	chr12	FALSE	TRUE
Fat1	chr8	FALSE	TRUE
Ube2d1	chr10	FALSE	TRUE
Tmem126b	chr7	FALSE	TRUE
Cpne7	chr8	FALSE	TRUE
Dock1	chr7	FALSE	FALSE
Gcsam	chr16	FALSE	TRUE
Speer3	chr5	FALSE	TRUE
Tram1l1	chr3	FALSE	TRUE
Zranb3	chr1	FALSE	FALSE
Eif4ebp1	chr8	FALSE	FALSE
Apold1	chr6	FALSE	TRUE
Klhl35	chr7	FALSE	FALSE
P2rx5	chr11	FALSE	FALSE
Fam131c	chr4	FALSE	TRUE
Add3	chr19	FALSE	TRUE
Frrs1	chr3	FALSE	TRUE
Prr29	chr11	FALSE	TRUE
Wfdc1	chr8	FALSE	TRUE
Pianp	chr6	FALSE	FALSE
Prss52	chr14	FALSE	FALSE
Icam1	chr9	FALSE	TRUE
Dok2	chr14	FALSE	FALSE
Adnp2	chr18	FALSE	FALSE
Nampt	chr12	FALSE	TRUE
Krt88	chr15	FALSE	FALSE
Cfap36	chr11	FALSE	TRUE
Apoc3	chr9	FALSE	FALSE
Krt1	chr15	FALSE	FALSE
Krt87	chr15	FALSE	FALSE
Mael	chr1	FALSE	FALSE
Lrrc74a	chr12	FALSE	FALSE
Tril	chr6	FALSE	TRUE
Egr1	chr18	FALSE	TRUE
Pou3f4	chrX	FALSE	FALSE
AI597479	chr1	FALSE	TRUE
Gpr161	chr1	FALSE	FALSE
Agbl3	chr6	FALSE	TRUE
Col1a2	chr6	FALSE	FALSE
Adprhl1	chr8	FALSE	TRUE
Gtf2e2	chr8	FALSE	TRUE
Klhl42	chr6	FALSE	TRUE
1700017B05Rik	chr9	FALSE	FALSE
Tnp2	chr16	FALSE	FALSE
Lipg	chr18	FALSE	TRUE
Gjb1	chrX	FALSE	FALSE
Immt	chr6	FALSE	FALSE
Map3k14	chr11	FALSE	FALSE
Natd1	chr11	FALSE	TRUE
Gask1a	chr9	FALSE	TRUE
C77080	chr4	FALSE	FALSE
Samd13	chr3	FALSE	TRUE
Bard1	chr1	FALSE	FALSE
Slc19a2	chr1	FALSE	TRUE
Crabp2	chr3	FALSE	TRUE
Clcn2	chr16	FALSE	FALSE
Setd6	chr8	FALSE	FALSE
BC005624	chr2	FALSE	FALSE
Mapk12	chr15	FALSE	FALSE
Tfap2e	chr4	FALSE	TRUE
Fam174a	chr1	FALSE	TRUE
Rspo4	chr2	FALSE	FALSE
Cox8c	chr12	FALSE	TRUE
Bdh2	chr3	FALSE	FALSE
Tnfsf15	chr4	FALSE	FALSE
Qrfp	chr2	FALSE	TRUE
Mocos	chr18	FALSE	FALSE
Lrsam1	chr2	FALSE	TRUE
Rnasel	chr1	FALSE	FALSE
Gzmk	chr13	FALSE	FALSE
9130023H24Rik	chr7	FALSE	TRUE
Pomgnt2	chr9	FALSE	TRUE
Cdh18	chr15	FALSE	TRUE
Galnt6	chr15	FALSE	FALSE
Rhobtb1	chr10	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Ctbs	chr3	FALSE	TRUE
Cnot11	chr1	FALSE	TRUE
Acot11	chr4	FALSE	FALSE
Nfkbiz	chr16	FALSE	TRUE
Kcna1	chr6	FALSE	FALSE
Dennd2d	chr3	FALSE	FALSE
Kdm8	chr7	FALSE	FALSE
Isl2	chr9	FALSE	TRUE
Arhgef25	chr10	FALSE	FALSE
Fsd1l	chr4	FALSE	TRUE
Mblac2	chr13	FALSE	TRUE
Cdx2	chr5	FALSE	TRUE
Bclaf1	chr10	FALSE	TRUE
Ezh2	chr6	FALSE	TRUE
Gm14137	chr2	FALSE	TRUE
Tradd	chr8	FALSE	FALSE
Pitx3	chr19	FALSE	TRUE
C2cd4c	chr10	FALSE	FALSE
Nt5dc1	chr10	FALSE	TRUE
Fat4	chr3	FALSE	FALSE
Ripor3	chr2	FALSE	TRUE
Dll4	chr2	FALSE	TRUE
Sp9	chr2	FALSE	TRUE
Tor4a	chr2	FALSE	FALSE
Kcnc1	chr7	FALSE	TRUE
Fgd2	chr17	FALSE	TRUE
Pcsk4	chr10	FALSE	TRUE
Upb1	chr10	FALSE	TRUE
Igsf9	chr1	FALSE	TRUE
Abhd11	chr5	FALSE	FALSE
Fgf23	chr6	FALSE	FALSE
Ppp1r26	chr2	FALSE	TRUE
Lamc3	chr2	FALSE	FALSE
Capza2	chr6	FALSE	TRUE
P2rx2	chr5	FALSE	TRUE
Slc35e1	chr8	FALSE	TRUE
Spsb2	chr6	FALSE	FALSE
Abhd12b	chr12	FALSE	TRUE
Rrad	chr8	FALSE	FALSE
Klf1	chr8	FALSE	FALSE
Bloc1s4	chr5	FALSE	TRUE
Tgfb3	chr12	FALSE	TRUE
Tlr4	chr4	TRUE	TRUE
Nr2e3	chr9	FALSE	FALSE
Rtn4ip1	chr10	FALSE	FALSE
Rgmb	chr17	FALSE	TRUE
Rest	chr5	FALSE	FALSE
Thop1	chr10	FALSE	FALSE
Sox2	chr3	FALSE	FALSE
Egln3	chr12	FALSE	FALSE
Tlnrd1	chr7	FALSE	TRUE
Thrb	chr14	FALSE	FALSE
Zfp958	chr8	FALSE	TRUE
Igsf8	chr1	FALSE	FALSE
Crybb3	chr5	FALSE	FALSE
Hnrnpll	chr17	FALSE	TRUE
Nphp3	chr9	FALSE	FALSE
Ascl1	chr10	FALSE	FALSE
Atpsckmt	chr15	FALSE	FALSE
Apol6	chr15	FALSE	TRUE
Ung	chr5	FALSE	FALSE
Egfl7	chr2	FALSE	FALSE
Col2a1	chr15	FALSE	TRUE
Trim23	chr13	FALSE	TRUE
Psen2	chr1	FALSE	TRUE
Smim38	chr7	FALSE	FALSE
Zfyve16	chr13	FALSE	TRUE
H3c6	chr13	FALSE	TRUE
Snx16	chr3	FALSE	TRUE
Kifc2	chr15	FALSE	FALSE
Mest	chr6	FALSE	FALSE
Duox1	chr2	FALSE	FALSE
Chrnb1	chr11	FALSE	FALSE
Tmem176b	chr6	FALSE	TRUE
Plin3	chr17	FALSE	FALSE
Slc25a13	chr6	FALSE	TRUE
Acta1	chr8	FALSE	TRUE
Rbm38	chr2	FALSE	TRUE
Gpr61	chr3	FALSE	TRUE
Mdfi	chr17	FALSE	TRUE
Rtn1	chr12	FALSE	TRUE
Mdm1	chr10	FALSE	TRUE
Nenf	chr1	FALSE	TRUE
Slc38a2	chr15	FALSE	TRUE
Myb	chr10	FALSE	FALSE
Slco5a1	chr1	FALSE	FALSE
Dleu7	chr14	FALSE	TRUE
Dpy19l4	chr4	FALSE	TRUE
Trim58	chr11	FALSE	TRUE
Hint2	chr4	FALSE	TRUE
Rbm5	chr9	FALSE	TRUE
Agpat5	chr8	FALSE	TRUE
Igfbp5	chr1	FALSE	TRUE
Cryba2	chr1	FALSE	TRUE
Dctn4	chr18	FALSE	TRUE
Arhgap45	chr10	FALSE	TRUE
Lmcd1	chr6	FALSE	TRUE
Cldn11	chr3	FALSE	TRUE
Kdm6b	chr11	FALSE	TRUE
Zfp385a	chr15	FALSE	FALSE
Aadac	chr3	FALSE	TRUE
Syt17	chr7	FALSE	FALSE
Tmem114	chr16	FALSE	FALSE
Pzp	chr6	FALSE	TRUE
Capn13	chr17	FALSE	FALSE
Osm	chr11	FALSE	TRUE
Kcp	chr6	FALSE	FALSE
Cbr2	chr11	FALSE	FALSE
Usp46	chr5	FALSE	TRUE
Morn1	chr4	FALSE	FALSE
Ywhaz	chr15	FALSE	TRUE
Dpp4	chr2	FALSE	TRUE
Cep164	chr9	FALSE	TRUE
E2f7	chr10	FALSE	TRUE
Jmy	chr13	FALSE	TRUE
Gemin8	chrX	FALSE	TRUE
Zkscan2	chr7	FALSE	FALSE
Dph3	chr14	FALSE	TRUE
Abcb8	chr5	FALSE	FALSE
Ahsa2	chr11	FALSE	FALSE
Slc38a4	chr15	FALSE	FALSE
Tnr	chr1	FALSE	TRUE
Krtap16-1	chr11	FALSE	FALSE
Cox19	chr5	FALSE	FALSE
Cyren	chr6	FALSE	TRUE
Cpne6	chr14	FALSE	FALSE
Nptx1	chr11	FALSE	TRUE
Lamb1	chr12	FALSE	TRUE
Rab34	chr11	FALSE	TRUE
Nrde2	chr12	FALSE	TRUE
Ttll6	chr11	FALSE	TRUE
Slc25a48	chr13	FALSE	FALSE
Pdgfrb	chr18	FALSE	FALSE
Tmem204	chr17	FALSE	TRUE
Dazap1	chr10	FALSE	TRUE
Cdhr3	chr12	FALSE	TRUE
Tmem95	chr11	FALSE	FALSE
Acbd4	chr11	FALSE	FALSE
Prkar1b	chr5	FALSE	TRUE
Sri	chr5	FALSE	TRUE
Ifih1	chr2	FALSE	FALSE
1700113H08Rik	chr10	FALSE	FALSE
Gkn3	chr6	FALSE	FALSE
Ank3	chr10	FALSE	TRUE
Frg1	chr8	FALSE	TRUE
Omp	chr7	FALSE	TRUE
Snx19	chr9	FALSE	TRUE
Atp1a3	chr7	FALSE	FALSE
Nkx3-2	chr5	FALSE	TRUE
Bgn	chrX	FALSE	FALSE
Atad3a	chr4	FALSE	FALSE
Chmp3	chr6	FALSE	TRUE
Tubgcp6	chr15	FALSE	FALSE
Cys1	chr12	FALSE	FALSE
Clec11a	chr7	FALSE	FALSE
Khdrbs1	chr4	FALSE	TRUE
Odc1	chr12	FALSE	TRUE
Hsd17b13	chr5	FALSE	TRUE
Ido2	chr8	FALSE	TRUE
C1qa	chr4	FALSE	TRUE
Cntn2	chr1	FALSE	TRUE
Psors1c2	chr17	FALSE	TRUE
Tekt4	chr17	FALSE	TRUE
1700025G04Rik	chr1	FALSE	TRUE
Lpar3	chr3	FALSE	TRUE
Ucn	chr5	FALSE	FALSE
Hectd2	chr19	FALSE	TRUE
Ephx3	chr17	FALSE	TRUE
Def6	chr17	FALSE	TRUE
Gtdc1	chr2	FALSE	TRUE
Ltbp3	chr19	FALSE	FALSE
Ephb6	chr6	FALSE	TRUE
Plekha1	chr7	FALSE	TRUE
Cryaa	chr17	FALSE	TRUE
Lmna	chr3	FALSE	TRUE
Fchsd1	chr18	FALSE	TRUE
Myocos	chr1	FALSE	FALSE
Lgals1	chr15	FALSE	FALSE
Crhr2	chr6	FALSE	FALSE
Gzmm	chr10	FALSE	FALSE
Frmpd3	chrX	FALSE	FALSE
Rtp4	chr16	FALSE	FALSE
Tmprss4	chr9	FALSE	FALSE
Ar	chrX	FALSE	FALSE
Suco	chr1	FALSE	TRUE
Syne1	chr10	FALSE	TRUE
Nfkbia	chr12	FALSE	FALSE
Zfp184	chr13	FALSE	TRUE
Trim47	chr11	FALSE	TRUE
Sstr3	chr15	FALSE	FALSE
Duxbl1	chr14	FALSE	FALSE
Tssk1	chr16	FALSE	FALSE
Wnt2b	chr3	FALSE	TRUE
Mavs	chr2	FALSE	TRUE
Fkbp7	chr2	FALSE	TRUE
Ces5a	chr8	FALSE	TRUE
M6pr	chr6	FALSE	FALSE
Gpr135	chr12	FALSE	TRUE
Lrrcc1	chr3	FALSE	TRUE
Hbq1b	chr11	FALSE	FALSE
Dnajb2	chr1	FALSE	FALSE
Fh1	chr1	FALSE	FALSE
Slc6a5	chr7	FALSE	TRUE
Mturn	chr6	FALSE	FALSE
Lepr	chr4	FALSE	FALSE
Rragd	chr4	FALSE	TRUE
Col24a1	chr3	FALSE	FALSE
Api5	chr2	FALSE	TRUE
Tfap2d	chr1	FALSE	FALSE
Acy3	chr19	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Aldh3b1	chr19	FALSE	FALSE
Rnf31	chr14	FALSE	TRUE
Bnipl	chr3	FALSE	TRUE
Syt4	chr18	FALSE	TRUE
Tyw5	chr1	FALSE	FALSE
Rimbp2	chr5	FALSE	TRUE
Rd3	chr1	FALSE	TRUE
Rnf207	chr4	FALSE	FALSE
Fxyd7	chr7	FALSE	TRUE
Actn2	chr13	FALSE	TRUE
Stk3	chr15	FALSE	TRUE
Hpgd	chr8	FALSE	FALSE
Arg1	chr10	FALSE	TRUE
Gstt2	chr10	FALSE	TRUE
Etv1	chr12	FALSE	TRUE
Ucma	chr2	FALSE	FALSE
