gene_name	chr	is_synapse_and_mecp2_up	in_k119ub_top_decile
Phldb3	chr7	FALSE	FALSE
Tifa	chr3	FALSE	FALSE
Tbc1d4	chr14	FALSE	FALSE
Utrn	chr10	FALSE	FALSE
Smim10l1	chr6	FALSE	TRUE
Frk	chr10	FALSE	FALSE
Krt72	chr15	FALSE	FALSE
Flrt2	chr12	FALSE	FALSE
Dusp23	chr1	FALSE	FALSE
Carmil3	chr14	FALSE	FALSE
Dnajb5	chr4	FALSE	FALSE
Lipe	chr7	FALSE	FALSE
Emx1	chr6	FALSE	FALSE
Tst	chr15	FALSE	FALSE
Tmprss15	chr16	FALSE	FALSE
Ltc4s	chr11	FALSE	FALSE
4933407L21Rik	chr1	FALSE	FALSE
Sctr	chr1	FALSE	FALSE
Tlr3	chr8	FALSE	FALSE
Kcna6	chr6	FALSE	FALSE
Gpr3	chr4	FALSE	FALSE
Osgin1	chr8	FALSE	FALSE
Gpr179	chr11	FALSE	FALSE
Med26	chr8	FALSE	FALSE
Gfpt2	chr11	FALSE	FALSE
Lbh	chr17	FALSE	FALSE
Gng10	chr4	FALSE	FALSE
Reg3g	chr6	FALSE	FALSE
Plpp1	chr13	FALSE	FALSE
BC024139	chr15	FALSE	FALSE
Cacng1	chr11	FALSE	FALSE
Sulf2	chr2	FALSE	FALSE
Arhgap9	chr10	FALSE	FALSE
Plbd1	chr6	FALSE	FALSE
Zdhhc13	chr7	FALSE	FALSE
Sucnr1	chr3	FALSE	TRUE
Krt78	chr15	FALSE	FALSE
Slc16a1	chr3	FALSE	FALSE
Ccnyl1	chr1	FALSE	TRUE
Kcns2	chr15	FALSE	FALSE
Acot5	chr12	FALSE	FALSE
Fam174b	chr7	FALSE	FALSE
Alcam	chr16	TRUE	FALSE
Reep6	chr10	FALSE	FALSE
Gata5	chr2	FALSE	FALSE
Crybg2	chr4	FALSE	FALSE
Mmp11	chr10	FALSE	FALSE
Ereg	chr5	FALSE	FALSE
Utp18	chr11	FALSE	FALSE
Itgb3	chr11	FALSE	FALSE
Kank4	chr4	FALSE	FALSE
Syde2	chr3	FALSE	FALSE
Calhm2	chr19	FALSE	FALSE
Sel1l	chr12	FALSE	FALSE
Hspb3	chr13	FALSE	FALSE
Pllp	chr8	FALSE	FALSE
Hacd1	chr2	FALSE	TRUE
Cavin1	chr11	FALSE	FALSE
Kctd11	chr11	FALSE	FALSE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Atp1a2	chr1	FALSE	FALSE
Irf6	chr1	FALSE	FALSE
Prpf38b	chr3	FALSE	TRUE
Cfap58	chr19	FALSE	FALSE
Cdyl	chr13	FALSE	FALSE
Tlr5	chr1	FALSE	FALSE
Parp1	chr1	FALSE	FALSE
Twsg1	chr17	FALSE	FALSE
Gprc5c	chr11	FALSE	FALSE
Srxn1	chr2	FALSE	FALSE
Ranbp3	chr17	FALSE	FALSE
Dbndd1	chr8	FALSE	FALSE
Slc9b2	chr3	FALSE	FALSE
Psrc1	chr3	FALSE	FALSE
Pik3r4	chr9	FALSE	FALSE
Rnf215	chr11	FALSE	FALSE
Jun	chr4	FALSE	FALSE
Nsg1	chr5	FALSE	FALSE
Tmem161a	chr8	FALSE	FALSE
Gng5	chr3	FALSE	FALSE
Apaf1	chr10	FALSE	FALSE
Pnma3	chrX	FALSE	TRUE
Msrb2	chr2	FALSE	TRUE
Vrk2	chr11	FALSE	FALSE
Efna3	chr3	FALSE	FALSE
Ccno	chr13	FALSE	FALSE
Eef2k	chr7	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Trip13	chr13	FALSE	TRUE
Grpel2	chr18	FALSE	FALSE
Ccdc97	chr7	FALSE	FALSE
Pnkd	chr1	FALSE	FALSE
Smg5	chr3	FALSE	FALSE
Dgka	chr10	FALSE	TRUE
Tslp	chr18	FALSE	FALSE
Ptbp3	chr4	FALSE	TRUE
Grm5	chr7	FALSE	FALSE
Ces2h	chr8	FALSE	FALSE
Angel2	chr1	FALSE	FALSE
Gjb2	chr14	FALSE	FALSE
Sall4	chr2	FALSE	FALSE
Tafa3	chr3	FALSE	FALSE
Ifnar1	chr16	FALSE	FALSE
Ascl4	chr10	FALSE	FALSE
Tmbim1	chr1	FALSE	FALSE
Met	chr6	FALSE	FALSE
Spag4	chr2	FALSE	FALSE
Tssk3	chr4	FALSE	FALSE
Crtac1	chr19	FALSE	FALSE
Bag2	chr1	FALSE	FALSE
Gpt2	chr8	FALSE	FALSE
Cnmd	chr14	FALSE	FALSE
Bpifa2	chr2	FALSE	FALSE
Cpeb4	chr11	FALSE	TRUE
Hk3	chr13	FALSE	FALSE
Frmd3	chr4	FALSE	FALSE
Plcxd2	chr16	FALSE	TRUE
Nutf2	chr8	FALSE	FALSE
Enpp1	chr10	FALSE	FALSE
Rab15	chr12	FALSE	FALSE
Sgk1	chr10	FALSE	FALSE
Pim3	chr15	FALSE	FALSE
Wdtc1	chr4	FALSE	FALSE
Dhx40	chr11	FALSE	FALSE
Dpysl4	chr7	FALSE	FALSE
Aadat	chr8	FALSE	FALSE
2310011J03Rik	chr10	FALSE	FALSE
Ddx27	chr2	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Tmem183a	chr1	FALSE	FALSE
Dnmt3b	chr2	FALSE	FALSE
Chsy1	chr7	FALSE	FALSE
Slurp2	chr15	FALSE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Hsd11b1	chr1	FALSE	FALSE
Scamp1	chr13	FALSE	TRUE
Bcl9l	chr9	FALSE	FALSE
Ldb3	chr14	FALSE	FALSE
Sema4f	chr6	FALSE	FALSE
Fbxo43	chr15	FALSE	FALSE
Pkdrej	chr15	FALSE	FALSE
Amer1	chrX	FALSE	FALSE
Ajap1	chr4	FALSE	FALSE
Engase	chr11	FALSE	FALSE
Cwh43	chr5	FALSE	FALSE
Tgm1	chr14	FALSE	FALSE
Prelid2	chr18	FALSE	FALSE
Tmem222	chr4	FALSE	FALSE
Car2	chr3	FALSE	FALSE
Cd63	chr10	FALSE	FALSE
Tmem37	chr1	FALSE	FALSE
Lypd3	chr7	FALSE	FALSE
Atp1b3	chr9	FALSE	FALSE
Hoxb9	chr11	FALSE	FALSE
Ogt	chrX	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Gas2l3	chr10	FALSE	FALSE
Twist2	chr1	FALSE	FALSE
Mtch1	chr17	FALSE	FALSE
Adamts15	chr9	FALSE	FALSE
Ccdc102a	chr8	FALSE	FALSE
Il10rb	chr16	FALSE	FALSE
Sptssa	chr12	FALSE	FALSE
Ppat	chr5	FALSE	TRUE
Rtn4r	chr16	FALSE	FALSE
Sdhaf3	chr6	FALSE	FALSE
Slc4a1	chr11	FALSE	FALSE
Tle6	chr10	FALSE	FALSE
Gm3383	chr14	FALSE	FALSE
Rfesd	chr13	FALSE	TRUE
Fam110b	chr4	FALSE	FALSE
Maoa	chrX	FALSE	TRUE
Phgdh	chr3	FALSE	FALSE
Grem1	chr2	FALSE	FALSE
Nus1	chr10	FALSE	FALSE
Idua	chr5	FALSE	FALSE
Gpr27	chr6	FALSE	FALSE
Gm5460	chr14	FALSE	FALSE
Tkt	chr14	FALSE	FALSE
Sidt2	chr9	FALSE	FALSE
Hpf1	chr8	FALSE	TRUE
Ccdc126	chr6	FALSE	FALSE
Hspa12b	chr2	FALSE	FALSE
Elfn2	chr15	FALSE	FALSE
Bean1	chr8	FALSE	FALSE
Ro60	chr1	FALSE	FALSE
Fbn2	chr18	FALSE	FALSE
Nhlh2	chr3	FALSE	FALSE
Ctnnb1	chr9	FALSE	FALSE
Ankrd7	chr6	FALSE	TRUE
Gpsm1	chr2	FALSE	FALSE
Traf3ip2	chr10	FALSE	FALSE
Inpp5j	chr11	FALSE	FALSE
Henmt1	chr3	FALSE	FALSE
Prlhr	chr19	FALSE	FALSE
Aga	chr8	FALSE	TRUE
Kiss1r	chr10	FALSE	TRUE
Gng2	chr14	FALSE	FALSE
Lancl1	chr1	FALSE	TRUE
Smad9	chr3	FALSE	TRUE
Vamp8	chr6	FALSE	FALSE
Pla2g4d	chr2	FALSE	FALSE
Trim16	chr11	FALSE	FALSE
Armcx4	chrX	FALSE	FALSE
Spdef	chr17	FALSE	FALSE
Cdkn2d	chr9	FALSE	FALSE
Rbm4	chr19	FALSE	FALSE
Ntsr2	chr12	FALSE	FALSE
Dbf4	chr5	FALSE	TRUE
Dcaf11	chr14	FALSE	FALSE
Iffo1	chr6	FALSE	FALSE
Tcf15	chr2	FALSE	FALSE
Wdr1	chr5	FALSE	FALSE
Tc2n	chr12	FALSE	FALSE
Cyp51	chr5	FALSE	TRUE
Slc7a4	chr16	FALSE	FALSE
Gpr137	chr19	FALSE	FALSE
Nr2f6	chr8	FALSE	FALSE
Tnfsf13b	chr8	FALSE	FALSE
Ppp1r3c	chr19	FALSE	FALSE
Prrg4	chr2	FALSE	FALSE
Paqr3	chr5	FALSE	FALSE
Tmem106c	chr15	FALSE	FALSE
Tnfrsf1a	chr6	FALSE	FALSE
Des	chr1	FALSE	FALSE
Rflnb	chr11	FALSE	FALSE
Myl12b	chr17	FALSE	FALSE
Tsga10	chr1	FALSE	FALSE
Ptpa	chr2	FALSE	FALSE
Pdp1	chr4	FALSE	FALSE
Gc	chr5	FALSE	FALSE
Inhbb	chr1	FALSE	FALSE
Fads2	chr19	FALSE	FALSE
Wnt8a	chr18	FALSE	FALSE
Doc2a	chr7	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Atp6v1b1	chr6	FALSE	FALSE
Inafm2	chr2	FALSE	FALSE
Lrrc9	chr12	FALSE	FALSE
F11	chr8	FALSE	FALSE
Cyp46a1	chr12	FALSE	FALSE
Map9	chr3	FALSE	TRUE
Cpne4	chr9	FALSE	FALSE
Selenoi	chr5	FALSE	FALSE
Ttc24	chr3	FALSE	FALSE
Sema3d	chr5	FALSE	FALSE
Styk1	chr6	FALSE	FALSE
Rin1	chr19	FALSE	FALSE
Cyp8b1	chr9	FALSE	FALSE
Aqp2	chr15	FALSE	FALSE
Ccne2	chr4	FALSE	FALSE
Rb1cc1	chr1	FALSE	FALSE
Abcb1a	chr5	FALSE	FALSE
Imp4	chr1	FALSE	FALSE
Zfp708	chr13	FALSE	TRUE
Large2	chr2	FALSE	FALSE
Sp1	chr15	FALSE	FALSE
Tspo	chr15	FALSE	FALSE
Bpifb4	chr2	FALSE	FALSE
Baz2a	chr10	FALSE	FALSE
Asic3	chr5	FALSE	FALSE
Rhobtb2	chr14	FALSE	FALSE
Mtpn	chr6	FALSE	TRUE
F7	chr8	FALSE	FALSE
Trpc6	chr9	FALSE	FALSE
Apbb1ip	chr2	FALSE	FALSE
Mylk4	chr13	FALSE	FALSE
Rasd2	chr8	FALSE	FALSE
Pcbp4	chr9	FALSE	FALSE
Pomc	chr12	FALSE	TRUE
Fbxo8	chr8	FALSE	FALSE
Mfsd6l	chr11	FALSE	FALSE
4930503L19Rik	chr18	FALSE	TRUE
Cfap73	chr5	FALSE	FALSE
Rgs19	chr2	FALSE	FALSE
Uck2	chr1	FALSE	FALSE
Tbx18	chr9	FALSE	FALSE
Arl8a	chr1	FALSE	FALSE
Chga	chr12	FALSE	FALSE
Dync1i2	chr2	FALSE	TRUE
Pcdh1	chr18	FALSE	FALSE
Wnt5b	chr6	FALSE	FALSE
Drd1	chr13	FALSE	FALSE
Osr2	chr15	FALSE	FALSE
Prr11	chr11	FALSE	FALSE
Ccdc12	chr9	FALSE	FALSE
Entpd6	chr2	FALSE	FALSE
Kdm4a	chr4	FALSE	FALSE
T	chr17	FALSE	FALSE
Endou	chr15	FALSE	FALSE
Irak4	chr15	FALSE	FALSE
Fbxo28	chr1	FALSE	FALSE
Klhdc8a	chr1	FALSE	FALSE
Abca2	chr2	FALSE	FALSE
Cog1	chr11	FALSE	FALSE
Esrrg	chr1	FALSE	FALSE
Tubb6	chr18	FALSE	FALSE
Gpat4	chr8	FALSE	FALSE
Rnf139	chr15	FALSE	TRUE
Ptprr	chr10	FALSE	FALSE
Cspg4	chr9	FALSE	FALSE
Atp2c1	chr9	FALSE	FALSE
Polr2b	chr5	FALSE	FALSE
Ngb	chr12	FALSE	FALSE
Adgrg5	chr8	FALSE	FALSE
Slc6a4	chr11	FALSE	FALSE
Fzd8	chr18	FALSE	FALSE
Rxrg	chr1	FALSE	FALSE
Usp53	chr3	FALSE	TRUE
Rras	chr7	FALSE	FALSE
Ugp2	chr11	FALSE	FALSE
Lrrc18	chr14	FALSE	FALSE
Lacc1	chr14	FALSE	FALSE
Entpd1	chr19	FALSE	FALSE
Slc35e4	chr11	FALSE	FALSE
Apob	chr12	FALSE	FALSE
Ppp1r2	chr16	FALSE	TRUE
Maml2	chr9	FALSE	FALSE
Lcn11	chr2	FALSE	FALSE
U2surp	chr9	FALSE	TRUE
Fhod3	chr18	FALSE	FALSE
Tmem47	chrX	FALSE	FALSE
Ambp	chr4	FALSE	FALSE
Flvcr2	chr12	FALSE	FALSE
Gng8	chr7	FALSE	FALSE
Pcnx4	chr12	FALSE	TRUE
Fat1	chr8	FALSE	FALSE
Ube2d1	chr10	FALSE	FALSE
Tmem126b	chr7	FALSE	TRUE
Cpne7	chr8	FALSE	FALSE
Dock1	chr7	FALSE	FALSE
Gcsam	chr16	FALSE	FALSE
Speer3	chr5	FALSE	TRUE
Tram1l1	chr3	FALSE	TRUE
Zranb3	chr1	FALSE	FALSE
Eif4ebp1	chr8	FALSE	FALSE
Apold1	chr6	FALSE	FALSE
Klhl35	chr7	FALSE	FALSE
P2rx5	chr11	FALSE	FALSE
Fam131c	chr4	FALSE	FALSE
Add3	chr19	FALSE	TRUE
Frrs1	chr3	FALSE	FALSE
Prr29	chr11	FALSE	FALSE
Wfdc1	chr8	FALSE	FALSE
Pianp	chr6	FALSE	FALSE
Prss52	chr14	FALSE	FALSE
Icam1	chr9	FALSE	FALSE
Dok2	chr14	FALSE	FALSE
Adnp2	chr18	FALSE	FALSE
Nampt	chr12	FALSE	FALSE
Krt88	chr15	FALSE	FALSE
Cfap36	chr11	FALSE	FALSE
Apoc3	chr9	FALSE	FALSE
Krt1	chr15	FALSE	FALSE
Krt87	chr15	FALSE	FALSE
Mael	chr1	FALSE	FALSE
Lrrc74a	chr12	FALSE	FALSE
Tril	chr6	FALSE	FALSE
Egr1	chr18	FALSE	FALSE
Pou3f4	chrX	FALSE	FALSE
AI597479	chr1	FALSE	FALSE
Gpr161	chr1	FALSE	FALSE
Agbl3	chr6	FALSE	TRUE
Col1a2	chr6	FALSE	FALSE
Adprhl1	chr8	FALSE	FALSE
Gtf2e2	chr8	FALSE	TRUE
Klhl42	chr6	FALSE	TRUE
1700017B05Rik	chr9	FALSE	FALSE
Tnp2	chr16	FALSE	FALSE
Lipg	chr18	FALSE	FALSE
Gjb1	chrX	FALSE	FALSE
Immt	chr6	FALSE	FALSE
Map3k14	chr11	FALSE	FALSE
Natd1	chr11	FALSE	FALSE
Gask1a	chr9	FALSE	FALSE
C77080	chr4	FALSE	FALSE
Samd13	chr3	FALSE	FALSE
Bard1	chr1	FALSE	FALSE
Slc19a2	chr1	FALSE	TRUE
Crabp2	chr3	FALSE	FALSE
Clcn2	chr16	FALSE	FALSE
Setd6	chr8	FALSE	FALSE
BC005624	chr2	FALSE	FALSE
Mapk12	chr15	FALSE	FALSE
Tfap2e	chr4	FALSE	FALSE
Fam174a	chr1	FALSE	FALSE
Rspo4	chr2	FALSE	FALSE
Cox8c	chr12	FALSE	FALSE
Bdh2	chr3	FALSE	FALSE
Tnfsf15	chr4	FALSE	FALSE
Qrfp	chr2	FALSE	FALSE
Mocos	chr18	FALSE	FALSE
Lrsam1	chr2	FALSE	FALSE
Rnasel	chr1	FALSE	FALSE
Gzmk	chr13	FALSE	FALSE
9130023H24Rik	chr7	FALSE	FALSE
Pomgnt2	chr9	FALSE	FALSE
Cdh18	chr15	FALSE	FALSE
Galnt6	chr15	FALSE	FALSE
Rhobtb1	chr10	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Ctbs	chr3	FALSE	FALSE
Cnot11	chr1	FALSE	TRUE
Acot11	chr4	FALSE	FALSE
Nfkbiz	chr16	FALSE	TRUE
Kcna1	chr6	FALSE	FALSE
Dennd2d	chr3	FALSE	FALSE
Kdm8	chr7	FALSE	FALSE
Isl2	chr9	FALSE	FALSE
Arhgef25	chr10	FALSE	FALSE
Fsd1l	chr4	FALSE	TRUE
Mblac2	chr13	FALSE	TRUE
Cdx2	chr5	FALSE	FALSE
Bclaf1	chr10	FALSE	FALSE
Ezh2	chr6	FALSE	TRUE
Gm14137	chr2	FALSE	FALSE
Tradd	chr8	FALSE	FALSE
Pitx3	chr19	FALSE	FALSE
C2cd4c	chr10	FALSE	FALSE
Nt5dc1	chr10	FALSE	TRUE
Fat4	chr3	FALSE	FALSE
Ripor3	chr2	FALSE	FALSE
Dll4	chr2	FALSE	FALSE
Sp9	chr2	FALSE	FALSE
Tor4a	chr2	FALSE	FALSE
Kcnc1	chr7	FALSE	FALSE
Fgd2	chr17	FALSE	FALSE
Pcsk4	chr10	FALSE	FALSE
Upb1	chr10	FALSE	FALSE
Igsf9	chr1	FALSE	FALSE
Abhd11	chr5	FALSE	FALSE
Fgf23	chr6	FALSE	FALSE
Ppp1r26	chr2	FALSE	FALSE
Lamc3	chr2	FALSE	FALSE
Capza2	chr6	FALSE	TRUE
P2rx2	chr5	FALSE	FALSE
Slc35e1	chr8	FALSE	FALSE
Spsb2	chr6	FALSE	FALSE
Abhd12b	chr12	FALSE	FALSE
Rrad	chr8	FALSE	FALSE
Klf1	chr8	FALSE	FALSE
Bloc1s4	chr5	FALSE	TRUE
Tgfb3	chr12	FALSE	FALSE
Tlr4	chr4	FALSE	TRUE
Nr2e3	chr9	FALSE	FALSE
Rtn4ip1	chr10	FALSE	FALSE
Rgmb	chr17	FALSE	TRUE
Rest	chr5	FALSE	FALSE
Thop1	chr10	FALSE	FALSE
Sox2	chr3	FALSE	FALSE
Egln3	chr12	FALSE	FALSE
Tlnrd1	chr7	FALSE	FALSE
Thrb	chr14	FALSE	FALSE
Zfp958	chr8	FALSE	FALSE
Igsf8	chr1	FALSE	FALSE
Crybb3	chr5	FALSE	FALSE
Hnrnpll	chr17	FALSE	FALSE
Nphp3	chr9	FALSE	FALSE
Ascl1	chr10	FALSE	FALSE
Atpsckmt	chr15	FALSE	FALSE
Apol6	chr15	FALSE	FALSE
Ung	chr5	FALSE	FALSE
Egfl7	chr2	FALSE	FALSE
Col2a1	chr15	FALSE	FALSE
Trim23	chr13	FALSE	TRUE
Psen2	chr1	FALSE	FALSE
Smim38	chr7	FALSE	FALSE
Zfyve16	chr13	FALSE	TRUE
H3c6	chr13	FALSE	TRUE
Snx16	chr3	FALSE	TRUE
Kifc2	chr15	FALSE	FALSE
Mest	chr6	FALSE	FALSE
Duox1	chr2	FALSE	FALSE
Chrnb1	chr11	FALSE	FALSE
Tmem176b	chr6	FALSE	FALSE
Plin3	chr17	FALSE	FALSE
Slc25a13	chr6	FALSE	FALSE
Acta1	chr8	FALSE	FALSE
Rbm38	chr2	FALSE	FALSE
Gpr61	chr3	FALSE	FALSE
Mdfi	chr17	FALSE	FALSE
Rtn1	chr12	FALSE	FALSE
Mdm1	chr10	FALSE	TRUE
Nenf	chr1	FALSE	FALSE
Slc38a2	chr15	FALSE	FALSE
Myb	chr10	FALSE	FALSE
Slco5a1	chr1	FALSE	FALSE
Dleu7	chr14	FALSE	FALSE
Dpy19l4	chr4	FALSE	TRUE
Trim58	chr11	FALSE	FALSE
Hint2	chr4	FALSE	FALSE
Rbm5	chr9	FALSE	FALSE
Agpat5	chr8	FALSE	TRUE
Igfbp5	chr1	FALSE	FALSE
Cryba2	chr1	FALSE	FALSE
Dctn4	chr18	FALSE	TRUE
Arhgap45	chr10	FALSE	FALSE
Lmcd1	chr6	FALSE	FALSE
Cldn11	chr3	FALSE	FALSE
Kdm6b	chr11	FALSE	FALSE
Zfp385a	chr15	FALSE	FALSE
Aadac	chr3	FALSE	TRUE
Syt17	chr7	FALSE	FALSE
Tmem114	chr16	FALSE	FALSE
Pzp	chr6	FALSE	FALSE
Capn13	chr17	FALSE	FALSE
Osm	chr11	FALSE	FALSE
Kcp	chr6	FALSE	FALSE
Cbr2	chr11	FALSE	FALSE
Usp46	chr5	FALSE	FALSE
Morn1	chr4	FALSE	FALSE
Ywhaz	chr15	FALSE	FALSE
Dpp4	chr2	FALSE	FALSE
Cep164	chr9	FALSE	FALSE
E2f7	chr10	FALSE	FALSE
Jmy	chr13	FALSE	FALSE
Gemin8	chrX	FALSE	TRUE
Zkscan2	chr7	FALSE	FALSE
Dph3	chr14	FALSE	TRUE
Abcb8	chr5	FALSE	FALSE
Ahsa2	chr11	FALSE	FALSE
Slc38a4	chr15	FALSE	FALSE
Tnr	chr1	FALSE	FALSE
Krtap16-1	chr11	FALSE	FALSE
Cox19	chr5	FALSE	FALSE
Cyren	chr6	FALSE	FALSE
Cpne6	chr14	FALSE	FALSE
Nptx1	chr11	FALSE	FALSE
Lamb1	chr12	FALSE	FALSE
Rab34	chr11	FALSE	FALSE
Nrde2	chr12	FALSE	TRUE
Ttll6	chr11	FALSE	FALSE
Slc25a48	chr13	FALSE	FALSE
Pdgfrb	chr18	FALSE	FALSE
Tmem204	chr17	FALSE	FALSE
Dazap1	chr10	FALSE	FALSE
Cdhr3	chr12	FALSE	FALSE
Tmem95	chr11	FALSE	FALSE
Acbd4	chr11	FALSE	FALSE
Prkar1b	chr5	FALSE	FALSE
Sri	chr5	FALSE	TRUE
Ifih1	chr2	FALSE	FALSE
1700113H08Rik	chr10	FALSE	FALSE
Gkn3	chr6	FALSE	FALSE
Ank3	chr10	FALSE	FALSE
Frg1	chr8	FALSE	FALSE
Omp	chr7	FALSE	FALSE
Snx19	chr9	FALSE	TRUE
Atp1a3	chr7	FALSE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Bgn	chrX	FALSE	FALSE
Atad3a	chr4	FALSE	FALSE
Chmp3	chr6	FALSE	TRUE
Tubgcp6	chr15	FALSE	FALSE
Cys1	chr12	FALSE	FALSE
Clec11a	chr7	FALSE	FALSE
Khdrbs1	chr4	FALSE	FALSE
Odc1	chr12	FALSE	FALSE
Hsd17b13	chr5	FALSE	FALSE
Ido2	chr8	FALSE	FALSE
C1qa	chr4	FALSE	FALSE
Cntn2	chr1	FALSE	FALSE
Psors1c2	chr17	FALSE	FALSE
Tekt4	chr17	FALSE	FALSE
1700025G04Rik	chr1	FALSE	FALSE
Lpar3	chr3	FALSE	FALSE
Ucn	chr5	FALSE	FALSE
Hectd2	chr19	FALSE	TRUE
Ephx3	chr17	FALSE	FALSE
Def6	chr17	FALSE	FALSE
Gtdc1	chr2	FALSE	FALSE
Ltbp3	chr19	FALSE	FALSE
Ephb6	chr6	FALSE	FALSE
Plekha1	chr7	FALSE	FALSE
Cryaa	chr17	FALSE	FALSE
Lmna	chr3	FALSE	FALSE
Fchsd1	chr18	FALSE	FALSE
Myocos	chr1	FALSE	FALSE
Lgals1	chr15	FALSE	FALSE
Crhr2	chr6	FALSE	FALSE
Gzmm	chr10	FALSE	FALSE
Frmpd3	chrX	FALSE	FALSE
Rtp4	chr16	FALSE	FALSE
Tmprss4	chr9	FALSE	FALSE
Ar	chrX	FALSE	FALSE
Suco	chr1	FALSE	TRUE
Syne1	chr10	FALSE	TRUE
Nfkbia	chr12	FALSE	FALSE
Zfp184	chr13	FALSE	FALSE
Trim47	chr11	FALSE	FALSE
Sstr3	chr15	FALSE	FALSE
Duxbl1	chr14	FALSE	FALSE
Tssk1	chr16	FALSE	FALSE
Wnt2b	chr3	FALSE	FALSE
Mavs	chr2	FALSE	FALSE
Fkbp7	chr2	FALSE	TRUE
Ces5a	chr8	FALSE	FALSE
M6pr	chr6	FALSE	FALSE
Gpr135	chr12	FALSE	FALSE
Lrrcc1	chr3	FALSE	TRUE
Hbq1b	chr11	FALSE	FALSE
Dnajb2	chr1	FALSE	FALSE
Fh1	chr1	FALSE	FALSE
Slc6a5	chr7	FALSE	FALSE
Mturn	chr6	FALSE	FALSE
Lepr	chr4	FALSE	FALSE
Rragd	chr4	FALSE	FALSE
Col24a1	chr3	FALSE	FALSE
Api5	chr2	FALSE	FALSE
Tfap2d	chr1	FALSE	FALSE
Acy3	chr19	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Aldh3b1	chr19	FALSE	FALSE
Rnf31	chr14	FALSE	FALSE
Bnipl	chr3	FALSE	FALSE
Syt4	chr18	FALSE	TRUE
Tyw5	chr1	FALSE	FALSE
Rimbp2	chr5	FALSE	FALSE
Rd3	chr1	FALSE	FALSE
Rnf207	chr4	FALSE	FALSE
Fxyd7	chr7	FALSE	FALSE
Actn2	chr13	FALSE	FALSE
Stk3	chr15	FALSE	TRUE
Hpgd	chr8	FALSE	FALSE
Arg1	chr10	FALSE	TRUE
Gstt2	chr10	FALSE	TRUE
Etv1	chr12	FALSE	FALSE
Ucma	chr2	FALSE	FALSE
Mocs1	chr17	FALSE	FALSE
Cybrd1	chr2	FALSE	FALSE
Rtl1	chr12	FALSE	FALSE
Tcp11l2	chr10	FALSE	FALSE
Rps12	chr10	FALSE	TRUE
Capza3	chr6	FALSE	TRUE
1700056E22Rik	chr1	FALSE	FALSE
Car4	chr11	FALSE	FALSE
Dusp6	chr10	FALSE	FALSE
Rnd1	chr15	FALSE	FALSE
Tnks1bp1	chr2	FALSE	FALSE
Tal2	chr4	FALSE	FALSE
Acvrl1	chr15	FALSE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Per2	chr1	FALSE	FALSE
Hivep3	chr4	FALSE	FALSE
Nxt1	chr2	FALSE	TRUE
Ptgds	chr2	FALSE	FALSE
Nol4	chr18	FALSE	TRUE
Pnpo	chr11	FALSE	FALSE
Alg12	chr15	FALSE	FALSE
Gria3	chrX	FALSE	FALSE
Gal3st2b	chr1	FALSE	FALSE
Gpr132	chr12	FALSE	FALSE
Btg4	chr9	FALSE	FALSE
Mcam	chr9	FALSE	FALSE
Uba3	chr6	FALSE	FALSE
Vcpkmt	chr12	FALSE	FALSE
Abcd1	chrX	FALSE	FALSE
Gabre	chrX	FALSE	FALSE
Fam149a	chr8	FALSE	FALSE
Gm45521	chr14	FALSE	FALSE
Cpne8	chr15	FALSE	FALSE
Odf2	chr2	FALSE	FALSE
Prima1	chr12	FALSE	FALSE
Dnajc5b	chr3	FALSE	FALSE
Zfp575	chr7	FALSE	FALSE
Mreg	chr1	FALSE	FALSE
Sdc1	chr12	FALSE	FALSE
Lad1	chr1	FALSE	FALSE
Xpot	chr10	FALSE	TRUE
Lpin3	chr2	FALSE	FALSE
Mif	chr10	FALSE	FALSE
Nans	chr4	FALSE	FALSE
Gpr26	chr7	FALSE	FALSE
4921536K21Rik	chr11	FALSE	FALSE
Ckmt2	chr13	FALSE	FALSE
Rps6ka4	chr19	FALSE	FALSE
Taf11	chr17	FALSE	FALSE
Ubxn10	chr4	FALSE	FALSE
Samd10	chr2	FALSE	FALSE
Noxa1	chr2	FALSE	FALSE
Fas	chr19	FALSE	FALSE
Dnase2b	chr3	FALSE	FALSE
Dlec1	chr9	FALSE	FALSE
Marchf8	chr6	FALSE	TRUE
Tlr12	chr4	FALSE	FALSE
Tbc1d9	chr8	FALSE	FALSE
C1galt1	chr6	FALSE	TRUE
Dkk1	chr19	FALSE	FALSE
Creld1	chr6	FALSE	FALSE
Asf1a	chr10	FALSE	TRUE
Notch2	chr3	FALSE	FALSE
Rtcb	chr10	FALSE	FALSE
Tomm40l	chr1	FALSE	FALSE
Shh	chr5	FALSE	FALSE
Agr3	chr12	FALSE	FALSE
Prtn3	chr10	FALSE	FALSE
